"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P19","Sergio Massa Presidente, Agustin Rossi Vicepresidente , Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.617,0.115,0.103,0.175,0.087,0.038,0.037,0.097
"P19","Juan Grabois Presidente, Paula Abal Medina Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.152,0.079,0.036,0.24,0.112,0.031,0,0.07
"P19","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.063,0.508,0.11,0.097,0,0.058,0,0.07
"P19","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente, Diego Santilli gobernador y Gustavo Posse vicegobernador; por Juntos por el Cambio",0.051,0.241,0.05,0.108,0.304,0.095,0.068,0.099
"P19","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.089,0.044,0.646,0.052,0.3,0.146,0.113,0.217
"P19","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de las diferentes opciones de izquierda",0.011,0,0.007,0.295,0.031,0.081,0,0.024
"P19","Juan Schiaretti a presidente y Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0,0.001,0.007,0.006,0.166,0.049,0.117,0.023
"P19","Otros",0,0.006,0.004,0,0,0.237,0.091,0.132
"P19","En blanco",0.004,0.003,0.002,0.008,0,0.039,0.376,0.058
"P19","No sabe",0.013,0.003,0.035,0.019,0,0.226,0.198,0.21
"P22","Totalmente seguro.",0.681,0.655,0.649,0.472,0.469,0.324,0.347,0.246
"P22","Bastante seguro",0.135,0.15,0.162,0.157,0.064,0.092,0.078,0.086
"P22","Algo seguro",0.084,0.116,0.118,0.204,0.083,0.13,0.129,0.233
"P22","Para nada seguro",0.1,0.079,0.071,0.167,0.384,0.454,0.446,0.435
"P23","Tiene Decidido que va a ir a votar.",0.926,0.926,0.911,0.707,0.583,0.645,0.656,0.715
"P23","Tiene dudas sobre si va a ir a  votar",0.05,0.035,0.071,0.143,0.094,0.195,0.089,0.074
"P23","Tiene Decidido que no va a ir a votar",0.024,0.039,0.018,0.15,0.323,0.16,0.255,0.211
"P34","Inflación",0.426,0.285,0.385,0.37,0,0.196,0.269,0.257
"P34","Desempleo",0.077,0.087,0.049,0.131,0.08,0.11,0.128,0.14
"P34","Corrupción",0.133,0.267,0.301,0.141,0.334,0.217,0.35,0.229
"P34","Inseguridad",0.139,0.258,0.158,0.223,0.429,0.062,0.09,0.245
"P34","Precio del dólar",0.032,0.001,0.006,0,0,0.033,0,0.007
"P34","Pobreza",0.077,0.059,0.021,0.13,0,0.057,0.026,0.011
"P34","Narcotráfico",0.012,0.02,0.024,0,0.104,0.023,0.058,0.032
"P34","Tarifas",0.024,0.001,0.019,0,0,0.069,0,0
"P34","Otro",0.064,0.018,0.011,0.005,0.053,0.17,0.079,0.045
"P34","No sabe",0.016,0.004,0.026,0,0,0.063,0,0.034
