"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.333,0.253,0.244,0.15,0.36
"P08_imputadas","Sergio Massa a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.069,0.094,0.155,0.058,0.061
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Fernando Espinoza a intendente por Unión por la Patria",0.043,0.065,0.036,0.005,0.047
"P08_imputadas","Juan Grabois a presidente, Axel Kicillof a gobernador y Patricia Cubria a intendente por Unión por la Patria",0.079,0.02,0.037,0.065,0.011
"P08_imputadas","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Eduardo “Lalo” Creus a intendente por Juntos por el Cambio",0.178,0.257,0.161,0.208,0.192
"P08_imputadas","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Josefina Mendoza a intendente por Juntos por el Cambio",0.084,0.089,0.105,0.113,0.094
"P08_imputadas","Javier Milei a presidente, Carolina Piparo a gobernadora  y Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.153,0.178,0.205,0.236,0.091
"P08_imputadas","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.018,0.015,0.016,0.043,0.009
"P08_imputadas","Otros",0.043,0.029,0.041,0.122,0.135
"P13_imputadas","Fernando Espinoza a intendente por Unión por la Patria",0.352,0.268,0.284,0.111,0.269
"P13_imputadas","Patricia Cubria a intendente por Unión por la Patria",0.155,0.07,0.109,0.097,0.096
"P13_imputadas","María Laura Ramírez a intendente por Unión por la Patria",0.007,0.019,0.021,0.012,0.031
"P13_imputadas","Eduardo “Lalo” Creus por Juntos por el Cambio",0.132,0.26,0.201,0.267,0.213
"P13_imputadas","Josefina Mendoza por Juntos por el Cambio",0.044,0.066,0.037,0.08,0.135
"P13_imputadas","Héctor “Toty” Flores a intendente por Juntos por el Cambio",0.074,0.099,0.108,0.08,0.139
"P13_imputadas","Adrián ""El Dipy"" Martínez a intendente por la Libertad Avanza",0.168,0.164,0.173,0.227,0.085
"P13_imputadas","Alberto Samid a intendente por Principios y Valores",0.015,0.02,0.026,0.06,0.013
"P13_imputadas","Alguno de los candidatos a intendente de la Izquierda",0.053,0.034,0.041,0.066,0.019
