"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.22,0.213,0.226,0.213,0.266,0.186,0.185,0.225,0.173,0.253,0.564,0.093,0.173,0.619,0.582,0.042,0.157,0.062
"Juntos por el Cambio",0.411,0.366,0.448,0.225,0.337,0.574,0.588,0.314,0.425,0.435,0.142,0.61,0.285,0.199,0.079,0.831,0.551,0.089
"De los liberales libertarios",0.225,0.299,0.165,0.404,0.219,0.154,0.098,0.252,0.25,0.197,0.168,0.219,0.295,0.123,0.197,0.084,0.137,0.715
"De la Izquierda",0.046,0.039,0.051,0.052,0.07,0.024,0.019,0.049,0.055,0.038,0.035,0.019,0.045,0.015,0.076,0.009,0.04,0.025
"Hacemos por nuestro país",0.028,0.027,0.029,0.043,0.03,0.018,0.019,0.046,0.027,0.023,0.026,0.025,0.026,0.021,0.037,0,0.052,0.026
"Otro",0.017,0.015,0.019,0.02,0.015,0.011,0.024,0.035,0.014,0.013,0.019,0.005,0.074,0.005,0.007,0.005,0.015,0.026
"En blanco",0.019,0.015,0.021,0.021,0.017,0.015,0.022,0.022,0.023,0.014,0.008,0.015,0.038,0.003,0,0.007,0.022,0.025
"No sabe",0.034,0.026,0.041,0.022,0.046,0.018,0.045,0.057,0.033,0.027,0.038,0.014,0.064,0.015,0.022,0.022,0.026,0.032
