"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.266,0.244,0.284,0.313,0.308,0.214,0.192,0.327,0.223,0.276,0.64,0.109,0.248,0.699,0.769,0.066,0.155,0.096
"Cambiemos",0.454,0.435,0.469,0.281,0.379,0.602,0.632,0.332,0.461,0.492,0.136,0.669,0.411,0.145,0.107,0.842,0.596,0.244
"Liberales",0.16,0.202,0.126,0.27,0.184,0.091,0.063,0.143,0.196,0.14,0.104,0.159,0.146,0.065,0.097,0.045,0.082,0.609
"Izquierda",0.038,0.046,0.031,0.053,0.038,0.03,0.028,0.047,0.047,0.028,0.034,0.015,0.066,0.036,0.027,0.003,0.04,0.009
"No sabe",0.082,0.073,0.09,0.083,0.091,0.063,0.085,0.151,0.073,0.064,0.086,0.048,0.129,0.055,0,0.044,0.127,0.042
