"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.912,0.914,0.91,0.925,0.909,0.95,0.863,0.832,0.903,0.947,0.896,0.932,0.875,0.892,0.956,0.945,0.899,0.93
"Tiene dudas sobre si va a ir a  votar",0.066,0.058,0.074,0.064,0.064,0.038,0.103,0.114,0.081,0.039,0.085,0.05,0.056,0.081,0.036,0.04,0.092,0.06
"Tiene Decidido que no va a ir a votar",0.022,0.028,0.016,0.011,0.027,0.012,0.034,0.054,0.016,0.014,0.019,0.018,0.069,0.027,0.008,0.015,0.009,0.01
