"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.677,0.69,0.666,0.659,0.65,0.727,0.69,0.564,0.654,0.733,0.684,0.688,0.739,0.71,0.739,0.753,0.586,0.689
"Bastante seguro",0.144,0.148,0.142,0.172,0.141,0.109,0.156,0.181,0.167,0.116,0.117,0.157,0.049,0.157,0.118,0.112,0.178,0.183
"Algo seguro",0.108,0.093,0.12,0.1,0.121,0.113,0.09,0.135,0.103,0.102,0.126,0.103,0.153,0.102,0.076,0.097,0.116,0.09
"Para nada seguro",0.071,0.069,0.072,0.069,0.088,0.051,0.064,0.12,0.076,0.049,0.073,0.052,0.059,0.031,0.067,0.038,0.12,0.038
