"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.288,0.269,0.304,0.333,0.339,0.231,0.209,0.378,0.244,0.288,0.68,0.116,0.304,0.726,0.769,0.069,0.205,0.096
"Cambiemos",0.495,0.458,0.526,0.33,0.409,0.633,0.692,0.406,0.497,0.526,0.151,0.704,0.449,0.163,0.107,0.876,0.65,0.255
"Liberales",0.176,0.223,0.137,0.278,0.21,0.106,0.071,0.169,0.208,0.155,0.127,0.166,0.182,0.066,0.097,0.052,0.105,0.636
"Izquierda",0.041,0.05,0.033,0.059,0.042,0.03,0.028,0.047,0.051,0.031,0.042,0.014,0.065,0.045,0.027,0.003,0.04,0.013
