"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.279,0.246,0.307,0.314,0.343,0.22,0.193,0.314,0.247,0.29,0.641,0.116,0.322,0.693,0.634,0.076,0.219,0.116
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.455,0.449,0.459,0.236,0.37,0.644,0.651,0.337,0.457,0.495,0.139,0.661,0.444,0.131,0.093,0.862,0.613,0.238
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.178,0.201,0.159,0.331,0.181,0.088,0.093,0.212,0.22,0.136,0.129,0.175,0.189,0.127,0.177,0.038,0.081,0.592
"Los candidatos a Jefe de Gobierno de la izquierda",0.034,0.042,0.028,0.053,0.038,0.024,0.018,0.034,0.042,0.029,0.038,0.012,0.022,0.015,0.02,0.003,0.038,0.008
"En blanco",0.054,0.062,0.047,0.066,0.068,0.024,0.045,0.103,0.034,0.05,0.053,0.036,0.023,0.034,0.076,0.021,0.049,0.046
