"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.231,0.221,0.239,0.213,0.291,0.188,0.191,0.252,0.182,0.259,0.591,0.094,0.173,0.628,0.604,0.045,0.169,0.062
"Juntos por el Cambio",0.421,0.376,0.458,0.225,0.342,0.584,0.619,0.328,0.434,0.445,0.145,0.62,0.349,0.204,0.079,0.849,0.562,0.091
"De los liberales libertarios",0.232,0.306,0.171,0.416,0.228,0.156,0.1,0.255,0.255,0.206,0.168,0.221,0.295,0.123,0.197,0.083,0.137,0.733
"De la Izquierda",0.048,0.04,0.054,0.052,0.073,0.027,0.022,0.052,0.058,0.039,0.04,0.02,0.045,0.015,0.076,0.011,0.044,0.032
"Hacemos por nuestro país",0.028,0.027,0.029,0.043,0.03,0.018,0.019,0.046,0.027,0.023,0.026,0.025,0.026,0.021,0.037,0,0.052,0.025
"Otro",0.018,0.015,0.021,0.02,0.017,0.012,0.024,0.036,0.014,0.015,0.02,0.005,0.074,0.006,0.007,0.005,0.014,0.03
"En blanco",0.022,0.015,0.028,0.031,0.019,0.015,0.025,0.031,0.03,0.013,0.01,0.015,0.038,0.003,0,0.007,0.022,0.027
