"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.249,0.218,0.274,0.228,0.327,0.223,0.165,0.266,0.215,0.268,0.685,0.087,0.18,0.715,0.647,0.036,0.196,0.073
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.399,0.35,0.44,0.168,0.331,0.559,0.624,0.287,0.395,0.442,0.111,0.612,0.264,0.108,0.141,0.872,0.494,0.059
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.246,0.334,0.175,0.466,0.241,0.135,0.114,0.286,0.287,0.203,0.133,0.246,0.326,0.117,0.107,0.065,0.175,0.838
"Los candidatos a presidente y vicepresidente de la izquierda",0.045,0.046,0.044,0.059,0.048,0.037,0.03,0.053,0.041,0.045,0.039,0.012,0.053,0.023,0.047,0.018,0.036,0.007
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.042,0.039,0.044,0.054,0.041,0.028,0.044,0.067,0.041,0.033,0.016,0.03,0.162,0.023,0.046,0.006,0.085,0.016
"En blanco",0.019,0.013,0.023,0.025,0.012,0.018,0.023,0.041,0.021,0.009,0.016,0.013,0.015,0.014,0.012,0.003,0.014,0.007
