"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.553,0.657,0.704,0.346
"P05","Realizo changas o trabajos de vez en cuando",0.099,0.097,0.068,0.21
"P05","No tengo trabajo",0.072,0.052,0.065,0.264
"P05","Soy jubilado o pensionado",0.276,0.194,0.163,0.18
"P06","1",0.327,0.393,0.145,0.381
"P06","2",0.077,0.033,0.038,0.22
"P06","3",0.123,0.049,0.033,0.105
"P06","4",0.102,0.065,0.049,0.044
"P06","5",0.177,0.223,0.167,0.158
"P06","6",0.043,0.049,0.073,0.024
"P06","7",0.043,0.051,0.211,0
"P06","8",0.046,0.048,0.09,0.024
"P06","9",0.062,0.089,0.194,0.044
"P07","1",0.089,0.173,0.412,0.255
"P07","2",0.038,0.032,0.09,0
"P07","3",0.018,0.024,0.108,0
"P07","4",0.026,0.038,0.066,0.22
"P07","5",0.152,0.264,0.116,0.292
"P07","6",0.062,0.062,0.028,0
"P07","7",0.166,0.08,0.066,0
"P07","8",0.147,0.043,0.013,0.041
"P07","9",0.302,0.284,0.101,0.192
"P08","1",0.236,0.319,0.678,0.5
"P08","2",0.035,0.022,0.052,0
"P08","3",0.044,0.044,0.055,0
"P08","4",0.024,0.025,0.02,0.044
"P08","5",0.167,0.18,0.056,0.07
"P08","6",0.047,0.016,0.007,0
"P08","7",0.066,0.07,0.015,0.044
"P08","8",0.064,0.033,0.019,0.017
"P08","9",0.317,0.291,0.098,0.325
"P10","Del Frente de Todos y el peronismo",0.055,0.136,0.678,0.044
"P10","De Cambiemos",0.686,0.519,0.115,0.47
"P10","De los Liberales libertarios",0.21,0.255,0.076,0.301
"P10","De la Izquierda",0.006,0.018,0.072,0.044
"P10","No sabe",0.043,0.072,0.059,0.141
"P11","A Alberto Fernández",0.306,0.248,0.082,0
"P11","A Sergio Massa",0.31,0.372,0.193,0
"P11","A algún candidato del peronismo",0.243,0.064,0.109,1
"P11","A algún candidato del kirchnerismo",0.141,0.316,0.616,0
"P12","A Alberto Fernández",0.103,0.186,0.031,0
"P12","A Sergio Massa",0.251,0.175,0.097,1
"P12","A algún candidato del peronismo",0.324,0.087,0.078,0
"P12","A Cristina Fernández de Kirchner",0.322,0.552,0.794,0
"P13","A Horacio Rodriguez Larreta",0.158,0.343,0.242,0.277
"P13","A Mauricio Macri",0.362,0.21,0.218,0.096
"P13","A Patricia Bullrich",0.442,0.359,0.313,0.327
"P13","A Facundo Manes",0.024,0.061,0.219,0.146
"P13","A Gerardo Morales",0.014,0.027,0.008,0.154
"P14","Del Frente de Todos y el peronismo",0.045,0.126,0.617,0.024
"P14","A Juntos por el Cambio",0.719,0.548,0.132,0.354
"P14","De los Liberales libertarios",0.18,0.215,0.098,0.377
"P14","De la Izquierda",0.015,0.047,0.114,0
"P14","No sabe",0.041,0.064,0.039,0.245
"P16","A Leandro Santoro",0.582,0.668,0.703,1
"P16","A Matias Lammens",0.363,0.268,0.113,0
"P16","A Mariano Recalde",0.055,0.064,0.184,0
"P17","A Soledad Acuña",0.038,0.071,0.042,0.213
"P17","A Jorge Macri",0.305,0.31,0.276,0.391
"P17","A Martín Lousteau",0.172,0.303,0.395,0.289
"P17","A Fernan Quirós",0.187,0.283,0.212,0
"P17","A Ricardo López Murphy",0.298,0.033,0.075,0.107
"P18","Lo votaría",0.246,0.283,0.087,0.265
"P18","Puede que lo vote",0.316,0.24,0.124,0.166
"P18","Nunca lo votaría",0.358,0.354,0.723,0.279
"P18","No sabe",0.08,0.123,0.066,0.29
"P19","Lo votaría",0.07,0.087,0.549,0.024
"P19","Puede que lo vote",0.071,0.168,0.149,0.044
"P19","Nunca lo votaría",0.791,0.61,0.26,0.293
"P19","No sabe",0.068,0.135,0.042,0.639
"P20","Lo votaría",0.13,0.09,0.07,0.035
"P20","Puede que lo vote",0.373,0.205,0.081,0.068
"P20","Nunca lo votaría",0.405,0.537,0.772,0.155
"P20","No sabe",0.092,0.168,0.077,0.742
"P21","Lo votaría",0.04,0.061,0.215,0.044
"P21","Puede que lo vote",0.068,0.101,0.348,0.068
"P21","Nunca lo votaría",0.825,0.669,0.357,0.589
"P21","No sabe",0.067,0.169,0.08,0.299
"P22","Lo votaría",0.317,0.274,0.103,0.276
"P22","Puede que lo vote",0.357,0.239,0.158,0.068
"P22","Nunca lo votaría",0.265,0.319,0.676,0.313
"P22","No sabe",0.061,0.168,0.063,0.343
"P23","Lo votaría",0.439,0.288,0.066,0.154
"P23","Puede que lo vote",0.349,0.223,0.071,0.024
"P23","Nunca lo votaría",0.169,0.383,0.828,0.577
"P23","No sabe",0.043,0.106,0.035,0.245
"P24","Lo votaría",0.328,0.263,0.057,0.304
"P24","Puede que lo vote",0.322,0.261,0.068,0.105
"P24","Nunca lo votaría",0.314,0.419,0.856,0.314
"P24","No sabe",0.036,0.057,0.019,0.277
"P25","Lo votaría",0.525,0.079,0.036,0.061
"P25","Puede que lo vote",0.351,0.247,0.065,0.044
"P25","Nunca lo votaría",0.092,0.535,0.885,0.401
"P25","No sabe",0.032,0.139,0.014,0.494
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.276,0.213,0.03,0.105
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.344,0.078,0.031,0.105
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.033,0.051,0.016,0.131
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.092,0.096,0.051,0.066
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.107,0.193,0.046,0.044
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.021,0.092,0.528,0.191
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.018,0.082,0.176,0.044
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.108,0.178,0.042,0.314
"P26","A los candidatos de la izquierda",0.001,0.017,0.08,0
"P26","No sabe",0,0,0,0
