"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P22","Nunca lo votaría",0.454,0.481,0.386,0.331
"P22","No sabe",0.106,0.226,0.265,0.118
"P23","Lo votaría",0.183,0.218,0.227,0.36
"P23","Puede que lo vote",0.21,0.161,0.163,0.224
"P23","Nunca lo votaría",0.536,0.493,0.498,0.357
"P23","No sabe",0.071,0.128,0.112,0.059
"P24","Lo votaría",0.159,0.176,0.203,0.253
"P24","Puede que lo vote",0.176,0.17,0.193,0.266
"P24","Nunca lo votaría",0.614,0.531,0.476,0.411
"P24","No sabe",0.051,0.123,0.128,0.07
"P25","Lo votaría",0.201,0.133,0.194,0.258
"P25","Puede que lo vote",0.193,0.237,0.197,0.261
"P25","Nunca lo votaría",0.548,0.439,0.416,0.402
"P25","No sabe",0.058,0.191,0.193,0.079
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.11,0.134,0.145,0.258
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.137,0.073,0.103,0.156
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.023,0.045,0.043,0.03
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.055,0.047,0.04,0.065
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.091,0.092,0.08,0.129
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.214,0.172,0.169,0.161
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.095,0.108,0.068,0.064
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.104,0.131,0.161,0.038
"P26","A los candidatos de la izquierda",0.042,0.028,0.044,0.019
"P26","No sabe",0.129,0.17,0.147,0.08
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.111,0.17,0.129,0.246
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.143,0.105,0.165,0.175
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.016,0.049,0.032,0.032
"P27","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.058,0.051,0.042,0.065
"P27","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.087,0.086,0.059,0.118
"P27","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.191,0.121,0.159,0.159
"P27","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.089,0.093,0.066,0.054
"P27","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.102,0.137,0.139,0.038
"P27","A los candidatos de la izquierda",0.063,0.025,0.047,0.022
"P27","No sabe",0.14,0.163,0.162,0.091
"P28","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.162,0.205,0.171,0.299
"P28","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.051,0.051,0.058,0.077
"P28","A Martín Lousteau como Jefe de Gobierno",0.149,0.133,0.138,0.17
"P28","A Ricardo López Murphy como Jefe de Gobierno",0.099,0.112,0.133,0.122
"P28","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.267,0.229,0.208,0.2
"P28","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.069,0.057,0.04,0.034
"P28","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.106,0.129,0.133,0.046
"P28","A los candidatos de izquierda",0.06,0.05,0.075,0.021
"P28","No sabe",0.037,0.034,0.044,0.031
"P29","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.155,0.192,0.216,0.292
"P29","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.089,0.095,0.089,0.109
"P29","A Martín Lousteau como Jefe de Gobierno",0.116,0.164,0.079,0.142
"P29","A Ricardo López Murphy como Jefe de Gobierno",0.142,0.112,0.104,0.102
"P29","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.199,0.124,0.156,0.159
"P29","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.082,0.079,0.118,0.079
"P29","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.11,0.125,0.111,0.047
"P29","A los candidatos de izquierda",0.06,0.06,0.108,0.026
"P29","No sabe",0.047,0.049,0.019,0.044
"P30","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.09,0.129,0.11,0.157
"P30","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.224,0.221,0.258,0.335
"P30","A Martín Lousteau como Jefe de Gobierno",0.13,0.127,0.097,0.161
"P30","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.233,0.22,0.196,0.189
"P30","Sergio Massa presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.09,0.057,0.059,0.039
"P30","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.112,0.143,0.081,0.056
"P30","A los candidatos de la izquierda",0.063,0.021,0.077,0.023
"P30","No sabe",0.058,0.082,0.122,0.04
"P31","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.08,0.142,0.085,0.173
"P31","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.245,0.243,0.272,0.355
"P31","A Martín Lousteau como Jefe de Gobierno",0.116,0.109,0.1,0.144
"P31","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.234,0.205,0.185,0.182
"P31","Alberto Fernández presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.087,0.082,0.075,0.046
"P31","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.113,0.137,0.078,0.048
"P31","A los candidatos de la izquierda",0.067,0.017,0.099,0.019
"P31","No sabe",0.058,0.065,0.106,0.033
"P32","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.376,0.429,0.457,0.618
"P32","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.323,0.271,0.259,0.239
"P32","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.171,0.164,0.1,0.06
"P32","A los candidatos de la izquierda",0.055,0.024,0.111,0.021
"P32","No sabe",0.075,0.112,0.073,0.062
"P33","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.374,0.442,0.453,0.605
"P33","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.306,0.24,0.285,0.23
"P33","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.17,0.201,0.117,0.057
"P33","A los candidatos de la izquierda",0.067,0.019,0.082,0.028
"P33","No sabe",0.083,0.098,0.063,0.08
"P34","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.312,0.381,0.424,0.518
"P34","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.331,0.231,0.276,0.232
"P34","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.219,0.206,0.145,0.111
"P34","A los candidatos de la izquierda",0.049,0.018,0.057,0.018
"P34","No sabe",0.089,0.164,0.098,0.121
"P35","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.308,0.41,0.362,0.525
"P35","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.321,0.211,0.248,0.227
"P35","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.224,0.243,0.156,0.121
"P35","A los candidatos de la izquierda",0.061,0.025,0.096,0.025
"P35","No sabe",0.086,0.111,0.138,0.102
"P36","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.321,0.425,0.384,0.556
"P36","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.338,0.206,0.272,0.22
"P36","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.222,0.229,0.152,0.119
"P36","A los candidatos de la izquierda",0.047,0.028,0.091,0.02
"P36","No sabe",0.072,0.112,0.101,0.085
"P37","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.342,0.397,0.371,0.564
"P37","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.32,0.207,0.297,0.226
"P37","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.223,0.231,0.141,0.104
"P37","A los candidatos de la izquierda",0.047,0.028,0.065,0.018
"P37","No sabe",0.068,0.137,0.126,0.088
"P38","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.326,0.418,0.377,0.533
"P38","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.322,0.186,0.299,0.228
"P38","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.221,0.273,0.184,0.117
"P38","A los candidatos de la izquierda",0.055,0.029,0.06,0.016
"P38","No sabe",0.076,0.094,0.08,0.106
"P40","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.32,0.365,0.335,0.523
"P40","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.308,0.206,0.344,0.248
"P40","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.229,0.279,0.159,0.106
"P40","A los candidatos de la izquierda",0.06,0.039,0.062,0.016
"P40","No sabe",0.083,0.111,0.1,0.107
"P42","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.332,0.383,0.351,0.532
"P42","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.31,0.212,0.322,0.249
"P42","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.234,0.298,0.206,0.102
"P42","A los candidatos de la izquierda",0.043,0.023,0.056,0.011
"P42","No sabe",0.081,0.084,0.065,0.106
"P44","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.324,0.389,0.35,0.53
"P44","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.301,0.207,0.302,0.237
"P44","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.239,0.265,0.181,0.117
"P44","A los candidatos de la izquierda",0.048,0.058,0.068,0.014
"P44","No sabe",0.088,0.081,0.099,0.102
"P46","Jorge Macri por Juntos por el Cambio",0.48,0.551,0.54,0.683
"P46","Leandro Santoro por el Frente de Todos",0.358,0.23,0.29,0.249
"P46","No sabe",0.162,0.219,0.17,0.068
"P47","Soledad Acuña por Juntos por el Cambio",0.42,0.496,0.488,0.558
"P47","Leandro Santoro por el Frente de Todos",0.376,0.225,0.247,0.25
"P47","No sabe",0.204,0.279,0.265,0.192
"P48","Fernán Quirós por Juntos por el Cambio",0.477,0.545,0.478,0.639
"P48","Leandro Santoro por el Frente de Todos",0.353,0.221,0.293,0.249
"P48","No sabe",0.17,0.234,0.229,0.112
"P49","Martín Lousteau por Juntos por el Cambio",0.46,0.523,0.414,0.591
"P49","Leandro Santoro por el Frente de Todos",0.352,0.236,0.271,0.25
"P49","No sabe",0.188,0.241,0.315,0.159
"P50","María Eugenia Vidal por Juntos por el Cambio",0.427,0.545,0.446,0.616
"P50","Leandro Santoro por el Frente de Todos",0.371,0.243,0.298,0.244
"P50","No sabe",0.202,0.212,0.256,0.14
"P51","Muy buena",0.202,0.263,0.233,0.26
"P51","Buena",0.253,0.201,0.254,0.365
"P51","Ni buena ni mala",0.163,0.228,0.215,0.107
"P51","Mala",0.156,0.103,0.204,0.119
"P51","Muy mala",0.218,0.205,0.094,0.13
"P51","No sabe",0.008,0,0,0.019
"P52","Muy buena",0.171,0.295,0.274,0.342
"P52","Buena",0.178,0.234,0.212,0.266
"P52","Ni buena ni mala",0.241,0.171,0.086,0.16
"P52","Mala",0.137,0.12,0.223,0.099
"P52","Muy mala",0.25,0.134,0.188,0.107
"P52","No sabe",0.023,0.046,0.017,0.026
"P53","Muy buena",0.231,0.141,0.218,0.197
"P53","Buena",0.126,0.047,0.072,0.112
"P53","Ni buena ni mala",0.162,0.164,0.153,0.236
"P53","Mala",0.178,0.219,0.217,0.236
"P53","Muy mala",0.282,0.334,0.283,0.159
"P53","No sabe",0.021,0.095,0.057,0.06
"P54","Muy buena",0.158,0.272,0.252,0.302
"P54","Buena",0.193,0.171,0.168,0.253
"P54","Ni buena ni mala",0.149,0.154,0.135,0.133
"P54","Mala",0.142,0.079,0.118,0.108
"P54","Muy mala",0.354,0.297,0.318,0.201
"P54","No sabe",0.004,0.027,0.009,0.003
"P55","Muy buena",0.106,0.187,0.22,0.213
"P55","Buena",0.201,0.179,0.212,0.235
"P55","Ni buena ni mala",0.208,0.236,0.15,0.22
"P55","Mala",0.12,0.086,0.085,0.074
"P55","Muy mala",0.332,0.216,0.256,0.201
"P55","No sabe",0.033,0.096,0.077,0.057
"P56","Muy buena",0.155,0.19,0.179,0.215
"P56","Buena",0.159,0.157,0.125,0.28
"P56","Ni buena ni mala",0.203,0.237,0.183,0.212
"P56","Mala",0.225,0.141,0.223,0.15
"P56","Muy mala",0.248,0.242,0.245,0.131
"P56","No sabe",0.01,0.033,0.045,0.012
"P57","Muy buena",0.106,0.075,0.125,0.072
"P57","Buena",0.153,0.066,0.156,0.159
"P57","Ni buena ni mala",0.209,0.191,0.118,0.26
"P57","Mala",0.203,0.227,0.277,0.228
"P57","Muy mala",0.303,0.391,0.255,0.215
"P57","No sabe",0.026,0.05,0.069,0.066
"P58","Muy buena",0.264,0.29,0.311,0.346
"P58","Buena",0.153,0.227,0.175,0.237
"P58","Ni buena ni mala",0.177,0.181,0.126,0.147
"P58","Mala",0.084,0.052,0.07,0.064
"P58","Muy mala",0.314,0.215,0.261,0.194
"P58","No sabe",0.008,0.035,0.057,0.012
"P59","Muy buena",0.291,0.317,0.388,0.491
"P59","Buena",0.19,0.167,0.158,0.204
"P59","Ni buena ni mala",0.232,0.212,0.134,0.178
"P59","Mala",0.109,0.118,0.052,0.051
"P59","Muy mala",0.157,0.125,0.195,0.053
"P59","No sabe",0.021,0.061,0.073,0.023
"P60","Muy buena",0.152,0.041,0.112,0.137
"P60","Buena",0.123,0.103,0.166,0.109
"P60","Ni buena ni mala",0.15,0.184,0.154,0.167
"P60","Mala",0.161,0.214,0.181,0.214
"P60","Muy mala",0.352,0.368,0.311,0.312
"P60","No sabe",0.062,0.09,0.076,0.061
"P61","Muy buena",0.066,0.052,0.088,0.062
"P61","Buena",0.054,0.047,0.039,0.048
"P61","Ni buena ni mala",0.242,0.137,0.188,0.226
"P61","Mala",0.114,0.103,0.165,0.145
"P61","Muy mala",0.255,0.38,0.241,0.172
"P61","No sabe",0.269,0.281,0.279,0.347
"P62","Muy buena",0.05,0.06,0.1,0.04
"P62","Buena",0.155,0.058,0.129,0.137
"P62","Ni buena ni mala",0.13,0.098,0.156,0.072
"P62","Mala",0.113,0.099,0.185,0.148
"P62","Muy mala",0.533,0.649,0.43,0.572
"P62","No sabe",0.019,0.036,0,0.031
"P63","Muy buena",0.05,0.022,0.083,0.037
"P63","Buena",0.15,0.064,0.118,0.11
"P63","Ni buena ni mala",0.119,0.131,0.089,0.095
"P63","Mala",0.123,0.093,0.222,0.14
"P63","Muy mala",0.553,0.69,0.473,0.612
"P63","No sabe",0.005,0,0.015,0.006
"P64","Muy buena",0.254,0.114,0.258,0.206
"P64","Buena",0.068,0.091,0.044,0.028
"P64","Ni buena ni mala",0.032,0.059,0.043,0.018
"P64","Mala",0.071,0.041,0.132,0.059
"P64","Muy mala",0.572,0.689,0.519,0.683
"P64","No sabe",0.003,0.006,0.004,0.006
"P65","Muy buena",0.219,0.324,0.315,0.333
"P65","Buena",0.168,0.17,0.164,0.222
"P65","Ni buena ni mala",0.113,0.121,0.067,0.131
"P65","Mala",0.105,0.126,0.12,0.042
"P65","Muy mala",0.393,0.259,0.334,0.269
"P65","No sabe",0.002,0,0,0.003
"P66","Muy buena",0.124,0.175,0.211,0.213
"P66","Buena",0.19,0.231,0.184,0.316
"P66","Ni buena ni mala",0.138,0.198,0.22,0.169
"P66","Mala",0.165,0.121,0.092,0.103
"P66","Muy mala",0.381,0.268,0.293,0.198
"P66","No sabe",0.002,0.007,0,0.001
"P67","Muy buena",0.069,0.041,0.055,0.059
"P67","Buena",0.19,0.108,0.068,0.135
"P67","Ni buena ni mala",0.122,0.155,0.18,0.102
"P67","Mala",0.169,0.123,0.169,0.203
"P67","Muy mala",0.446,0.565,0.481,0.491
"P67","No sabe",0.004,0.008,0.047,0.01
"P68","Muy buena",0.304,0.447,0.425,0.478
"P68","Buena",0.167,0.187,0.088,0.175
"P68","Ni buena ni mala",0.095,0.078,0.056,0.043
"P68","Mala",0.063,0.064,0.073,0.036
"P68","Muy mala",0.367,0.221,0.32,0.26
"P68","No sabe",0.004,0.003,0.038,0.008
"P69","Muy buena",0.171,0.178,0.234,0.087
"P69","Buena",0.108,0.192,0.159,0.113
"P69","Ni buena ni mala",0.17,0.264,0.15,0.325
"P69","Mala",0.123,0.099,0.119,0.152
"P69","Muy mala",0.423,0.225,0.338,0.28
"P69","No sabe",0.005,0.042,0,0.043
"P70","Muy buena",0.067,0.08,0.117,0.067
"P70","Buena",0.126,0.095,0.124,0.175
"P70","Ni buena ni mala",0.34,0.367,0.262,0.424
"P70","Mala",0.185,0.12,0.147,0.203
"P70","Muy mala",0.26,0.228,0.259,0.092
"P70","No sabe",0.022,0.11,0.091,0.039
"P71","Siempre",0.302,0.331,0.323,0.334
"P71","Casi siempre",0.398,0.424,0.384,0.496
"P71","Casi nunca",0.201,0.202,0.185,0.112
"P71","Nunca, pero esta es una excepción",0.099,0.043,0.108,0.058
"P72","Si",0.586,0.607,0.501,0.573
"P72","No",0.414,0.393,0.499,0.427
