"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Tengo trabajo estable",0.599,0.553,0.669,0.392
"P05","Realizo changas o trabajos de vez en cuando",0.077,0.131,0.104,0.251
"P05","No tengo trabajo",0.083,0.081,0.073,0.188
"P05","Soy jubilado o pensionado",0.241,0.235,0.154,0.169
"P06","1",0.354,0.383,0.193,0.287
"P06","2",0.081,0.068,0.05,0.111
"P06","3",0.133,0.11,0.025,0.048
"P06","4",0.097,0.094,0.049,0.077
"P06","5",0.155,0.205,0.181,0.236
"P06","6",0.036,0.036,0.08,0.034
"P06","7",0.049,0.037,0.148,0.06
"P06","8",0.03,0.025,0.091,0.026
"P06","9",0.065,0.042,0.183,0.121
"P07","1",0.105,0.148,0.369,0.181
"P07","2",0.022,0.035,0.079,0.059
"P07","3",0.017,0.034,0.082,0.016
"P07","4",0.024,0.043,0.059,0.061
"P07","5",0.134,0.169,0.175,0.25
"P07","6",0.066,0.069,0.03,0.104
"P07","7",0.157,0.107,0.052,0.062
"P07","8",0.141,0.1,0.037,0.063
"P07","9",0.334,0.295,0.117,0.204
"P08","1",0.243,0.219,0.641,0.374
"P08","2",0.036,0.04,0.042,0.032
"P08","3",0.064,0.042,0.027,0.048
"P08","4",0.036,0.035,0.023,0.026
"P08","5",0.153,0.167,0.073,0.107
"P08","6",0.044,0.046,0.008,0.031
"P08","7",0.056,0.053,0.021,0.043
"P08","8",0.075,0.049,0.011,0.02
"P08","9",0.293,0.349,0.154,0.319
"P10","Del Frente de Todos y el peronismo",0.048,0.054,0.538,0.129
"P10","De Cambiemos",0.661,0.623,0.16,0.328
"P10","De los Liberales libertarios",0.23,0.232,0.1,0.209
"P10","De la Izquierda",0.011,0.003,0.08,0.017
"P10","No sabe",0.05,0.088,0.122,0.317
"P11","A Alberto Fernández",0.25,0.331,0.095,0.397
"P11","A Sergio Massa",0.333,0.235,0.208,0.119
"P11","A algún candidato del peronismo",0.334,0.401,0.116,0.225
"P11","A algún candidato del kirchnerismo",0.083,0.033,0.581,0.259
"P12","A Alberto Fernández",0.219,0.294,0.049,0.365
"P12","A Sergio Massa",0.123,0.342,0.115,0.041
"P12","A algún candidato del peronismo",0.434,0.319,0.075,0.228
"P12","A Cristina Fernández de Kirchner",0.224,0.045,0.761,0.366
"P13","A Horacio Rodriguez Larreta",0.141,0.273,0.312,0.426
"P13","A Mauricio Macri",0.399,0.297,0.206,0.247
"P13","A Patricia Bullrich",0.426,0.371,0.315,0.264
"P13","A Facundo Manes",0.013,0.031,0.122,0.033
"P13","A Gerardo Morales",0.021,0.028,0.045,0.03
"P14","Del Frente de Todos y el peronismo",0.021,0.044,0.504,0.115
"P14","A Juntos por el Cambio",0.701,0.652,0.178,0.334
"P14","De los Liberales libertarios",0.226,0.215,0.092,0.172
"P14","De la Izquierda",0.017,0.005,0.118,0.03
"P14","No sabe",0.035,0.084,0.108,0.349
"P16","A Leandro Santoro",0.525,0.562,0.63,0.482
"P16","A Matias Lammens",0.475,0.285,0.163,0.303
"P16","A Mariano Recalde",0,0.153,0.207,0.215
"P17","A Soledad Acuña",0.036,0.043,0.048,0.073
"P17","A Jorge Macri",0.251,0.348,0.263,0.326
"P17","A Martín Lousteau",0.16,0.255,0.368,0.306
"P17","A Fernan Quirós",0.134,0.268,0.265,0.264
"P17","A Ricardo López Murphy",0.419,0.086,0.056,0.031
"P18","Lo votaría",0.27,0.251,0.126,0.167
"P18","Puede que lo vote",0.284,0.34,0.137,0.214
"P18","Nunca lo votaría",0.367,0.334,0.649,0.158
"P18","No sabe",0.079,0.075,0.088,0.461
"P19","Lo votaría",0.08,0.06,0.419,0.05
"P19","Puede que lo vote",0.072,0.143,0.17,0.134
"P19","Nunca lo votaría",0.757,0.711,0.349,0.26
"P19","No sabe",0.091,0.086,0.062,0.556
"P20","Lo votaría",0.181,0.095,0.059,0.044
"P20","Puede que lo vote",0.317,0.364,0.089,0.146
"P20","Nunca lo votaría",0.383,0.421,0.766,0.259
"P20","No sabe",0.119,0.12,0.086,0.551
"P21","Lo votaría",0.055,0.025,0.162,0.043
"P21","Puede que lo vote",0.065,0.147,0.307,0.041
"P21","Nunca lo votaría",0.795,0.725,0.454,0.302
"P21","No sabe",0.085,0.103,0.077,0.614
"P22","Lo votaría",0.33,0.273,0.084,0.156
"P22","Puede que lo vote",0.334,0.374,0.194,0.13
"P22","Nunca lo votaría",0.253,0.273,0.623,0.126
"P22","No sabe",0.083,0.08,0.099,0.588
"P23","Lo votaría",0.454,0.357,0.085,0.168
"P23","Puede que lo vote",0.334,0.374,0.09,0.126
"P23","Nunca lo votaría",0.167,0.219,0.787,0.266
"P23","No sabe",0.045,0.05,0.038,0.44
"P24","Lo votaría",0.445,0.24,0.059,0.145
"P24","Puede que lo vote",0.253,0.445,0.071,0.16
"P24","Nunca lo votaría",0.266,0.28,0.851,0.186
"P24","No sabe",0.036,0.035,0.019,0.509
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.217,0.269,0.064,0.121
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.377,0.172,0.024,0.041
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.03,0.034,0.025,0.034
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.056,0.081,0.037,0.086
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.087,0.157,0.071,0.127
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.018,0.024,0.364,0.073
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.009,0.026,0.15,0.076
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.106,0.143,0.073,0.135
"P26","A los candidatos de la izquierda",0.001,0.001,0.068,0.022
"P26","No sabe",0.099,0.093,0.124,0.285
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.194,0.263,0.073,0.135
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.443,0.164,0.026,0.041
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.034,0.026,0.019,0.028
"P27","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.047,0.106,0.039,0.06
"P27","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.08,0.134,0.069,0.136
"P27","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.018,0.024,0.331,0.051
"P27","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.005,0.012,0.144,0.09
"P27","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.09,0.139,0.066,0.174
"P27","A los candidatos de la izquierda",0.002,0.005,0.095,0.017
"P27","No sabe",0.087,0.127,0.138,0.268
"P28","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.318,0.321,0.088,0.176
"P28","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.073,0.084,0.036,0.082
"P28","A Martín Lousteau como Jefe de Gobierno",0.126,0.243,0.112,0.219
"P28","A Ricardo López Murphy como Jefe de Gobierno",0.33,0.11,0.019,0.017
"P28","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.015,0.03,0.46,0.129
"P28","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.013,0.01,0.101,0.045
"P28","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.081,0.151,0.068,0.189
"P28","A los candidatos de izquierda",0.033,0.029,0.07,0.052
"P28","No sabe",0.011,0.022,0.046,0.091
