"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P05","Tengo trabajo estable",0.486,0.757,0.639,0.642
"P05","Realizo changas o trabajos de vez en cuando",0.208,0.094,0.125,0.097
"P05","No tengo trabajo",0.166,0.025,0.086,0.057
"P05","Soy jubilado o pensionado",0.14,0.124,0.15,0.204
"P06","1",0.339,0.181,0.15,0.091
"P06","2",0.062,0.071,0.062,0.042
"P06","3",0.023,0.013,0.032,0.011
"P06","4",0.046,0.05,0.098,0.029
"P06","5",0.093,0.15,0.188,0.142
"P06","6",0.061,0.131,0.067,0.077
"P06","7",0.099,0.136,0.274,0.214
"P06","8",0.105,0.12,0.052,0.121
"P06","9",0.172,0.148,0.077,0.273
"P07","1",0.521,0.345,0.322,0.531
"P07","2",0.107,0.081,0.037,0.098
"P07","3",0.083,0.077,0.082,0.113
"P07","4",0.043,0.07,0.086,0.053
"P07","5",0.076,0.161,0.163,0.091
"P07","6",0.037,0.05,0.058,0.014
"P07","7",0.033,0.051,0.102,0.021
"P07","8",0.013,0.057,0.053,0.021
"P07","9",0.087,0.108,0.097,0.058
"P08","1",0.582,0.675,0.562,0.809
"P08","2",0.047,0.037,0.061,0.039
"P08","3",0.04,0.019,0.027,0.033
"P08","4",0.015,0.007,0.017,0.012
"P08","5",0.066,0.086,0.065,0.042
"P08","6",0.011,0.008,0.041,0.002
"P08","7",0.007,0.009,0.017,0.007
"P08","8",0.02,0.004,0.019,0.01
"P08","9",0.212,0.155,0.191,0.046
"P12","A Alberto Fernández",0.564,0.03,0.022,0.014
"P12","A Sergio Massa",0.089,0.49,0.068,0.009
"P12","A algún candidato del peronismo",0.063,0.043,0.571,0.014
"P12","A Cristina Fernández de Kirchner",0.284,0.437,0.339,0.963
"P16","A Leandro Santoro",0.475,0.667,0.633,0.635
"P16","A Matias Lammens",0.384,0.211,0.18,0.113
"P16","A Mariano Recalde",0.141,0.122,0.187,0.252
"P18","Lo votaría",0.157,0.121,0.1,0.046
"P18","Puede que lo vote",0.152,0.207,0.206,0.054
"P18","Nunca lo votaría",0.502,0.551,0.573,0.833
"P18","No sabe",0.189,0.121,0.121,0.067
"P19","Lo votaría",0.466,0.583,0.481,0.739
"P19","Puede que lo vote",0.203,0.173,0.176,0.128
"P19","Nunca lo votaría",0.191,0.174,0.257,0.102
"P19","No sabe",0.14,0.07,0.086,0.031
"P20","Lo votaría",0.154,0.126,0.066,0.054
"P20","Puede que lo vote",0.139,0.073,0.113,0.037
"P20","Nunca lo votaría",0.549,0.684,0.694,0.849
"P20","No sabe",0.158,0.117,0.127,0.06
"P21","Lo votaría",0.287,0.251,0.22,0.233
"P21","Puede que lo vote",0.307,0.322,0.32,0.498
"P21","Nunca lo votaría",0.22,0.303,0.348,0.208
"P21","No sabe",0.186,0.124,0.112,0.061
"P22","Lo votaría",0.132,0.136,0.074,0.025
"P22","Puede que lo vote",0.261,0.3,0.23,0.103
"P22","Nunca lo votaría",0.382,0.488,0.57,0.766
"P22","No sabe",0.225,0.076,0.126,0.106
"P23","Lo votaría",0.129,0.05,0.081,0.012
"P23","Puede que lo vote",0.07,0.121,0.099,0.01
"P23","Nunca lo votaría",0.667,0.809,0.759,0.966
"P23","No sabe",0.134,0.02,0.061,0.012
"P24","Lo votaría",0.117,0.012,0.065,0.003
"P24","Puede que lo vote",0.053,0.073,0.124,0.005
"P24","Nunca lo votaría",0.725,0.902,0.777,0.98
"P24","No sabe",0.105,0.013,0.034,0.012
"P25","Lo votaría",0.069,0.052,0.08,0.005
"P25","Puede que lo vote",0.106,0.043,0.111,0.002
"P25","Nunca lo votaría",0.706,0.885,0.75,0.975
"P25","No sabe",0.119,0.02,0.059,0.018
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.093,0.023,0.052,0.009
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.025,0.011,0.052,0
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.01,0.009,0.022,0.006
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.021,0.015,0.053,0.013
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.032,0.043,0.041,0.017
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.371,0.477,0.427,0.652
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.271,0.265,0.251,0.208
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.039,0.003,0.003,0.003
"P26","A los candidatos de la izquierda",0.016,0.002,0.021,0.017
"P26","No sabe",0.122,0.152,0.078,0.075
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.043,0.034,0.056,0.001
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.005,0.01,0.052,0
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.022,0.009,0.009,0.003
"P27","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.016,0.016,0.037,0.022
"P27","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.026,0.046,0.047,0.005
"P27","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.431,0.419,0.384,0.598
"P27","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.256,0.215,0.216,0.213
"P27","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.004,0.016,0,0.005
"P27","A los candidatos de la izquierda",0.019,0.017,0.028,0.058
"P27","No sabe",0.178,0.218,0.171,0.095
"P28","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.109,0.072,0.087,0
"P28","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.005,0.007,0.028,0
"P28","A Martín Lousteau como Jefe de Gobierno",0.059,0.071,0.136,0.007
"P28","A Ricardo López Murphy como Jefe de Gobierno",0.077,0.016,0.009,0.015
"P28","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.503,0.633,0.476,0.81
"P28","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.21,0.156,0.224,0.121
"P28","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.013,0.02,0.012,0.004
"P28","A los candidatos de izquierda",0.009,0.003,0.007,0.019
"P28","No sabe",0.015,0.022,0.021,0.024
"P29","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.078,0.059,0.088,0
"P29","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.051,0.031,0.048,0.007
"P29","A Martín Lousteau como Jefe de Gobierno",0.027,0.08,0.045,0.006
"P29","A Ricardo López Murphy como Jefe de Gobierno",0.168,0.145,0.124,0.234
"P29","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.385,0.465,0.419,0.562
"P29","Alberto Fernández presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.232,0.149,0.188,0.093
"P29","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertario",0.019,0.009,0.006,0.005
"P29","A los candidatos de izquierda",0.01,0.027,0.031,0.041
"P29","No sabe",0.03,0.035,0.051,0.052
"P30","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.1,0.033,0.04,0.005
"P30","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.014,0.039,0.111,0
"P30","A Martín Lousteau como Jefe de Gobierno",0.028,0.058,0.052,0.01
"P30","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.411,0.57,0.525,0.732
"P30","Sergio Massa presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.269,0.191,0.224,0.143
"P30","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.052,0.028,0.026,0.015
"P30","A los candidatos de la izquierda",0.074,0.013,0.013,0.031
"P30","No sabe",0.052,0.068,0.009,0.064
"P31","Horacio Rodríguez Larreta presidente - Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.118,0.029,0.039,0.003
