"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P31","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.006,0.033,0.084,0.002
"P31","A Martín Lousteau como Jefe de Gobierno",0.057,0.074,0.045,0.007
"P31","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.474,0.574,0.488,0.734
"P31","Alberto Fernández presidente – Matias Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.255,0.168,0.293,0.148
"P31","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.053,0.026,0.005,0.012
"P31","A los candidatos de la izquierda",0.016,0.036,0.018,0.055
"P31","No sabe",0.021,0.06,0.028,0.039
"P32","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.091,0.108,0.189,0.003
"P32","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.69,0.825,0.709,0.921
"P32","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.033,0.038,0.01
"P32","A los candidatos de la izquierda",0.1,0.005,0.021,0.043
"P32","No sabe",0.119,0.029,0.043,0.023
"P33","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Mauricio Macri y la UCR",0.121,0.109,0.179,0.004
"P33","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.767,0.768,0.699,0.881
"P33","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.065,0.026,0.042,0.016
"P33","A los candidatos de la izquierda",0.014,0.028,0.034,0.062
"P33","No sabe",0.033,0.069,0.046,0.037
"P34","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.167,0.071,0.14,0
"P34","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.787,0.834,0.769,0.937
"P34","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.026,0.041,0.009
"P34","A los candidatos de la izquierda",0.015,0.008,0.017,0.04
"P34","No sabe",0.031,0.061,0.033,0.014
"P35","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.082,0.083,0.149,0.007
"P35","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.807,0.798,0.779,0.894
"P35","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.01,0.032,0.041,0.013
"P35","A los candidatos de la izquierda",0.08,0.015,0.005,0.064
"P35","No sabe",0.021,0.072,0.026,0.022
"P36","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.12,0.099,0.163,0.002
"P36","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.777,0.862,0.765,0.935
"P36","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.011,0.022,0.04,0.01
"P36","A los candidatos de la izquierda",0.092,0.006,0,0.047
"P36","No sabe",0,0.011,0.032,0.006
"P37","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.173,0.1,0.141,0.005
"P37","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.827,0.836,0.756,0.92
"P37","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.021,0.066,0.008
"P37","A los candidatos de la izquierda",0,0.025,0.011,0.05
"P37","No sabe",0,0.018,0.026,0.017
"P38","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.145,0.178,0.17,0.061
"P38","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.777,0.766,0.699,0.874
"P38","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.015,0.021,0.047,0.007
"P38","A los candidatos de la izquierda",0.029,0.011,0.02,0.044
"P38","No sabe",0.034,0.024,0.064,0.014
"P40","Horacio Rodríguez Larreta presidente – Jorge Macri Jefe de Gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.184,0.14,0.161,0.145
"P40","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.783,0.786,0.696,0.771
"P40","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.015,0.056,0.003
"P40","A los candidatos de la izquierda",0.009,0.014,0.021,0.063
"P40","No sabe",0.024,0.045,0.066,0.018
"P42","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.204,0.16,0.197,0.097
"P42","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.796,0.784,0.679,0.861
"P42","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0,0.03,0.074,0.003
"P42","A los candidatos de la izquierda",0,0,0.008,0.021
"P42","No sabe",0,0.026,0.042,0.018
"P44","Horacio Rodríguez Larreta presidente – María Eugenia Vidal jefa de gobierno por Juntos por el Cambio con el apoyo de Patricia Bullrich, Mauricio Macri y la UCR",0.124,0.173,0.211,0.101
"P44","Alberto Fernández presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Sergio Massa",0.794,0.733,0.682,0.811
"P44","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.049,0.017,0.06,0.003
"P44","A los candidatos de la izquierda",0,0.016,0.025,0.063
"P44","No sabe",0.033,0.061,0.022,0.022
"P46","Jorge Macri por Juntos por el Cambio",0.099,0.102,0.187,0.003
"P46","Leandro Santoro por el Frente de Todos",0.82,0.838,0.699,0.991
"P46","No sabe",0.081,0.06,0.114,0.006
"P47","Soledad Acuña por Juntos por el Cambio",0.189,0.089,0.143,0
"P47","Leandro Santoro por el Frente de Todos",0.747,0.857,0.707,0.997
"P47","No sabe",0.064,0.054,0.15,0.003
"P48","Fernán Quirós por Juntos por el Cambio",0.164,0.139,0.18,0.003
"P48","Leandro Santoro por el Frente de Todos",0.76,0.797,0.739,0.992
"P48","No sabe",0.076,0.064,0.081,0.005
"P49","Martín Lousteau por Juntos por el Cambio",0.21,0.134,0.191,0.004
"P49","Leandro Santoro por el Frente de Todos",0.725,0.806,0.734,0.989
"P49","No sabe",0.065,0.06,0.075,0.007
"P50","María Eugenia Vidal por Juntos por el Cambio",0.106,0.099,0.16,0
"P50","Leandro Santoro por el Frente de Todos",0.821,0.856,0.754,0.995
"P50","No sabe",0.073,0.045,0.086,0.005
"P51","Muy buena",0.172,0.104,0.205,0.056
"P51","Buena",0.137,0.131,0.142,0.038
"P51","Ni buena ni mala",0.17,0.176,0.171,0.051
"P51","Mala",0.192,0.259,0.228,0.286
"P51","Muy mala",0.329,0.33,0.213,0.565
"P51","No sabe",0,0,0.041,0.004
"P52","Muy buena",0.076,0.041,0.118,0.016
"P52","Buena",0.075,0.05,0.074,0.011
"P52","Ni buena ni mala",0.27,0.243,0.144,0.099
"P52","Mala",0.109,0.244,0.375,0.242
"P52","Muy mala",0.462,0.406,0.216,0.616
"P52","No sabe",0.008,0.016,0.073,0.016
"P53","Muy buena",0.507,0.627,0.445,0.644
"P53","Buena",0.214,0.144,0.153,0.228
"P53","Ni buena ni mala",0.077,0.077,0.152,0.022
"P53","Mala",0.04,0.022,0.091,0.026
"P53","Muy mala",0.141,0.098,0.118,0.075
"P53","No sabe",0.021,0.032,0.041,0.005
"P54","Muy buena",0.222,0.085,0.112,0.055
"P54","Buena",0,0.031,0.091,0.011
"P54","Ni buena ni mala",0.061,0.078,0.079,0.003
"P54","Mala",0.217,0.173,0.162,0.113
"P54","Muy mala",0.456,0.633,0.556,0.818
"P54","No sabe",0.044,0,0,0
"P55","Muy buena",0.155,0.028,0.018,0
"P55","Buena",0,0.073,0.112,0
"P55","Ni buena ni mala",0.14,0.145,0.104,0.033
"P55","Mala",0.184,0.161,0.172,0.076
"P55","Muy mala",0.454,0.593,0.574,0.884
"P55","No sabe",0.067,0,0.02,0.007
"P56","Muy buena",0.154,0.069,0.097,0
"P56","Buena",0.016,0.141,0.104,0.007
"P56","Ni buena ni mala",0.15,0.197,0.258,0.1
"P56","Mala",0.316,0.297,0.228,0.356
"P56","Muy mala",0.364,0.296,0.313,0.537
"P56","No sabe",0,0,0,0
"P57","Muy buena",0.352,0.217,0.216,0.206
"P57","Buena",0.185,0.338,0.289,0.434
"P57","Ni buena ni mala",0.293,0.269,0.219,0.208
"P57","Mala",0.011,0.059,0.088,0.043
"P57","Muy mala",0.159,0.089,0.157,0.107
"P57","No sabe",0,0.028,0.031,0.002
"P58","Muy buena",0.183,0.068,0.074,0.007
"P58","Buena",0.056,0.06,0.108,0.016
"P58","Ni buena ni mala",0.167,0.132,0.041,0.044
"P58","Mala",0.188,0.189,0.172,0.081
"P58","Muy mala",0.406,0.551,0.584,0.852
"P58","No sabe",0,0,0.021,0
"P59","Muy buena",0.198,0.08,0.107,0.011
"P59","Buena",0.163,0.184,0.215,0.082
"P59","Ni buena ni mala",0.269,0.347,0.401,0.279
"P59","Mala",0.119,0.158,0.115,0.216
"P59","Muy mala",0.251,0.187,0.142,0.396
"P59","No sabe",0,0.044,0.02,0.016
"P60","Muy buena",0.357,0.159,0.158,0.494
"P60","Buena",0.218,0.3,0.43,0.312
"P60","Ni buena ni mala",0.129,0.235,0.218,0.102
"P60","Mala",0.087,0.031,0.068,0.036
"P60","Muy mala",0.143,0.19,0.105,0.04
"P60","No sabe",0.066,0.085,0.021,0.016
"P61","Muy buena",0.244,0.092,0.108,0.228
"P61","Buena",0.107,0.079,0.082,0.175
"P61","Ni buena ni mala",0.306,0.433,0.368,0.288
"P61","Mala",0.009,0.011,0.078,0.034
"P61","Muy mala",0.099,0.141,0.119,0.051
"P61","No sabe",0.235,0.244,0.245,0.224
"P62","Muy buena",0.341,0.154,0.151,0.13
"P62","Buena",0.308,0.368,0.362,0.522
"P62","Ni buena ni mala",0.188,0.306,0.172,0.27
"P62","Mala",0.07,0.064,0.077,0.063
"P62","Muy mala",0.069,0.086,0.238,0.007
"P62","No sabe",0.024,0.022,0,0.008
"P63","Muy buena",0.349,0.18,0.21,0.07
"P63","Buena",0.365,0.373,0.269,0.462
"P63","Ni buena ni mala",0.115,0.253,0.24,0.353
"P63","Mala",0.102,0.097,0.098,0.094
"P63","Muy mala",0.069,0.097,0.183,0.019
"P63","No sabe",0,0,0,0.002
"P64","Muy buena",0.665,0.594,0.448,0.883
"P64","Buena",0.056,0.172,0.184,0.096
"P64","Ni buena ni mala",0.093,0.101,0.083,0.021
"P64","Mala",0.04,0.018,0.048,0
"P64","Muy mala",0.146,0.115,0.237,0
"P64","No sabe",0,0,0,0
"P65","Muy buena",0.214,0.152,0.215,0.056
"P65","Buena",0.028,0.052,0.117,0.009
"P65","Ni buena ni mala",0.091,0.095,0,0
"P65","Mala",0.126,0.11,0.106,0.037
"P65","Muy mala",0.541,0.591,0.562,0.898
"P65","No sabe",0,0,0,0
"P66","Muy buena",0.098,0.088,0.086,0.018
"P66","Buena",0.073,0.065,0.091,0.01
"P66","Ni buena ni mala",0.112,0.102,0.105,0.025
"P66","Mala",0.219,0.177,0.194,0.148
"P66","Muy mala",0.498,0.568,0.524,0.799
"P66","No sabe",0,0,0,0
"P67","Muy buena",0.171,0.386,0.05,0.093
"P67","Buena",0.435,0.319,0.507,0.456
"P67","Ni buena ni mala",0.24,0.056,0.172,0.284
"P67","Mala",0.069,0.041,0.105,0.074
"P67","Muy mala",0.085,0.198,0.166,0.089
"P67","No sabe",0,0,0,0.004
"P68","Muy buena",0.116,0.05,0.155,0.004
"P68","Buena",0.077,0.088,0.118,0.051
"P68","Ni buena ni mala",0.068,0.08,0.03,0.021
"P68","Mala",0.115,0.113,0.085,0.045
"P68","Muy mala",0.624,0.669,0.612,0.876
"P68","No sabe",0,0,0,0.003
"P69","Muy buena",0.173,0.016,0.044,0.003
"P69","Buena",0.025,0,0.08,0
"P69","Ni buena ni mala",0.012,0.082,0.075,0.026
"P69","Mala",0.131,0.117,0.078,0.036
"P69","Muy mala",0.659,0.769,0.723,0.933
"P69","No sabe",0,0.016,0,0.002
"P70","Muy buena",0.142,0.034,0.066,0.025
"P70","Buena",0.104,0.202,0.179,0.058
"P70","Ni buena ni mala",0.375,0.288,0.379,0.352
"P70","Mala",0.167,0.116,0.113,0.216
"P70","Muy mala",0.212,0.246,0.242,0.341
"P70","No sabe",0,0.114,0.021,0.008
"P71","Siempre",0.39,0.3,0.36,0.31
"P71","Casi siempre",0.333,0.408,0.398,0.431
"P71","Casi nunca",0.162,0.236,0.186,0.158
"P71","Nunca, pero esta es una excepción",0.115,0.056,0.056,0.101
"P72","Si",0.699,0.556,0.561,0.533
"P72","No",0.301,0.444,0.439,0.467
