"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tengo trabajo estable",0.526,0.626,0.681,0.725,0.729,0.448
"P05","Realizo changas o trabajos de vez en cuando",0.083,0.079,0.09,0.114,0.084,0.193
"P05","No tengo trabajo",0.078,0.058,0.044,0.039,0.101,0.177
"P05","Soy jubilado o pensionado",0.313,0.237,0.185,0.122,0.086,0.182
"P06","1",0.331,0.28,0.272,0.191,0.19,0.268
"P06","2",0.06,0.038,0.049,0.088,0.032,0.266
"P06","3",0.101,0.146,0.037,0.031,0.021,0.11
"P06","4",0.108,0.088,0.062,0.043,0.033,0.032
"P06","5",0.222,0.187,0.156,0.135,0.146,0.161
"P06","6",0.055,0.074,0.059,0.041,0.035,0.009
"P06","7",0.046,0.09,0.127,0.177,0.196,0
"P06","8",0.033,0.036,0.105,0.077,0.106,0
"P06","9",0.044,0.061,0.133,0.217,0.241,0.154
"P07","1",0.107,0.112,0.252,0.361,0.48,0.294
"P07","2",0.035,0.036,0.048,0.108,0.11,0.036
"P07","3",0.018,0.053,0.075,0.093,0.073,0
"P07","4",0.043,0.054,0.028,0.083,0.027,0.102
"P07","5",0.184,0.192,0.175,0.091,0.082,0.166
"P07","6",0.075,0.06,0.032,0.038,0.011,0.009
"P07","7",0.156,0.139,0.093,0.07,0.041,0.077
"P07","8",0.11,0.132,0.055,0.014,0.033,0.027
"P07","9",0.272,0.222,0.242,0.142,0.143,0.289
"P08","1",0.264,0.285,0.485,0.605,0.688,0.454
"P08","2",0.03,0.059,0.031,0.051,0.04,0
"P08","3",0.064,0.033,0.032,0.063,0.045,0.019
"P08","4",0.031,0.019,0.017,0.026,0.015,0.023
"P08","5",0.169,0.148,0.115,0.039,0.075,0.166
"P08","6",0.034,0.025,0.035,0.014,0.014,0
"P08","7",0.059,0.06,0.043,0.017,0.042,0.029
"P08","8",0.049,0.07,0.028,0.035,0.022,0.009
"P08","9",0.3,0.301,0.214,0.15,0.059,0.3
"P10","Del Frente de Todos y el peronismo",0.049,0.192,0.408,0.561,0.672,0.211
"P10","De Cambiemos",0.769,0.548,0.282,0.096,0.053,0.386
"P10","De los Liberales libertarios",0.132,0.187,0.221,0.218,0.116,0.305
"P10","De la Izquierda",0.004,0.013,0.018,0.062,0.127,0.032
"P10","No sabe",0.046,0.06,0.071,0.063,0.032,0.066
"P11","A Alberto Fernández",0.386,0.144,0.1,0.075,0.095,0
"P11","A Sergio Massa",0.294,0.309,0.245,0.19,0.134,0.464
"P11","A algún candidato del peronismo",0.218,0.199,0.156,0.076,0.056,0.119
"P11","A algún candidato del kirchnerismo",0.102,0.348,0.499,0.659,0.715,0.417
"P12","A Alberto Fernández",0.209,0.016,0.065,0.036,0.027,0
"P12","A Sergio Massa",0.347,0.168,0.165,0.052,0.027,0.411
"P12","A algún candidato del peronismo",0.164,0.123,0.147,0.072,0.044,0.171
"P12","A Cristina Fernández de Kirchner",0.28,0.693,0.623,0.84,0.902,0.418
"P13","A Horacio Rodriguez Larreta",0.212,0.196,0.2,0,0,0.322
"P13","A Mauricio Macri",0.329,0.3,0.327,0.258,0.268,0.234
"P13","A Patricia Bullrich",0.427,0.426,0.391,0.335,0.127,0.309
"P13","A Facundo Manes",0.015,0.062,0.066,0.407,0.605,0.048
"P13","A Gerardo Morales",0.017,0.016,0.016,0,0,0.087
"P14","Del Frente de Todos y el peronismo",0.048,0.17,0.356,0.517,0.651,0
"P14","A Juntos por el Cambio",0.807,0.568,0.323,0.097,0.056,0.356
"P14","De los Liberales libertarios",0.105,0.172,0.218,0.18,0.111,0.466
"P14","De la Izquierda",0.014,0.031,0.057,0.144,0.139,0.016
"P14","No sabe",0.026,0.059,0.046,0.062,0.043,0.162
"P16","A Leandro Santoro",0.59,0.573,0.698,0.756,0.715,0
"P16","A Matias Lammens",0.276,0.302,0.173,0.091,0.069,0
"P16","A Mariano Recalde",0.134,0.125,0.129,0.153,0.216,0
"P17","A Soledad Acuña",0.045,0.049,0.051,0.053,0,0.052
"P17","A Jorge Macri",0.294,0.363,0.292,0.09,0.246,0.282
"P17","A Martín Lousteau",0.182,0.242,0.291,0.324,0.289,0.444
"P17","A Fernan Quirós",0.294,0.099,0.059,0.091,0.1,0.132
"P17","A Ricardo López Murphy",0.185,0.247,0.307,0.442,0.365,0.09
"P18","Lo votaría",0.313,0.191,0.144,0.059,0.083,0.19
"P18","Puede que lo vote",0.364,0.293,0.159,0.116,0.026,0.194
"P18","Nunca lo votaría",0.239,0.426,0.574,0.787,0.851,0.435
"P18","No sabe",0.084,0.09,0.123,0.038,0.04,0.181
"P19","Lo votaría",0.065,0.152,0.305,0.454,0.566,0.195
"P19","Puede que lo vote",0.093,0.117,0.139,0.144,0.112,0.082
"P19","Nunca lo votaría",0.772,0.66,0.463,0.328,0.312,0.264
"P19","No sabe",0.07,0.071,0.093,0.074,0.01,0.459
"P20","Lo votaría",0.165,0.092,0.05,0.072,0.061,0.054
"P20","Puede que lo vote",0.402,0.342,0.096,0.084,0.033,0.092
"P20","Nunca lo votaría",0.355,0.48,0.689,0.763,0.854,0.282
"P20","No sabe",0.078,0.086,0.165,0.081,0.052,0.572
"P21","Lo votaría",0.036,0.079,0.147,0.131,0.254,0.023
"P21","Puede que lo vote",0.081,0.167,0.205,0.309,0.296,0.023
"P21","Nunca lo votaría",0.83,0.677,0.532,0.453,0.381,0.43
"P21","No sabe",0.053,0.077,0.116,0.107,0.069,0.524
"P22","Lo votaría",0.55,0.115,0.051,0.019,0.066,0.064
"P22","Puede que lo vote",0.324,0.529,0.183,0.054,0.052,0.052
"P22","Nunca lo votaría",0.105,0.292,0.599,0.868,0.824,0.333
"P22","No sabe",0.021,0.064,0.167,0.059,0.058,0.551
"P23","Lo votaría",0.495,0.31,0.181,0.07,0.023,0.08
"P23","Puede que lo vote",0.336,0.316,0.166,0.059,0.057,0.077
"P23","Nunca lo votaría",0.136,0.332,0.571,0.828,0.876,0.584
"P23","No sabe",0.033,0.042,0.082,0.043,0.044,0.259
"P24","Lo votaría",0.402,0.207,0.149,0.032,0.007,0.304
"P24","Puede que lo vote",0.348,0.307,0.135,0.037,0.038,0.159
"P24","Nunca lo votaría",0.214,0.454,0.673,0.914,0.938,0.332
"P24","No sabe",0.036,0.032,0.043,0.017,0.017,0.205
"P25","Lo votaría",0.424,0.331,0.182,0.156,0.054,0.121
"P25","Puede que lo vote",0.353,0.307,0.151,0.031,0.087,0.117
"P25","Nunca lo votaría",0.174,0.332,0.6,0.798,0.82,0.501
"P25","No sabe",0.049,0.03,0.067,0.015,0.039,0.261
"P26","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.303,0.232,0.12,0.016,0.004,0.041
"P26","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.266,0.29,0.136,0.061,0.03,0.046
"P26","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.049,0.028,0.026,0.011,0,0.105
"P26","Horacio Rodríguez Larreta presidente– Fernán Quirós Jefe de Gobierno por Juntos por el Cambio",0.172,0.041,0.043,0.017,0.003,0
"P26","Horacio Rodríguez Larreta presidente – Martín Lousteau Jefe de Gobierno por Juntos por el Cambio",0.128,0.125,0.102,0.028,0.022,0.134
"P26","Sergio Massa presidente – Leandro Santoro Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.02,0.122,0.257,0.483,0.587,0.191
"P26","Sergio Massa presidente – Matías Lammens Jefe de Gobierno por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernández",0.012,0.084,0.133,0.134,0.15,0.134
"P26","Javier Milei presidente – Ramiro Marra Jefe de Gobierno por los liberales libertarios",0.05,0.068,0.162,0.162,0.083,0.334
"P26","A los candidatos de la izquierda",0,0.01,0.021,0.088,0.121,0.015
"P26","No sabe",0,0,0,0,0,0
"P27","Patricia Bullrich presidenta – Jorge Macri Jefe de Gobierno por Juntos por el Cambio",0.305,0.209,0.124,0.018,0.007,0.064
"P27","Patricia Bullrich presidenta – Ricardo López Murphy Jefe de Gobierno por Juntos por el Cambio",0.28,0.33,0.15,0.073,0.023,0.046
"P27","Horacio Rodríguez Larreta presidente – Soledad Acuña jefa de gobierno por Juntos por el Cambio",0.039,0.029,0.012,0.019,0.005,0.082
