"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.395,0.388,0.402,0.368,0.417,0.411,0.348,0.321,0.409,0.447,0.427,0.353,0.387,0.332,0.429,0.413,0.356,0.519
"El actual gobierno de Alberto Weretilneck",0.47,0.496,0.442,0.472,0.492,0.455,0.432,0.491,0.495,0.414,0.345,0.559,0.514,0.43,0.487,0.471,0.485,0.34
"No sabe",0.135,0.116,0.156,0.16,0.091,0.134,0.22,0.188,0.096,0.139,0.228,0.088,0.099,0.238,0.084,0.116,0.159,0.141
