"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.308,0.348,0.267,0.305,0.326,0.296,0.279,0.24,0.316,0.381,0.386,0.208,0.477,0.408,0.237,0.311,0.31,0.268
"De acuerdo",0.22,0.167,0.272,0.158,0.196,0.283,0.29,0.215,0.234,0.202,0.223,0.229,0.254,0.232,0.214,0.224,0.218,0.19
"Ni de acuerdo ni en desacuerdo",0.247,0.244,0.251,0.321,0.222,0.221,0.234,0.284,0.247,0.2,0.27,0.238,0.148,0.209,0.269,0.252,0.221,0.369
"En desacuerdo",0.112,0.126,0.098,0.109,0.127,0.098,0.1,0.123,0.113,0.096,0.051,0.18,0.075,0.073,0.131,0.108,0.119,0.1
"Muy en desacuerdo",0.073,0.079,0.067,0.082,0.088,0.062,0.033,0.069,0.07,0.084,0.049,0.105,0.02,0.064,0.095,0.06,0.093,0.061
"No sabe",0.04,0.036,0.045,0.025,0.041,0.04,0.064,0.069,0.02,0.037,0.021,0.04,0.026,0.014,0.054,0.045,0.039,0.012
