"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.357,0.356,0.358,0.365,0.377,0.248,0.466,0.445,0.399,0.205,0.333,0.572,0.105,0.225,0.554,0.427,0.292,0.276
"El actual gobierno de Javier Milei",0.588,0.627,0.554,0.579,0.579,0.672,0.493,0.468,0.597,0.712,0.581,0.416,0.834,0.725,0.345,0.552,0.618,0.647
"No sabe",0.055,0.017,0.088,0.056,0.044,0.08,0.041,0.087,0.004,0.083,0.086,0.012,0.061,0.05,0.101,0.021,0.09,0.077
