"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.397,0.429,0.364,0.335,0.435,0.419,0.355,0.361,0.429,0.39,0.246,0.685,0.218,0.131,0.688,0.402,0.41,0.253
"Los gobernadores",0.478,0.451,0.506,0.454,0.491,0.46,0.509,0.436,0.472,0.538,0.618,0.257,0.647,0.811,0.169,0.446,0.495,0.651
"No sabe",0.125,0.12,0.13,0.211,0.074,0.121,0.136,0.203,0.099,0.072,0.136,0.058,0.135,0.058,0.143,0.152,0.095,0.096
