"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.428,0.232,0.116,0.116,0.083
"P06","Casi siempre",0.345,0.443,0.294,0.108,0.146
"P06","Casi nunca",0.186,0.269,0.441,0.351,0.364
"P06","Nunca, pero esta es una excepción",0.041,0.056,0.149,0.425,0.407
"P08","A Martín Llaryora gobernador y Myrian Prunotto vicegobernadora por Hacemos Unidos por Córdoba",0.331,0.332,0.349,0.257,0.158
"P08","A Luis Juez gobernador y Marcos Carasso vicegobernador por Juntos por el Cambio",0.37,0.446,0.419,0.333,0.304
"P08","A Agustín Spaccesi gobernador y Cristina Lagger vicegobernadora por La Libertad Avanza",0.066,0.062,0.047,0.05,0.036
"P08","A Federico Alesandri gobernador y Gabriela Estévez vicegobernadora por Creo en Córdoba de Todos",0.099,0.03,0.017,0.009,0.083
"P08","A Aurelio García Elorrio gobernador y María Rosa Marcone vicegobernadora por Encuentro Vecinal Córdoba",0.032,0.033,0.025,0.045,0.004
"P08","A Rodolfo Eiben gobernador y Gabriel Bornoroni vicegobernador por el Frente Liberal Demócrata Desarrollista",0.015,0.007,0.001,0,0
"P08","A Liliana Olivero gobernadora y Soledad Díaz vicegobernadora por el Frente de Izquierda y de Trabajadores-Unidad",0.018,0.023,0.026,0.032,0
"P08","A los candidatos de otros partidos políticos",0.02,0.009,0.025,0.056,0.007
"P08","No sabe",0.049,0.058,0.091,0.218,0.408
"P12","Si",0.546,0.488,0.417,0.271,0.249
"P12","No",0.454,0.512,0.583,0.729,0.751
