"var","categoria","Si","No"
"P05","Mucho",0.409,0.305
"P05","Bastante",0.369,0.348
"P05","Poco",0.165,0.207
"P05","Nada",0.045,0.108
"P05","No sabe",0.012,0.032
"P06","Siempre",0.398,0.167
"P06","Casi siempre",0.398,0.315
"P06","Casi nunca",0.154,0.39
"P06","Nunca, pero esta es una excepción",0.05,0.128
"P08","A Martín Llaryora gobernador y Myrian Prunotto vicegobernadora por Hacemos Unidos por Córdoba",0.373,0.3
"P08","A Luis Juez gobernador y Marcos Carasso vicegobernador por Juntos por el Cambio",0.44,0.376
"P08","A Agustín Spaccesi gobernador y Cristina Lagger vicegobernadora por La Libertad Avanza",0.034,0.079
"P08","A Federico Alesandri gobernador y Gabriela Estévez vicegobernadora por Creo en Córdoba de Todos",0.058,0.048
"P08","A Aurelio García Elorrio gobernador y María Rosa Marcone vicegobernadora por Encuentro Vecinal Córdoba",0.023,0.032
"P08","A Rodolfo Eiben gobernador y Gabriel Bornoroni vicegobernador por el Frente Liberal Demócrata Desarrollista",0.006,0.008
"P08","A Liliana Olivero gobernadora y Soledad Díaz vicegobernadora por el Frente de Izquierda y de Trabajadores-Unidad",0.017,0.026
"P08","A los candidatos de otros partidos políticos",0.011,0.017
"P08","No sabe",0.038,0.114
