"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P04","Tengo trabajo estable",0.335,0.484,0.439,0.345
"P04","Realizo changas o trabajos de vez en cuando",0.236,0.202,0.193,0.254
"P04","No tengo trabajo",0.248,0.159,0.188,0.231
"P04","Soy jubilado o pensionado",0.181,0.155,0.18,0.17
"P05","1",0.367,0.204,0.341,0.257
"P05","2",0.07,0.057,0.077,0.098
"P05","3",0.039,0.034,0.081,0.046
"P05","4",0.041,0.054,0.085,0.068
"P05","5",0.107,0.159,0.214,0.19
"P05","6",0.029,0.062,0.037,0.044
"P05","7",0.043,0.143,0.039,0.063
"P05","8",0.051,0.062,0.032,0.054
"P05","9",0.253,0.225,0.094,0.18
"P06","1",0.467,0.394,0.191,0.36
"P06","2",0.074,0.085,0.038,0.045
"P06","3",0.028,0.061,0.032,0.038
"P06","4",0.037,0.057,0.041,0.08
"P06","5",0.12,0.165,0.208,0.201
"P06","6",0.025,0.039,0.054,0.034
"P06","7",0.014,0.044,0.076,0.03
"P06","8",0.049,0.026,0.074,0.027
"P06","9",0.186,0.129,0.286,0.185
"P07","1",0.506,0.557,0.259,0.453
"P07","2",0.03,0.045,0.031,0.044
"P07","3",0.011,0.035,0.026,0.022
"P07","4",0.009,0.018,0.025,0.022
"P07","5",0.059,0.07,0.133,0.102
"P07","6",0.017,0.016,0.024,0.014
"P07","7",0.005,0.021,0.044,0.029
"P07","8",0.021,0.025,0.052,0.021
"P07","9",0.342,0.213,0.406,0.293
"P09","Del Frente de Todos y el peronismo",0.72,0.743,0.102,0.389
"P09","De Cambiemos",0.102,0.083,0.416,0.066
"P09","De los Liberales libertarios",0.023,0.029,0.252,0.042
"P09","De la Izquierda",0.019,0.033,0.034,0.054
"P09","No sabe",0.136,0.112,0.196,0.449
"P10","A Alberto Fernández",0.488,0.101,0.062,0.124
"P10","A Sergio Massa",0.164,0.191,0.149,0.143
"P10","A algún candidato del peronismo",0.088,0.17,0.381,0.236
"P10","A algún candidato del kirchnerismo",0.26,0.538,0.408,0.497
"P11","A Alberto Fernández",0.382,0.054,0.032,0.049
"P11","A Sergio Massa",0.116,0.103,0.103,0.082
"P11","A algún candidato del peronismo",0.062,0.089,0.337,0.195
"P11","A Cristina Fernández de Kirchner",0.44,0.754,0.528,0.674
"P12","A Horacio Rodriguez Larreta",0.474,0.275,0.262,0.309
"P12","A Mauricio Macri",0.183,0.36,0.357,0.195
"P12","A Patricia Bullrich",0.062,0.107,0.271,0.276
"P12","A Facundo Manes",0.166,0.202,0.076,0.181
"P12","A Gerardo Morales",0.115,0.056,0.034,0.039
"P13","Seguro lo votaria",0.281,0.311,0.237,0.292
"P13","Quizás lo votaría",0.334,0.368,0.328,0.291
"P13","Nunca lo votaría",0.385,0.321,0.435,0.417
"P14","Lo votaría",0.113,0.057,0.314,0.051
"P14","Puede que lo vote",0.056,0.099,0.251,0.07
"P14","Nunca lo votaría",0.721,0.761,0.34,0.546
"P14","No sabe",0.11,0.083,0.095,0.333
"P15","Lo votaría",0.412,0.143,0.078,0.06
"P15","Puede que lo vote",0.234,0.565,0.095,0.169
"P15","Nunca lo votaría",0.245,0.235,0.772,0.18
"P15","No sabe",0.109,0.057,0.055,0.591
"P17","La votaría",0.835,0.641,0.066,0.387
"P17","Puede que la vote",0.063,0.241,0.02,0.072
"P17","Nunca la votaría",0.073,0.093,0.905,0.16
"P17","No sabe",0.029,0.025,0.009,0.381
"P18","Lo votaría",0.156,0.104,0.195,0.079
"P18","Puede que lo vote",0.089,0.104,0.296,0.083
"P18","Nunca lo votaría",0.664,0.745,0.441,0.471
"P18","No sabe",0.091,0.047,0.068,0.367
"P19","Lo votaría",0.066,0.038,0.125,0.048
"P19","Puede que lo vote",0.133,0.192,0.279,0.073
"P19","Nunca lo votaría",0.617,0.658,0.481,0.398
"P19","No sabe",0.184,0.112,0.115,0.481
"P20","La votaría",0.07,0.035,0.324,0.056
"P20","Puede que la vote",0.049,0.079,0.275,0.086
"P20","Nunca la votaría",0.776,0.827,0.338,0.581
"P20","No sabe",0.105,0.059,0.063,0.277
"P21","Lo votaría",0.06,0.069,0.304,0.056
"P21","Puede que lo vote",0.081,0.075,0.242,0.09
"P21","Nunca lo votaría",0.724,0.809,0.401,0.535
"P21","No sabe",0.135,0.047,0.053,0.319
