"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P04","Tengo trabajo estable",0.412,0.435,0.414,0.457,0.529,0.256
"P04","Realizo changas o trabajos de vez en cuando",0.176,0.154,0.237,0.155,0.159,0.211
"P04","No tengo trabajo",0.174,0.165,0.187,0.214,0.158,0.352
"P04","Soy jubilado o pensionado",0.238,0.246,0.162,0.174,0.154,0.181
"P05","1",0.432,0.368,0.308,0.277,0.237,0.317
"P05","2",0.075,0.078,0.094,0.059,0.051,0.061
"P05","3",0.081,0.075,0.071,0.083,0.053,0.105
"P05","4",0.088,0.119,0.089,0.067,0.05,0.113
"P05","5",0.188,0.213,0.219,0.174,0.14,0.182
"P05","6",0.028,0.038,0.041,0.057,0.055,0.019
"P05","7",0.02,0.028,0.046,0.086,0.127,0.01
"P05","8",0.012,0.021,0.032,0.069,0.079,0.015
"P05","9",0.076,0.06,0.1,0.128,0.208,0.178
"P06","1",0.195,0.138,0.166,0.28,0.404,0.28
"P06","2",0.042,0.036,0.043,0.046,0.072,0.056
"P06","3",0.023,0.024,0.032,0.048,0.054,0
"P06","4",0.024,0.045,0.037,0.04,0.042,0.062
"P06","5",0.22,0.248,0.212,0.179,0.133,0.172
"P06","6",0.041,0.063,0.057,0.066,0.033,0.012
"P06","7",0.072,0.094,0.077,0.062,0.044,0.08
"P06","8",0.071,0.079,0.106,0.085,0.03,0.021
"P06","9",0.312,0.273,0.27,0.194,0.188,0.317
"P07","1",0.24,0.222,0.261,0.371,0.544,0.257
"P07","2",0.036,0.025,0.033,0.043,0.044,0.021
"P07","3",0.037,0.026,0.025,0.027,0.033,0
"P07","4",0.021,0.025,0.025,0.028,0.016,0.004
"P07","5",0.139,0.155,0.132,0.127,0.079,0.086
"P07","6",0.019,0.028,0.027,0.031,0.014,0.033
"P07","7",0.036,0.06,0.044,0.027,0.023,0.05
"P07","8",0.038,0.067,0.065,0.058,0.018,0.036
"P07","9",0.434,0.392,0.388,0.288,0.229,0.513
"P09","Del Frente de Todos y el peronismo",0.076,0.096,0.165,0.428,0.632,0.364
"P09","De Cambiemos",0.732,0.625,0.294,0.126,0.05,0.08
"P09","De los Liberales libertarios",0.095,0.165,0.266,0.235,0.175,0.154
"P09","De la Izquierda",0.017,0.014,0.03,0.043,0.039,0.05
"P09","No sabe",0.08,0.1,0.245,0.168,0.104,0.352
"P10","A Alberto Fernández",0.184,0.12,0.249,0.215,0.104,0.453
"P10","A Sergio Massa",0.096,0.234,0.261,0.18,0.131,0.19
"P10","A algún candidato del peronismo",0.504,0.566,0.257,0.214,0.123,0.192
"P10","A algún candidato del kirchnerismo",0.216,0.08,0.233,0.391,0.642,0.165
"P11","A Alberto Fernández",0.135,0.124,0.183,0.089,0.038,0.361
"P11","A Sergio Massa",0.107,0.143,0.192,0.109,0.057,0.12
"P11","A algún candidato del peronismo",0.515,0.566,0.239,0.183,0.062,0.096
"P11","A Cristina Fernández de Kirchner",0.243,0.167,0.386,0.619,0.843,0.423
"P12","A Horacio Rodriguez Larreta",0.41,0.256,0.101,0.136,0.086,0.074
"P12","A Mauricio Macri",0.33,0.365,0.378,0.298,0.248,0.41
"P12","A Patricia Bullrich",0.185,0.275,0.408,0.287,0.132,0.468
"P12","A Facundo Manes",0.051,0.068,0.082,0.17,0.336,0.027
"P12","A Gerardo Morales",0.024,0.036,0.031,0.109,0.198,0.021
"P13","Seguro lo votaria",0.26,0.19,0.215,0.215,0.114,0.35
"P13","Quizás lo votaría",0.301,0.376,0.34,0.279,0.178,0.336
"P13","Nunca lo votaría",0.439,0.434,0.445,0.506,0.708,0.314
"P14","Lo votaría",0.549,0.461,0.22,0.107,0.032,0.075
"P14","Puede que lo vote",0.246,0.311,0.267,0.153,0.066,0.055
"P14","Nunca lo votaría",0.15,0.169,0.373,0.64,0.815,0.464
"P14","No sabe",0.055,0.059,0.14,0.1,0.087,0.406
"P15","Lo votaría",0.13,0.107,0.109,0.163,0.15,0.144
"P15","Puede que lo vote",0.094,0.112,0.145,0.239,0.328,0.15
"P15","Nunca lo votaría",0.748,0.728,0.647,0.515,0.436,0.337
"P15","No sabe",0.028,0.053,0.099,0.083,0.086,0.369
"P16","Lo votaría",0.04,0.015,0.09,0.138,0.173,0.192
"P16","Puede que lo vote",0.036,0.043,0.101,0.241,0.344,0.093
"P16","Nunca lo votaría",0.899,0.92,0.755,0.518,0.384,0.363
"P16","No sabe",0.025,0.022,0.054,0.103,0.099,0.352
"P17","La votaría",0.038,0.03,0.155,0.363,0.589,0.363
"P17","Puede que la vote",0.029,0.025,0.048,0.103,0.103,0.045
"P17","Nunca la votaría",0.914,0.928,0.76,0.492,0.287,0.359
"P17","No sabe",0.019,0.017,0.037,0.042,0.021,0.233
"P18","Lo votaría",0.578,0.236,0.061,0.063,0.073,0.049
"P18","Puede que lo vote",0.211,0.522,0.339,0.092,0.02,0.148
"P18","Nunca lo votaría",0.183,0.195,0.463,0.785,0.878,0.409
"P18","No sabe",0.028,0.047,0.137,0.06,0.029,0.394
"P19","Lo votaría",0.247,0.152,0.071,0.063,0.021,0.037
"P19","Puede que lo vote",0.372,0.414,0.286,0.175,0.088,0.106
"P19","Nunca lo votaría",0.301,0.327,0.463,0.631,0.812,0.319
"P19","No sabe",0.08,0.107,0.18,0.131,0.079,0.538
"P20","La votaría",0.487,0.426,0.287,0.148,0.038,0.13
"P20","Puede que la vote",0.307,0.35,0.259,0.172,0.106,0.149
"P20","Nunca la votaría",0.159,0.157,0.361,0.635,0.815,0.397
"P20","No sabe",0.047,0.067,0.093,0.045,0.041,0.324
"P21","Lo votaría",0.259,0.224,0.267,0.248,0.154,0.193
"P21","Puede que lo vote",0.27,0.353,0.262,0.124,0.049,0.084
"P21","Nunca lo votaría",0.426,0.361,0.381,0.566,0.757,0.313
"P21","No sabe",0.045,0.062,0.09,0.062,0.04,0.41
"P22","La votaría",0.364,0.227,0.102,0.054,0.025,0.078
"P22","Puede que la vote",0.308,0.439,0.285,0.108,0.031,0.067
"P22","Nunca la votaría",0.26,0.243,0.456,0.751,0.908,0.345
"P22","No sabe",0.068,0.091,0.157,0.087,0.036,0.51
"P23","Lo votaría",0.081,0.035,0.047,0.101,0.141,0.068
"P23","Puede que lo vote",0.072,0.099,0.125,0.258,0.329,0.156
"P23","Nunca lo votaría",0.821,0.829,0.741,0.572,0.46,0.488
"P23","No sabe",0.026,0.037,0.087,0.069,0.07,0.288
"P24","Lo votaría",0.144,0.081,0.043,0.033,0.036,0.01
"P24","Puede que lo vote",0.267,0.285,0.178,0.102,0.06,0.108
"P24","Nunca lo votaría",0.485,0.535,0.608,0.749,0.827,0.366
"P24","No sabe",0.104,0.099,0.171,0.116,0.077,0.516
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.465,0.466,0.223,0.066,0.018,0.095
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.344,0.274,0.087,0.023,0.01,0.048
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.02,0.01,0.043,0.077,0.032,0.046
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.034,0.02,0.155,0.397,0.633,0.332
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.092,0.147,0.315,0.27,0.186,0.16
"P25","Nicolás del Caño – Myriam Bregman",0.004,0.008,0.023,0.033,0.037,0.019
"P25","Otros candidatos",0.041,0.075,0.154,0.134,0.084,0.3
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.033,0.038,0.18,0.445,0.656,0.355
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.708,0.618,0.266,0.069,0.018,0.083
"P29","Javier Milei – José Luis Espert por los liberales",0.128,0.189,0.342,0.291,0.197,0.17
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.019,0.011,0.023,0.029,0.033,0.015
"P29","Otro candidato",0.112,0.144,0.189,0.166,0.096,0.377
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.643,0.518,0.178,0.089,0.061,0.05
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.115,0.111,0.163,0.321,0.445,0.247
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.134,0.219,0.383,0.306,0.202,0.198
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.022,0.011,0.027,0.032,0.067,0.077
"P31","Otro candidato",0.086,0.141,0.249,0.252,0.225,0.428
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.07,0.059,0.132,0.355,0.498,0.216
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.695,0.623,0.311,0.107,0.047,0.116
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.122,0.185,0.315,0.274,0.191,0.141
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.003,0.012,0.025,0.041,0.069,0.035
"P33","Otro candidato",0.11,0.121,0.217,0.223,0.195,0.492
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.122,0.082,0.144,0.32,0.474,0.257
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.65,0.552,0.19,0.087,0.067,0.044
"P35","Javier Milei – José Luis Espert por los liberales",0.127,0.229,0.389,0.313,0.197,0.185
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.018,0.012,0.027,0.04,0.068,0.019
"P35","Otro candidato",0.083,0.125,0.25,0.24,0.194,0.495
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.077,0.077,0.165,0.448,0.634,0.337
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.702,0.572,0.185,0.046,0.026,0.078
"P37","Javier Milei – José Luis Espert por los liberales",0.146,0.229,0.402,0.317,0.197,0.19
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.005,0.006,0.024,0.026,0.038,0.019
"P37","Otro candidato",0.07,0.116,0.224,0.163,0.105,0.376
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.048,0.035,0.131,0.379,0.541,0.258
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.69,0.642,0.26,0.085,0.026,0.045
"P38","Javier Milei – José Luis Espert por los liberales",0.139,0.2,0.355,0.285,0.192,0.18
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.017,0.01,0.025,0.04,0.064,0.015
"P38","Otro candidato",0.106,0.113,0.229,0.211,0.177,0.502
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.083,0.067,0.196,0.461,0.676,0.303
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.773,0.768,0.44,0.204,0.101,0.195
"P39","No sabe",0.144,0.165,0.364,0.335,0.223,0.502
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.059,0.026,0.16,0.388,0.591,0.256
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.832,0.817,0.415,0.169,0.053,0.092
"P40","No sabe",0.109,0.157,0.425,0.443,0.356,0.652
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.046,0.043,0.141,0.407,0.594,0.261
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.816,0.818,0.496,0.271,0.109,0.16
"P41","No sabe",0.138,0.139,0.363,0.322,0.297,0.579
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.046,0.036,0.18,0.471,0.682,0.334
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.838,0.821,0.448,0.167,0.048,0.095
"P42","No sabe",0.116,0.143,0.372,0.362,0.27,0.571
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.048,0.031,0.143,0.407,0.599,0.2
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.839,0.832,0.436,0.159,0.039,0.069
"P43","No sabe",0.113,0.137,0.421,0.434,0.362,0.731
"P44","Mauricio Macri – María Eugenia Vidal",0.713,0.67,0.457,0.258,0.159,0.192
