"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Alberto Fernández presidente – Daniel Scioli vice",0.278,0.263,0.291,0.253,0.289,0.275,0.282,0.315,0.271,0.247,0.265,0.252,0.307,0.296,0.617,0.061,0.143
"Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.401,0.398,0.405,0.343,0.378,0.437,0.473,0.369,0.388,0.453,0.411,0.388,0.308,0.412,0.112,0.705,0.422
"No sabe",0.321,0.339,0.304,0.404,0.333,0.288,0.245,0.316,0.341,0.3,0.324,0.36,0.385,0.292,0.271,0.234,0.435
