"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"La votaría",0.282,0.248,0.314,0.281,0.292,0.27,0.274,0.323,0.269,0.252,0.256,0.268,0.281,0.31,0.628,0.06,0.097
"Puede que la vote",0.066,0.068,0.065,0.079,0.07,0.058,0.052,0.07,0.074,0.052,0.062,0.056,0.06,0.077,0.12,0.02,0.073
"Nunca la votaría",0.607,0.646,0.57,0.593,0.585,0.637,0.639,0.546,0.611,0.673,0.651,0.606,0.592,0.573,0.2,0.907,0.773
"No sabe",0.045,0.038,0.051,0.047,0.053,0.035,0.035,0.061,0.046,0.023,0.031,0.07,0.067,0.04,0.052,0.013,0.057
