"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Si",0.567,0.597,0.538,0.561,0.584,0.588,0.507,0.568,0.558,0.578,0.56,0.585,0.521,0.572,0.615,0.564,0.521
"No",0.433,0.403,0.462,0.439,0.416,0.412,0.493,0.432,0.442,0.422,0.44,0.415,0.479,0.428,0.385,0.436,0.479
