"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P04","Tengo trabajo estable",0.44,0.424,0.471,0.403,0.343
"P04","Realizo changas o trabajos de vez en cuando",0.193,0.18,0.223,0.279,0.253
"P04","No tengo trabajo",0.177,0.17,0.214,0.225,0.262
"P04","Soy jubilado o pensionado",0.19,0.226,0.092,0.093,0.142
"P05","1",0.263,0.389,0.359,0.211,0.257
"P05","2",0.063,0.082,0.079,0.07,0.081
"P05","3",0.045,0.076,0.102,0.045,0.05
"P05","4",0.06,0.102,0.068,0.028,0.074
"P05","5",0.124,0.172,0.219,0.148,0.298
"P05","6",0.053,0.034,0.022,0.054,0.04
"P05","7",0.103,0.031,0.041,0.054,0.041
"P05","8",0.068,0.024,0.026,0.075,0.026
"P05","9",0.221,0.09,0.084,0.315,0.133
"P06","1",0.435,0.209,0.118,0.322,0.231
"P06","2",0.067,0.045,0.031,0.096,0.047
"P06","3",0.049,0.028,0.024,0.045,0.036
"P06","4",0.044,0.038,0.032,0.059,0.064
"P06","5",0.151,0.193,0.175,0.167,0.259
"P06","6",0.026,0.056,0.052,0.04,0.056
"P06","7",0.033,0.079,0.087,0.025,0.047
"P06","8",0.036,0.072,0.099,0.037,0.045
"P06","9",0.159,0.28,0.382,0.209,0.215
"P07","1",0.545,0.252,0.198,0.564,0.305
"P07","2",0.035,0.036,0.03,0.048,0.034
"P07","3",0.027,0.027,0.027,0.007,0.021
"P07","4",0.017,0.018,0.018,0.04,0.029
"P07","5",0.076,0.125,0.142,0.076,0.124
"P07","6",0.016,0.025,0.032,0.007,0.016
"P07","7",0.021,0.043,0.061,0.016,0.024
"P07","8",0.021,0.059,0.06,0.024,0.033
"P07","9",0.242,0.415,0.432,0.218,0.414
"P14","Lo votaría",0.069,0.543,0.127,0.101,0.096
"P14","Puede que lo vote",0.061,0.259,0.348,0.1,0.159
"P14","Nunca lo votaría",0.781,0.166,0.424,0.569,0.464
"P14","No sabe",0.089,0.032,0.101,0.23,0.281
"P15","Lo votaría",0.233,0.119,0.035,0.085,0.065
"P15","Puede que lo vote",0.39,0.092,0.068,0.215,0.152
"P15","Nunca lo votaría",0.276,0.755,0.842,0.573,0.51
"P15","No sabe",0.101,0.034,0.055,0.127,0.273
"P16","Lo votaría",0.287,0.043,0.017,0.068,0.085
"P16","Puede que lo vote",0.399,0.047,0.028,0.162,0.094
"P16","Nunca lo votaría",0.208,0.891,0.934,0.635,0.628
"P16","No sabe",0.106,0.019,0.021,0.135,0.193
"P17","La votaría",0.739,0.054,0.019,0.162,0.152
"P17","Puede que la vote",0.11,0.024,0.029,0.158,0.079
"P17","Nunca la votaría",0.127,0.912,0.937,0.584,0.622
"P17","No sabe",0.024,0.01,0.015,0.096,0.147
"P18","Lo votaría",0.12,0.329,0.066,0.112,0.088
"P18","Puede que lo vote",0.073,0.379,0.269,0.184,0.181
"P18","Nunca lo votaría",0.763,0.261,0.596,0.602,0.451
"P18","No sabe",0.044,0.031,0.069,0.102,0.28
"P19","Lo votaría",0.043,0.18,0.077,0.096,0.075
"P19","Puede que lo vote",0.14,0.359,0.238,0.184,0.177
"P19","Nunca lo votaría",0.698,0.385,0.563,0.552,0.401
"P19","No sabe",0.119,0.076,0.122,0.168,0.347
"P20","La votaría",0.048,0.471,0.265,0.107,0.109
"P20","Puede que la vote",0.058,0.301,0.344,0.124,0.158
"P20","Nunca la votaría",0.843,0.185,0.328,0.686,0.514
"P20","No sabe",0.051,0.043,0.063,0.083,0.219
"P21","Lo votaría",0.05,0.173,0.676,0.161,0.141
"P21","Puede que lo vote",0.069,0.307,0.201,0.078,0.179
"P21","Nunca lo votaría",0.82,0.474,0.09,0.68,0.459
"P21","No sabe",0.061,0.046,0.033,0.081,0.221
"P22","La votaría",0.035,0.247,0.161,0.103,0.078
"P22","Puede que la vote",0.059,0.368,0.234,0.081,0.168
"P22","Nunca la votaría",0.829,0.313,0.508,0.729,0.484
"P22","No sabe",0.077,0.072,0.097,0.087,0.27
"P23","Lo votaría",0.165,0.046,0.028,0.075,0.037
"P23","Puede que lo vote",0.393,0.081,0.06,0.145,0.117
"P23","Nunca lo votaría",0.35,0.841,0.871,0.639,0.647
"P23","No sabe",0.092,0.032,0.041,0.141,0.199
"P24","Lo votaría",0.036,0.105,0.036,0.032,0.03
"P24","Puede que lo vote",0.105,0.27,0.117,0.067,0.114
"P24","Nunca lo votaría",0.74,0.545,0.733,0.75,0.558
"P24","No sabe",0.119,0.08,0.114,0.151,0.298
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.047,0.519,0.089,0.113,0.099
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.04,0.27,0.059,0.084,0.103
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.077,0.015,0.007,0.026,0.067
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.766,0.045,0.021,0.142,0.161
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.022,0.071,0.749,0.103,0.184
"P25","Nicolás del Caño – Myriam Bregman",0.009,0.004,0.016,0.388,0.024
"P25","Otros candidatos",0.039,0.076,0.059,0.144,0.362
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.824,0.054,0.017,0.116,0.19
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.059,0.705,0.095,0.123,0.127
"P29","Javier Milei – José Luis Espert por los liberales",0.039,0.106,0.799,0.142,0.209
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.005,0.011,0.412,0.031
"P29","Otro candidato",0.071,0.13,0.078,0.207,0.443
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.108,0.567,0.068,0.146,0.17
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.581,0.112,0.022,0.049,0.141
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.045,0.149,0.83,0.134,0.207
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.033,0.007,0.012,0.453,0.056
"P31","Otro candidato",0.233,0.165,0.068,0.218,0.426
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.611,0.06,0.028,0.174,0.131
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.086,0.698,0.166,0.118,0.172
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.037,0.1,0.747,0.139,0.194
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.037,0.006,0.012,0.388,0.04
"P33","Otro candidato",0.229,0.136,0.047,0.181,0.463
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.588,0.102,0.031,0.122,0.133
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.106,0.579,0.082,0.167,0.188
"P35","Javier Milei – José Luis Espert por los liberales",0.042,0.148,0.82,0.108,0.216
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.036,0.007,0.009,0.45,0.033
"P35","Otro candidato",0.228,0.164,0.058,0.153,0.43
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.786,0.076,0.021,0.215,0.176
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.085,0.601,0.086,0.132,0.177
"P37","Javier Milei – José Luis Espert por los liberales",0.036,0.163,0.826,0.153,0.208
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.002,0.002,0.382,0.038
"P37","Otro candidato",0.083,0.158,0.065,0.118,0.401
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.669,0.034,0.015,0.132,0.124
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.07,0.709,0.112,0.147,0.141
"P38","Javier Milei – José Luis Espert por los liberales",0.035,0.115,0.81,0.123,0.205
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.032,0.007,0.008,0.441,0.046
"P38","Otro candidato",0.194,0.135,0.055,0.157,0.484
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.821,0.081,0.038,0.374,0.207
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.101,0.79,0.462,0.201,0.22
"P39","No sabe",0.078,0.129,0.5,0.425,0.573
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.707,0.044,0.037,0.295,0.144
