"var","categoria","Del Frente de Todos y el peronismo","De Cambiemos","De los Liberales libertarios","De la Izquierda","No sabe"
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.077,0.794,0.42,0.246,0.273
"P40","No sabe",0.216,0.162,0.543,0.459,0.583
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.708,0.038,0.035,0.329,0.162
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.079,0.826,0.6,0.21,0.274
"P41","No sabe",0.213,0.136,0.365,0.461,0.564
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.838,0.039,0.033,0.378,0.195
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.072,0.804,0.446,0.254,0.266
"P42","No sabe",0.09,0.157,0.521,0.368,0.539
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.72,0.043,0.037,0.273,0.152
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.079,0.788,0.446,0.275,0.26
"P43","No sabe",0.201,0.169,0.517,0.452,0.588
"P44","Mauricio Macri – María Eugenia Vidal",0.159,0.705,0.485,0.256,0.245
"P44","Sergio Massa – Wado de Pedro",0.647,0.168,0.087,0.264,0.178
"P44","No sabe",0.194,0.127,0.428,0.48,0.577
"P45","Sergio Massa – Wado de Pedro",0.668,0.129,0.082,0.264,0.176
"P45","Javier Milei – José Luis Espert",0.129,0.42,0.775,0.298,0.263
"P45","No sabe",0.203,0.451,0.143,0.438,0.561
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.175,0.556,0.073,0.227,0.25
"P46","Javier Milei – José Luis Espert",0.069,0.245,0.826,0.222,0.24
"P46","No sabe",0.756,0.199,0.101,0.551,0.51
"P47","Muy buena",0.169,0.086,0.012,0.071,0.061
"P47","Buena",0.332,0.047,0.084,0.104,0.069
"P47","Ni buena ni mala",0.345,0.054,0.047,0.281,0.202
"P47","Mala",0.085,0.086,0.086,0.253,0.186
"P47","Muy mala",0.06,0.727,0.765,0.263,0.445
"P47","No sabe",0.009,0,0.006,0.028,0.037
"P48","Muy buena",0.161,0.02,0.009,0.1,0.057
"P48","Buena",0.351,0.025,0.01,0.112,0.057
"P48","Ni buena ni mala",0.301,0.041,0.057,0.26,0.192
"P48","Mala",0.099,0.1,0.099,0.208,0.159
"P48","Muy mala",0.081,0.81,0.819,0.32,0.502
"P48","No sabe",0.007,0.004,0.006,0,0.033
"P49","Muy buena",0.646,0.035,0.013,0.151,0.107
"P49","Buena",0.143,0.016,0.008,0.121,0.062
"P49","Ni buena ni mala",0.087,0.021,0.053,0.232,0.128
"P49","Mala",0.035,0.051,0.064,0.074,0.107
"P49","Muy mala",0.084,0.876,0.856,0.385,0.566
"P49","No sabe",0.005,0.001,0.006,0.037,0.03
"P50","Muy buena",0.112,0.327,0.092,0.109,0.039
"P50","Buena",0.048,0.271,0.19,0.041,0.098
"P50","Ni buena ni mala",0.066,0.156,0.315,0.16,0.225
"P50","Mala",0.176,0.063,0.17,0.11,0.208
"P50","Muy mala",0.591,0.181,0.226,0.554,0.402
"P50","No sabe",0.007,0.002,0.007,0.026,0.028
"P51","Muy buena",0.034,0.307,0.069,0.077,0.076
"P51","Buena",0.064,0.396,0.179,0.096,0.141
"P51","Ni buena ni mala",0.116,0.197,0.307,0.221,0.369
"P51","Mala",0.18,0.051,0.163,0.191,0.151
"P51","Muy mala",0.577,0.043,0.262,0.373,0.203
"P51","No sabe",0.029,0.006,0.02,0.042,0.06
"P52","Muy buena",0.155,0.055,0.016,0.055,0.047
"P52","Buena",0.31,0.081,0.066,0.11,0.099
"P52","Ni buena ni mala",0.308,0.096,0.112,0.254,0.257
"P52","Mala",0.089,0.152,0.157,0.21,0.18
"P52","Muy mala",0.119,0.611,0.643,0.345,0.376
"P52","No sabe",0.019,0.005,0.006,0.026,0.041
"P53","Muy buena",0.059,0.45,0.284,0.067,0.123
"P53","Buena",0.065,0.245,0.267,0.089,0.167
"P53","Ni buena ni mala",0.091,0.138,0.224,0.136,0.263
"P53","Mala",0.147,0.046,0.072,0.17,0.15
"P53","Muy mala",0.623,0.118,0.142,0.512,0.258
"P53","No sabe",0.015,0.003,0.011,0.026,0.039
"P54","Muy buena",0.041,0.135,0.567,0.111,0.099
"P54","Buena",0.033,0.217,0.241,0.047,0.123
"P54","Ni buena ni mala",0.113,0.378,0.11,0.183,0.359
"P54","Mala",0.141,0.151,0.032,0.104,0.108
"P54","Muy mala",0.639,0.107,0.042,0.513,0.245
"P54","No sabe",0.033,0.012,0.008,0.042,0.066
"P55","Muy buena",0.031,0.34,0.159,0.12,0.117
"P55","Buena",0.041,0.321,0.254,0.085,0.146
"P55","Ni buena ni mala",0.097,0.201,0.224,0.142,0.281
"P55","Mala",0.162,0.069,0.126,0.119,0.17
"P55","Muy mala",0.648,0.066,0.225,0.493,0.232
"P55","No sabe",0.021,0.003,0.012,0.041,0.054
"P56","Muy buena",0.145,0.066,0.026,0.087,0.039
"P56","Buena",0.333,0.07,0.056,0.085,0.094
"P56","Ni buena ni mala",0.291,0.104,0.115,0.268,0.22
"P56","Mala",0.081,0.163,0.161,0.194,0.224
"P56","Muy mala",0.136,0.59,0.633,0.339,0.387
"P56","No sabe",0.014,0.007,0.009,0.027,0.036
"P57","Muy buena",0.045,0.139,0.088,0.133,0.1
"P57","Buena",0.115,0.194,0.152,0.152,0.131
"P57","Ni buena ni mala",0.375,0.333,0.292,0.3,0.359
"P57","Mala",0.175,0.122,0.133,0.163,0.13
"P57","Muy mala",0.194,0.183,0.266,0.177,0.157
"P57","No sabe",0.096,0.029,0.069,0.075,0.123
"P58","Muy buena",0.022,0.122,0.06,0.097,0.057
"P58","Buena",0.059,0.26,0.114,0.11,0.094
"P58","Ni buena ni mala",0.216,0.376,0.336,0.259,0.377
"P58","Mala",0.17,0.102,0.127,0.13,0.137
"P58","Muy mala",0.445,0.095,0.289,0.317,0.181
"P58","No sabe",0.088,0.045,0.074,0.087,0.154
"P59","Siempre",0.35,0.359,0.251,0.263,0.263
"P59","Casi siempre",0.349,0.382,0.401,0.34,0.353
"P59","Casi nunca",0.19,0.183,0.261,0.265,0.251
"P59","Nunca, pero esta es una excepción",0.111,0.076,0.087,0.132,0.133
"P60","Si",0.604,0.563,0.575,0.501,0.5
"P60","No",0.396,0.437,0.425,0.499,0.5
