"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.278,0.266,0.29,0.232,0.295,0.283,0.286,0.28,0.275,0.281,0.27,0.242,0.302,0.3,0.612,0.06,0.213
"Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.444,0.449,0.439,0.402,0.409,0.488,0.511,0.413,0.434,0.491,0.467,0.451,0.363,0.432,0.117,0.782,0.352
"No sabe",0.278,0.285,0.271,0.366,0.296,0.229,0.203,0.307,0.291,0.228,0.263,0.307,0.335,0.268,0.271,0.158,0.435
