"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.469,0.42,0.458,0.275
"P04","Realizo changas o trabajos de vez en cuando",0.163,0.231,0.169,0.195
"P04","No tengo trabajo",0.145,0.166,0.195,0.396
"P04","Soy jubilado o pensionado",0.223,0.183,0.178,0.134
"P05","1",0.277,0.247,0.349,0.277
"P05","2",0.071,0.055,0.075,0.098
"P05","3",0.051,0.057,0.08,0.157
"P05","4",0.063,0.074,0.092,0.026
"P05","5",0.122,0.158,0.22,0.147
"P05","6",0.038,0.056,0.043,0.015
"P05","7",0.107,0.1,0.039,0.02
"P05","8",0.072,0.057,0.028,0.077
"P05","9",0.199,0.196,0.074,0.183
"P06","1",0.402,0.369,0.152,0.27
"P06","2",0.067,0.069,0.039,0.014
"P06","3",0.048,0.066,0.023,0.02
"P06","4",0.027,0.065,0.036,0.059
"P06","5",0.146,0.182,0.217,0.163
"P06","6",0.034,0.037,0.059,0.048
"P06","7",0.037,0.034,0.091,0.016
"P06","8",0.065,0.033,0.085,0.005
"P06","9",0.174,0.145,0.298,0.405
"P07","1",0.517,0.464,0.238,0.326
"P07","2",0.038,0.043,0.033,0.107
"P07","3",0.024,0.036,0.029,0
"P07","4",0.012,0.033,0.023,0.011
"P07","5",0.095,0.086,0.141,0.132
"P07","6",0.017,0.021,0.027,0
"P07","7",0.023,0.018,0.051,0.012
"P07","8",0.035,0.027,0.058,0.015
"P07","9",0.239,0.272,0.4,0.397
"P09","Del Frente de Todos y el peronismo",0.643,0.623,0.078,0.275
"P09","De Cambiemos",0.179,0.101,0.455,0.016
"P09","De los Liberales libertarios",0.076,0.052,0.278,0.101
"P09","De la Izquierda",0.022,0.049,0.027,0.082
"P09","No sabe",0.08,0.175,0.162,0.526
"P10","A Alberto Fernández",0.181,0.159,0.049,0
"P10","A Sergio Massa",0.16,0.179,0.142,0
"P10","A algún candidato del peronismo",0.135,0.164,0.466,0.296
"P10","A algún candidato del kirchnerismo",0.524,0.498,0.343,0.704
"P11","A Alberto Fernández",0.101,0.071,0.035,0
"P11","A Sergio Massa",0.079,0.111,0.087,0.039
"P11","A algún candidato del peronismo",0.091,0.123,0.407,0.265
"P11","A Cristina Fernández de Kirchner",0.729,0.695,0.471,0.696
"P12","A Horacio Rodriguez Larreta",0.313,0.332,0.241,0
"P12","A Mauricio Macri",0.311,0.347,0.358,0.689
"P12","A Patricia Bullrich",0.181,0.117,0.293,0
"P12","A Facundo Manes",0.104,0.163,0.074,0
"P12","A Gerardo Morales",0.091,0.041,0.034,0.311
"P13","Seguro lo votaria",0.281,0.266,0.2,0.405
"P13","Quizás lo votaría",0.246,0.308,0.35,0
"P13","Nunca lo votaría",0.473,0.426,0.45,0.595
"P14","Lo votaría",0.137,0.059,0.343,0.028
"P14","Puede que lo vote",0.102,0.067,0.274,0.07
"P14","Nunca lo votaría",0.678,0.75,0.292,0.411
"P14","No sabe",0.083,0.124,0.091,0.491
"P15","Lo votaría",0.249,0.165,0.075,0.046
"P15","Puede que lo vote",0.346,0.359,0.084,0.081
"P15","Nunca lo votaría",0.317,0.334,0.788,0.374
"P15","No sabe",0.088,0.142,0.053,0.499
"P16","Lo votaría",0.26,0.173,0.01,0.176
"P16","Puede que lo vote",0.341,0.402,0.026,0.127
"P16","Nunca lo votaría",0.312,0.273,0.932,0.195
"P16","No sabe",0.087,0.152,0.032,0.502
"P17","La votaría",0.599,0.543,0.049,0.259
"P17","Puede que la vote",0.082,0.183,0.021,0.026
"P17","Nunca la votaría",0.297,0.215,0.911,0.199
"P17","No sabe",0.022,0.059,0.019,0.516
"P18","Lo votaría",0.135,0.126,0.2,0.029
"P18","Puede que lo vote",0.138,0.099,0.313,0.065
"P18","Nunca lo votaría",0.687,0.7,0.413,0.37
"P18","No sabe",0.04,0.075,0.074,0.536
"P19","Lo votaría",0.077,0.03,0.122,0.033
"P19","Puede que lo vote",0.201,0.18,0.292,0.125
"P19","Nunca lo votaría",0.606,0.631,0.47,0.345
"P19","No sabe",0.116,0.159,0.116,0.497
"P20","La votaría",0.125,0.06,0.362,0.023
"P20","Puede que la vote",0.126,0.085,0.313,0.131
"P20","Nunca la votaría",0.704,0.79,0.255,0.43
"P20","No sabe",0.045,0.065,0.07,0.416
"P21","Lo votaría",0.134,0.083,0.302,0.005
"P21","Puede que lo vote",0.114,0.081,0.272,0.091
"P21","Nunca lo votaría",0.693,0.745,0.368,0.367
"P21","No sabe",0.059,0.091,0.058,0.537
"P22","La votaría",0.086,0.042,0.185,0.013
"P22","Puede que la vote",0.131,0.082,0.297,0.085
"P22","Nunca la votaría",0.704,0.775,0.422,0.342
"P22","No sabe",0.079,0.101,0.096,0.56
"P23","Lo votaría",0.187,0.119,0.029,0.104
"P23","Puede que lo vote",0.346,0.352,0.074,0.115
"P23","Nunca lo votaría",0.387,0.402,0.86,0.291
"P23","No sabe",0.08,0.127,0.037,0.49
"P24","Lo votaría",0.056,0.032,0.072,0.017
"P24","Puede que lo vote",0.133,0.131,0.193,0.055
"P24","Nunca lo votaría",0.711,0.695,0.617,0.397
"P24","No sabe",0.1,0.142,0.118,0.531
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.115,0.048,0.324,0.062
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.08,0.04,0.177,0.032
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.071,0.074,0.006,0.101
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.594,0.618,0.051,0.347
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.087,0.077,0.293,0.057
"P25","Nicolás del Caño – Myriam Bregman",0.015,0.032,0.023,0.017
"P25","Otros candidatos",0.038,0.111,0.126,0.384
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.656,0.659,0.053,0.276
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.165,0.067,0.425,0.049
"P29","Javier Milei – José Luis Espert por los liberales",0.1,0.09,0.326,0.134
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.013,0.037,0.024,0
"P29","Otro candidato",0.066,0.147,0.172,0.541
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.162,0.128,0.347,0.045
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.537,0.435,0.07,0.243
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.108,0.108,0.355,0.071
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.026,0.072,0.029,0.136
"P31","Otro candidato",0.167,0.257,0.199,0.505
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.515,0.474,0.064,0.158
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.179,0.082,0.455,0.064
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.103,0.095,0.303,0.061
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.029,0.079,0.024,0
"P33","Otro candidato",0.174,0.27,0.154,0.717
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.506,0.443,0.081,0.272
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.174,0.111,0.369,0.054
"P35","Javier Milei – José Luis Espert por los liberales",0.121,0.09,0.357,0.069
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.028,0.077,0.025,0.135
"P35","Otro candidato",0.171,0.279,0.168,0.47
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.649,0.618,0.073,0.359
