"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P12","A Gerardo Morales",0.039,0.049,0.033,0.033
"P13","Seguro lo votaria",0.214,0.322,0.292,0.19
"P13","Quizás lo votaría",0.344,0.339,0.328,0.303
"P13","Nunca lo votaría",0.442,0.339,0.38,0.507
"P14","Lo votaría",0.203,0.204,0.216,0.306
"P14","Puede que lo vote",0.206,0.185,0.177,0.16
"P14","Nunca lo votaría",0.494,0.465,0.463,0.429
"P14","No sabe",0.097,0.146,0.144,0.105
"P15","Lo votaría",0.121,0.126,0.127,0.15
"P15","Puede que lo vote",0.209,0.2,0.173,0.181
"P15","Nunca lo votaría",0.581,0.532,0.573,0.576
"P15","No sabe",0.089,0.142,0.127,0.093
"P16","Lo votaría",0.096,0.141,0.156,0.126
"P16","Puede que lo vote",0.188,0.163,0.135,0.146
"P16","Nunca lo votaría",0.648,0.592,0.609,0.646
"P16","No sabe",0.068,0.104,0.1,0.082
"P17","La votaría",0.28,0.294,0.263,0.294
"P17","Puede que la vote",0.07,0.075,0.069,0.044
"P17","Nunca la votaría",0.619,0.564,0.606,0.629
"P17","No sabe",0.031,0.067,0.062,0.033
"P18","Lo votaría",0.156,0.163,0.146,0.214
"P18","Puede que lo vote",0.234,0.204,0.187,0.247
"P18","Nunca lo votaría",0.544,0.517,0.539,0.452
"P18","No sabe",0.066,0.116,0.128,0.087
"P19","Lo votaría",0.099,0.08,0.09,0.121
"P19","Puede que lo vote",0.242,0.222,0.183,0.263
"P19","Nunca lo votaría",0.54,0.5,0.556,0.456
"P19","No sabe",0.119,0.198,0.171,0.16
"P20","La votaría",0.221,0.193,0.212,0.283
"P20","Puede que la vote",0.21,0.193,0.196,0.192
"P20","Nunca la votaría",0.513,0.496,0.479,0.444
"P20","No sabe",0.056,0.118,0.113,0.081
"P21","Lo votaría",0.225,0.237,0.259,0.127
"P21","Puede que lo vote",0.192,0.191,0.169,0.171
"P21","Nunca lo votaría",0.528,0.455,0.469,0.612
"P21","No sabe",0.055,0.117,0.103,0.09
"P22","La votaría",0.129,0.132,0.131,0.131
"P22","Puede que la vote",0.214,0.164,0.184,0.237
"P22","Nunca la votaría",0.58,0.554,0.541,0.489
"P22","No sabe",0.077,0.15,0.144,0.143
"P23","Lo votaría",0.079,0.078,0.065,0.093
"P23","Puede que lo vote",0.198,0.163,0.145,0.203
"P23","Nunca lo votaría",0.659,0.639,0.68,0.622
"P23","No sabe",0.064,0.12,0.11,0.082
"P24","Lo votaría",0.058,0.042,0.048,0.07
"P24","Puede que lo vote",0.141,0.139,0.124,0.247
"P24","Nunca lo votaría",0.685,0.633,0.662,0.552
"P24","No sabe",0.116,0.186,0.166,0.131
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.185,0.191,0.182,0.299
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.125,0.11,0.116,0.148
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.035,0.046,0.061,0.037
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.301,0.289,0.244,0.303
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.217,0.218,0.242,0.088
"P25","Nicolás del Caño – Myriam Bregman",0.024,0.032,0.021,0.015
"P25","Otros candidatos",0.113,0.114,0.134,0.11
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.32,0.316,0.275,0.331
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.243,0.239,0.26,0.4
"P29","Javier Milei – José Luis Espert por los liberales",0.246,0.259,0.272,0.109
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.029,0.028,0.02,0.014
"P29","Otro candidato",0.162,0.158,0.173,0.146
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.235,0.212,0.227,0.355
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.233,0.248,0.241,0.275
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.262,0.298,0.289,0.126
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.044,0.044,0.044,0.014
"P31","Otro candidato",0.226,0.198,0.199,0.23
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.258,0.208,0.192,0.279
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.275,0.275,0.281,0.416
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.226,0.25,0.264,0.106
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.036,0.04,0.044,0.015
"P33","Otro candidato",0.205,0.227,0.219,0.184
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.265,0.19,0.211,0.284
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.245,0.233,0.229,0.369
"P35","Javier Milei – José Luis Espert por los liberales",0.261,0.295,0.293,0.129
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.036,0.035,0.046,0.016
"P35","Otro candidato",0.193,0.247,0.221,0.202
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.32,0.289,0.273,0.334
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.244,0.21,0.247,0.371
"P37","Javier Milei – José Luis Espert por los liberales",0.269,0.309,0.272,0.129
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.024,0.027,0.021,0.011
"P37","Otro candidato",0.143,0.165,0.187,0.155
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.271,0.214,0.198,0.28
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.26,0.253,0.278,0.42
"P38","Javier Milei – José Luis Espert por los liberales",0.247,0.275,0.264,0.099
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.042,0.04,0.029,0.017
"P38","Otro candidato",0.18,0.218,0.231,0.184
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.355,0.335,0.285,0.35
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.4,0.352,0.412,0.461
"P39","No sabe",0.245,0.313,0.303,0.189
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.296,0.255,0.233,0.297
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.403,0.368,0.384,0.446
"P40","No sabe",0.301,0.377,0.383,0.257
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.313,0.244,0.209,0.295
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.441,0.403,0.448,0.484
"P41","No sabe",0.246,0.353,0.343,0.221
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.344,0.31,0.282,0.335
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.407,0.371,0.401,0.452
"P42","No sabe",0.249,0.319,0.317,0.213
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.309,0.238,0.216,0.302
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.407,0.377,0.38,0.46
"P43","No sabe",0.284,0.385,0.404,0.238
"P44","Mauricio Macri – María Eugenia Vidal",0.403,0.388,0.398,0.464
"P44","Sergio Massa – Wado de Pedro",0.342,0.268,0.248,0.314
"P44","No sabe",0.255,0.344,0.354,0.222
"P45","Sergio Massa – Wado de Pedro",0.33,0.235,0.243,0.337
"P45","Javier Milei – José Luis Espert",0.406,0.406,0.368,0.249
"P45","No sabe",0.264,0.359,0.389,0.414
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.283,0.262,0.259,0.37
"P46","Javier Milei – José Luis Espert",0.323,0.355,0.332,0.157
"P46","No sabe",0.394,0.383,0.409,0.473
"P47","Muy buena",0.092,0.084,0.096,0.106
"P47","Buena",0.158,0.136,0.099,0.177
"P47","Ni buena ni mala",0.159,0.222,0.158,0.166
"P47","Mala",0.104,0.104,0.112,0.104
"P47","Muy mala",0.481,0.443,0.512,0.44
"P47","No sabe",0.006,0.011,0.023,0.007
"P48","Muy buena",0.061,0.061,0.078,0.088
"P48","Buena",0.134,0.137,0.082,0.163
"P48","Ni buena ni mala",0.149,0.187,0.15,0.137
"P48","Mala",0.111,0.107,0.108,0.12
"P48","Muy mala",0.541,0.494,0.564,0.484
"P48","No sabe",0.004,0.014,0.018,0.008
"P49","Muy buena",0.244,0.211,0.188,0.276
"P49","Buena",0.064,0.076,0.062,0.052
"P49","Ni buena ni mala",0.061,0.089,0.086,0.055
"P49","Mala",0.046,0.074,0.058,0.066
"P49","Muy mala",0.58,0.538,0.593,0.54
"P49","No sabe",0.005,0.012,0.013,0.011
"P50","Muy buena",0.148,0.183,0.157,0.21
"P50","Buena",0.146,0.142,0.146,0.196
"P50","Ni buena ni mala",0.171,0.198,0.176,0.126
"P50","Mala",0.12,0.161,0.173,0.142
"P50","Muy mala",0.41,0.307,0.33,0.317
"P50","No sabe",0.005,0.009,0.018,0.009
"P51","Muy buena",0.125,0.135,0.132,0.172
"P51","Buena",0.198,0.178,0.189,0.267
"P51","Ni buena ni mala",0.2,0.291,0.228,0.187
"P51","Mala",0.132,0.114,0.155,0.12
"P51","Muy mala",0.331,0.253,0.247,0.23
"P51","No sabe",0.014,0.029,0.049,0.024
"P52","Muy buena",0.072,0.075,0.064,0.106
"P52","Buena",0.168,0.137,0.097,0.183
"P52","Ni buena ni mala",0.175,0.236,0.209,0.178
"P52","Mala",0.128,0.133,0.16,0.153
"P52","Muy mala",0.449,0.404,0.434,0.366
"P52","No sabe",0.008,0.015,0.036,0.014
"P53","Muy buena",0.231,0.225,0.232,0.277
"P53","Buena",0.176,0.17,0.172,0.193
"P53","Ni buena ni mala",0.141,0.211,0.194,0.112
"P53","Mala",0.086,0.121,0.104,0.114
"P53","Muy mala",0.362,0.248,0.265,0.293
"P53","No sabe",0.004,0.025,0.033,0.011
"P54","Muy buena",0.188,0.204,0.227,0.102
"P54","Buena",0.146,0.17,0.139,0.131
"P54","Ni buena ni mala",0.195,0.278,0.245,0.289
"P54","Mala",0.111,0.102,0.104,0.162
"P54","Muy mala",0.35,0.198,0.237,0.291
"P54","No sabe",0.01,0.048,0.048,0.025
"P55","Muy buena",0.151,0.19,0.162,0.214
"P55","Buena",0.179,0.172,0.177,0.243
"P55","Ni buena ni mala",0.175,0.214,0.218,0.137
"P55","Mala",0.124,0.137,0.115,0.124
"P55","Muy mala",0.364,0.261,0.285,0.264
"P55","No sabe",0.007,0.026,0.043,0.018
"P56","Muy buena",0.077,0.076,0.068,0.098
"P56","Buena",0.146,0.159,0.112,0.202
"P56","Ni buena ni mala",0.196,0.202,0.171,0.16
"P56","Mala",0.128,0.144,0.173,0.171
"P56","Muy mala",0.448,0.408,0.436,0.355
"P56","No sabe",0.005,0.011,0.04,0.014
"P57","Muy buena",0.101,0.07,0.088,0.107
"P57","Buena",0.134,0.162,0.131,0.202
"P57","Ni buena ni mala",0.333,0.365,0.3,0.375
"P57","Mala",0.154,0.121,0.143,0.138
"P57","Muy mala",0.232,0.19,0.216,0.109
"P57","No sabe",0.046,0.092,0.122,0.069
"P58","Muy buena",0.068,0.059,0.076,0.078
"P58","Buena",0.133,0.125,0.097,0.222
"P58","Ni buena ni mala",0.299,0.385,0.307,0.299
"P58","Mala",0.14,0.1,0.145,0.138
"P58","Muy mala",0.305,0.22,0.24,0.201
"P58","No sabe",0.055,0.111,0.135,0.062
"P59","Siempre",0.305,0.299,0.337,0.354
"P59","Casi siempre",0.366,0.364,0.351,0.404
"P59","Casi nunca",0.23,0.24,0.205,0.149
"P59","Nunca, pero esta es una excepción",0.099,0.097,0.107,0.093
"P60","Si",0.573,0.561,0.602,0.527
"P60","No",0.427,0.439,0.398,0.473
