"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.423,0.452,0.435,0.296
"P04","Realizo changas o trabajos de vez en cuando",0.213,0.23,0.19,0.305
"P04","No tengo trabajo",0.181,0.201,0.194,0.271
"P04","Soy jubilado o pensionado",0.183,0.117,0.181,0.128
"P05","1",0.255,0.205,0.356,0.31
"P05","2",0.059,0.089,0.078,0.097
"P05","3",0.031,0.046,0.082,0.071
"P05","4",0.039,0.058,0.089,0.083
"P05","5",0.126,0.182,0.217,0.238
"P05","6",0.05,0.063,0.036,0.028
"P05","7",0.103,0.124,0.034,0.03
"P05","8",0.074,0.048,0.025,0.046
"P05","9",0.263,0.185,0.083,0.097
"P06","1",0.481,0.314,0.172,0.254
"P06","2",0.075,0.082,0.036,0.043
"P06","3",0.047,0.062,0.03,0.023
"P06","4",0.038,0.072,0.043,0.106
"P06","5",0.13,0.203,0.212,0.244
"P06","6",0.022,0.051,0.056,0.063
"P06","7",0.021,0.043,0.08,0.054
"P06","8",0.031,0.036,0.077,0.04
"P06","9",0.155,0.137,0.294,0.173
"P07","1",0.585,0.466,0.239,0.298
"P07","2",0.032,0.07,0.031,0.048
"P07","3",0.023,0.029,0.026,0.019
"P07","4",0.011,0.024,0.026,0.031
"P07","5",0.055,0.1,0.135,0.148
"P07","6",0.011,0.028,0.025,0.02
"P07","7",0.011,0.019,0.047,0.038
"P07","8",0.022,0.013,0.054,0.028
"P07","9",0.25,0.251,0.417,0.37
"P09","Del Frente de Todos y el peronismo",0.808,0.509,0.065,0.165
"P09","De Cambiemos",0.057,0.107,0.442,0.066
"P09","De los Liberales libertarios",0.011,0.075,0.263,0.057
"P09","De la Izquierda",0.019,0.079,0.032,0.072
"P09","No sabe",0.105,0.23,0.198,0.64
"P10","A Alberto Fernández",0.22,0.187,0.139,0.18
"P10","A Sergio Massa",0.141,0.269,0.221,0.287
"P10","A algún candidato del peronismo",0.126,0.269,0.522,0.384
"P10","A algún candidato del kirchnerismo",0.513,0.275,0.118,0.149
"P11","A Alberto Fernández",0.146,0.16,0.106,0.136
"P11","A Sergio Massa",0.063,0.227,0.206,0.253
"P11","A algún candidato del peronismo",0.057,0.202,0.551,0.395
"P11","A Cristina Fernández de Kirchner",0.734,0.411,0.137,0.216
"P12","A Horacio Rodriguez Larreta",0.365,0.336,0.266,0.311
"P12","A Mauricio Macri",0.173,0.333,0.36,0.126
"P12","A Patricia Bullrich",0.086,0.069,0.269,0.249
"P12","A Facundo Manes",0.254,0.192,0.074,0.187
"P12","A Gerardo Morales",0.122,0.07,0.031,0.127
"P13","Seguro lo votaria",0.356,0.176,0.239,0.174
"P13","Quizás lo votaría",0.211,0.568,0.331,0.337
"P13","Nunca lo votaría",0.433,0.256,0.43,0.489
"P14","Lo votaría",0.055,0.062,0.337,0.042
"P14","Puede que lo vote",0.032,0.144,0.269,0.095
"P14","Nunca lo votaría",0.816,0.686,0.301,0.369
"P14","No sabe",0.097,0.108,0.093,0.494
"P15","Lo votaría",0.224,0.188,0.081,0.071
"P15","Puede que lo vote",0.389,0.359,0.094,0.103
"P15","Nunca lo votaría",0.256,0.351,0.765,0.235
"P15","No sabe",0.131,0.102,0.06,0.591
"P16","Lo votaría",0.364,0.117,0.015,0.079
"P16","Puede que lo vote",0.376,0.598,0.025,0.091
"P16","Nunca lo votaría",0.147,0.196,0.938,0.125
"P16","No sabe",0.113,0.089,0.022,0.705
"P18","Lo votaría",0.14,0.043,0.2,0.039
"P18","Puede que lo vote",0.043,0.225,0.315,0.067
"P18","Nunca lo votaría",0.758,0.657,0.415,0.259
"P18","No sabe",0.059,0.075,0.07,0.635
"P19","Lo votaría",0.037,0.066,0.132,0.038
"P19","Puede que lo vote",0.111,0.206,0.296,0.106
"P19","Nunca lo votaría",0.707,0.57,0.448,0.255
"P19","No sabe",0.145,0.158,0.124,0.601
"P20","La votaría",0.035,0.043,0.344,0.035
"P20","Puede que la vote",0.036,0.091,0.295,0.099
"P20","Nunca la votaría",0.861,0.787,0.297,0.38
"P20","No sabe",0.068,0.079,0.064,0.486
"P21","Lo votaría",0.045,0.092,0.319,0.042
"P21","Puede que lo vote",0.051,0.122,0.258,0.079
"P21","Nunca lo votaría",0.83,0.699,0.367,0.361
"P21","No sabe",0.074,0.087,0.056,0.518
"P22","La votaría",0.036,0.041,0.189,0.031
"P22","Puede que la vote",0.041,0.108,0.296,0.062
"P22","Nunca la votaría",0.835,0.754,0.417,0.321
"P22","No sabe",0.088,0.097,0.098,0.586
"P23","Lo votaría",0.18,0.093,0.033,0.054
"P23","Puede que lo vote",0.397,0.296,0.078,0.091
"P23","Nunca lo votaría",0.316,0.487,0.848,0.285
"P23","No sabe",0.107,0.124,0.041,0.57
"P24","Lo votaría",0.039,0.029,0.067,0.023
"P24","Puede que lo vote",0.09,0.154,0.193,0.064
"P24","Nunca lo votaría",0.742,0.664,0.623,0.344
"P24","No sabe",0.129,0.153,0.117,0.569
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.018,0.02,0.318,0.084
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.015,0.054,0.183,0.089
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.076,0.127,0.015,0.099
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.85,0.512,0.019,0.171
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.013,0.069,0.304,0.078
"P25","Nicolás del Caño – Myriam Bregman",0.014,0.079,0.02,0.059
"P25","Otros candidatos",0.014,0.139,0.141,0.42
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.916,0.621,0.017,0.166
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.016,0.04,0.426,0.091
"P29","Javier Milei – José Luis Espert por los liberales",0.026,0.081,0.342,0.128
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.013,0.088,0.02,0.069
"P29","Otro candidato",0.029,0.17,0.195,0.546
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.082,0.161,0.347,0.089
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.616,0.404,0.066,0.153
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.034,0.081,0.37,0.146
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.046,0.106,0.024,0.113
"P31","Otro candidato",0.222,0.248,0.193,0.499
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.61,0.506,0.05,0.2
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.057,0.071,0.445,0.128
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.028,0.088,0.32,0.093
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.051,0.092,0.018,0.098
"P33","Otro candidato",0.254,0.243,0.167,0.481
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.601,0.403,0.071,0.254
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.066,0.179,0.367,0.103
"P35","Javier Milei – José Luis Espert por los liberales",0.03,0.104,0.368,0.1
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.051,0.089,0.019,0.084
"P35","Otro candidato",0.252,0.225,0.175,0.459
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.857,0.561,0.041,0.258
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.046,0.128,0.382,0.088
"P37","Javier Milei – José Luis Espert por los liberales",0.022,0.085,0.376,0.138
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.02,0.07,0.015,0.065
"P37","Otro candidato",0.055,0.156,0.186,0.451
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.674,0.519,0.033,0.211
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.028,0.081,0.442,0.104
"P38","Javier Milei – José Luis Espert por los liberales",0.029,0.083,0.337,0.12
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.046,0.078,0.021,0.113
"P38","Otro candidato",0.223,0.239,0.167,0.452
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.919,0.613,0.05,0.257
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.037,0.124,0.616,0.088
"P39","No sabe",0.044,0.263,0.334,0.655
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.767,0.562,0.031,0.201
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.021,0.109,0.616,0.135
"P40","No sabe",0.212,0.329,0.353,0.664
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.746,0.601,0.038,0.244
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.022,0.089,0.684,0.139
"P41","No sabe",0.232,0.31,0.278,0.617
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.934,0.643,0.025,0.247
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.011,0.095,0.629,0.158
"P42","No sabe",0.055,0.262,0.346,0.595
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.757,0.591,0.039,0.252
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.024,0.084,0.618,0.174
"P43","No sabe",0.219,0.325,0.343,0.574
"P44","Mauricio Macri – María Eugenia Vidal",0.116,0.178,0.572,0.179
"P44","Sergio Massa – Wado de Pedro",0.663,0.526,0.137,0.212
"P44","No sabe",0.221,0.296,0.291,0.609
"P45","Sergio Massa – Wado de Pedro",0.686,0.507,0.117,0.216
"P45","Javier Milei – José Luis Espert",0.102,0.23,0.505,0.22
"P45","No sabe",0.212,0.263,0.378,0.564
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.136,0.22,0.371,0.153
"P46","Javier Milei – José Luis Espert",0.054,0.117,0.422,0.245
"P46","No sabe",0.81,0.663,0.207,0.602
"P47","Muy buena",0.188,0.064,0.06,0.04
"P47","Buena",0.349,0.247,0.053,0.128
"P47","Ni buena ni mala",0.348,0.494,0.058,0.317
"P47","Mala",0.085,0.136,0.106,0.2
"P47","Muy mala",0.02,0.055,0.72,0.146
"P47","No sabe",0.01,0.004,0.003,0.169
"P48","Muy buena",0.212,0.075,0.006,0.103
"P48","Buena",0.366,0.293,0.017,0.091
"P48","Ni buena ni mala",0.304,0.424,0.056,0.307
"P48","Mala",0.085,0.145,0.117,0.154
"P48","Muy mala",0.027,0.057,0.799,0.208
"P48","No sabe",0.006,0.006,0.005,0.137
"P49","Muy buena",0.789,0.224,0.008,0.11
"P49","Buena",0.128,0.329,0.008,0.096
"P49","Ni buena ni mala",0.053,0.355,0.035,0.333
"P49","Mala",0.013,0.049,0.077,0.06
"P49","Muy mala",0.013,0.043,0.868,0.249
"P49","No sabe",0.004,0,0.004,0.152
"P50","Muy buena",0.116,0.094,0.2,0.113
"P50","Buena",0.025,0.11,0.219,0.042
"P50","Ni buena ni mala",0.058,0.083,0.222,0.184
"P50","Mala",0.186,0.186,0.116,0.166
"P50","Muy mala",0.611,0.525,0.238,0.345
"P50","No sabe",0.004,0.002,0.005,0.15
"P51","Muy buena",0.019,0.062,0.196,0.083
"P51","Buena",0.023,0.083,0.3,0.111
"P51","Ni buena ni mala",0.126,0.167,0.261,0.258
"P51","Mala",0.177,0.212,0.101,0.176
"P51","Muy mala",0.621,0.458,0.128,0.188
"P51","No sabe",0.034,0.018,0.014,0.184
"P52","Muy buena",0.159,0.12,0.038,0.086
"P52","Buena",0.314,0.264,0.077,0.092
"P52","Ni buena ni mala",0.333,0.306,0.117,0.297
"P52","Mala",0.075,0.161,0.163,0.167
"P52","Muy mala",0.096,0.144,0.598,0.213
"P52","No sabe",0.023,0.005,0.007,0.145
"P53","Muy buena",0.032,0.062,0.349,0.101
"P53","Buena",0.042,0.13,0.244,0.076
"P53","Ni buena ni mala",0.098,0.151,0.182,0.193
"P53","Mala",0.143,0.159,0.073,0.196
"P53","Muy mala",0.666,0.493,0.145,0.299
"P53","No sabe",0.019,0.005,0.007,0.135
"P54","Muy buena",0.033,0.074,0.259,0.102
"P54","Buena",0.019,0.083,0.209,0.09
"P54","Ni buena ni mala",0.103,0.104,0.304,0.27
"P54","Mala",0.131,0.127,0.111,0.121
"P54","Muy mala",0.669,0.586,0.105,0.261
"P54","No sabe",0.045,0.026,0.012,0.156
"P55","Muy buena",0.018,0.063,0.25,0.086
"P55","Buena",0.014,0.055,0.281,0.089
"P55","Ni buena ni mala",0.08,0.103,0.229,0.279
"P55","Mala",0.158,0.182,0.104,0.16
