"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.681,0.431,0.165,0.774
"P11","A Santilli y Manes por Juntos",0.252,0.291,0.601,0.142
"P11","A Del Caño por el Frente de Izquierda",0,0.034,0.034,0.042
"P11","A Espert por Avanza libertad",0,0.064,0.054,0.042
"P11","A Randazo por “Vamos con vos""",0,0.025,0.008,0
"P11","A Hotton por “+Valores”",0,0.037,0.013,0
"P11","Votaría en blanco o anularía",0.067,0.118,0.125,0
