"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.361,0.272,0.235,0.154
"P10","Juntos por el Cambio",0.293,0.332,0.27,0.203
"P10","De los liberales libertarios",0.253,0.233,0.268,0.098
"P10","De la Izquierda",0.028,0.03,0.05,0.049
"P10","Hacemos por nuestro país",0.02,0.048,0.04,0.063
"P10","Otro",0.019,0.013,0.049,0.123
"P10","En blanco",0.012,0.017,0.028,0.126
"P10","No sabe",0.014,0.055,0.06,0.184
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.384,0.318,0.296,0.212
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.271,0.255,0.221,0.132
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.273,0.276,0.267,0.144
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.023,0.023,0.046,0.047
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.06,0.106,0.129
"P13","En blanco",0.016,0.025,0.021,0.066
"P13","No sabe",0.006,0.043,0.043,0.27
"P27","Tiene Decidido que va a ir a votar",0.963,0.795,0.79,0.707
"P27","Tiene dudas sobre si va a ir a  votar",0.026,0.196,0.096,0.23
"P27","Tiene Decidido que no va a ir a votar",0.011,0.009,0.114,0.063
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.444,0.367,0.304,0.25
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.335,0.397,0.341,0.211
"P28","En blanco",0.138,0.137,0.103,0.156
"P28","No sabe",0.083,0.099,0.252,0.383
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.348,0.36,0.305,0.267
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.287,0.292,0.32,0.179
"P29","En blanco",0.242,0.203,0.186,0.15
"P29","No sabe",0.123,0.145,0.189,0.404
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.446,0.347,0.367,0.367
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.33,0.369,0.328,0.208
"P30","En blanco",0.141,0.18,0.13,0.145
"P30","No sabe",0.083,0.104,0.175,0.28
"P38","Inflación",0.345,0.343,0.307,0.19
"P38","Desempleo",0.072,0.094,0.125,0.129
"P38","Corrupción",0.32,0.33,0.305,0.317
"P38","Inseguridad",0.108,0.119,0.122,0.144
"P38","Precio del dólar",0.029,0.003,0.035,0.064
"P38","Pobreza",0.046,0.054,0.04,0.054
"P38","Narcotráfico",0.014,0.005,0.005,0.016
"P38","Tarifas",0.004,0.006,0.001,0.021
"P38","Otro",0.047,0.029,0.026,0.022
"P38","No sabe",0.015,0.017,0.034,0.043
"P10_imputada","Unión por la Patria",0.364,0.278,0.256,0.226
"P10_imputada","Juntos por el Cambio",0.297,0.347,0.282,0.277
"P10_imputada","De los liberales libertarios",0.255,0.256,0.288,0.119
"P10_imputada","De la Izquierda",0.028,0.03,0.05,0.051
"P10_imputada","Hacemos por nuestro país",0.022,0.052,0.04,0.07
"P10_imputada","Otro",0.022,0.02,0.056,0.127
"P10_imputada","En blanco",0.012,0.017,0.028,0.13
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.385,0.327,0.313,0.305
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.272,0.263,0.234,0.208
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.275,0.29,0.279,0.186
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.024,0.023,0.046,0.051
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.028,0.068,0.107,0.153
"P13_imputada","En blanco",0.016,0.029,0.021,0.097
