"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.771,0.191,0.119,0.142,0.107,0.153,0.247,0.165
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.1,0.654,0.088,0.063,0.058,0.067,0.058,0.062
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.091,0.099,0.743,0.111,0.158,0.191,0.129,0.239
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.01,0.006,0.007,0.542,0.014,0.066,0.015,0.006
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.011,0.019,0.031,0.062,0.607,0.161,0.037,0.111
"P13","En blanco",0.006,0.015,0.005,0.033,0.026,0.199,0.259,0.024
"P13","No sabe",0.011,0.016,0.007,0.047,0.03,0.163,0.255,0.393
"P26","Totalmente seguro",0.785,0.708,0.74,0.605,0.483,0.436,0.334,0.245
"P26","Bastante seguro",0.102,0.139,0.117,0.11,0.193,0.052,0.085,0.168
"P26","Algo seguro",0.068,0.087,0.104,0.144,0.126,0.145,0.104,0.144
"P26","Para nada seguro",0.045,0.066,0.039,0.141,0.198,0.367,0.477,0.443
"P27","Tiene Decidido que va a ir a votar",0.929,0.917,0.929,0.886,0.891,0.779,0.61,0.738
"P27","Tiene dudas sobre si va a ir a  votar",0.061,0.063,0.056,0.056,0.042,0.142,0.263,0.185
"P27","Tiene Decidido que no va a ir a votar",0.01,0.02,0.015,0.058,0.067,0.079,0.127,0.077
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.851,0.185,0.122,0.356,0.21,0.214,0.338,0.207
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.078,0.731,0.319,0.131,0.261,0.198,0.047,0.112
"P28","En blanco",0.035,0.037,0.358,0.225,0.301,0.135,0.354,0.097
"P28","No sabe",0.036,0.047,0.201,0.288,0.228,0.453,0.261,0.584
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.232,0.707,0.123,0.252,0.249,0.202,0.152,0.079
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.084,0.155,0.75,0.178,0.254,0.219,0.143,0.279
"P29","En blanco",0.449,0.074,0.069,0.381,0.288,0.238,0.445,0.099
"P29","No sabe",0.235,0.064,0.058,0.189,0.209,0.341,0.26,0.543
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.846,0.243,0.101,0.452,0.317,0.251,0.3,0.275
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.056,0.274,0.799,0.203,0.247,0.337,0.18,0.281
"P30","En blanco",0.063,0.282,0.062,0.22,0.262,0.119,0.395,0.094
"P30","No sabe",0.035,0.201,0.038,0.125,0.174,0.293,0.125,0.35
"P38","Inflación",0.393,0.308,0.318,0.293,0.356,0.144,0.204,0.196
"P38","Desempleo",0.106,0.064,0.07,0.067,0.044,0.18,0.152,0.06
"P38","Corrupción",0.137,0.428,0.435,0.301,0.354,0.378,0.241,0.346
"P38","Inseguridad",0.134,0.106,0.087,0.113,0.135,0.163,0.12,0.096
"P38","Precio del dólar",0.046,0.015,0.011,0.056,0.011,0.062,0.036,0.072
"P38","Pobreza",0.068,0.026,0.03,0.106,0.053,0.03,0.051,0.081
"P38","Narcotráfico",0.022,0.007,0.002,0.013,0.004,0,0.046,0.048
"P38","Tarifas",0.006,0.006,0.003,0.003,0,0,0.004,0.016
"P38","Otro",0.063,0.026,0.031,0.047,0.026,0.039,0.008,0.055
"P38","No sabe",0.025,0.014,0.013,0.001,0.017,0.004,0.138,0.03
