"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.362,0.337,0.385,0.326,0.39,0.378,0.337,0.385,0.361,0.337,0.676,0.093,0.332,0.279,0.373,0.401,0.421,0.722,0.599,0.041,0.173,0.102
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.26,0.234,0.284,0.168,0.2,0.348,0.444,0.242,0.234,0.323,0.08,0.524,0.221,0.283,0.193,0.217,0.281,0.102,0.168,0.854,0.512,0.054
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.271,0.334,0.214,0.369,0.301,0.186,0.142,0.262,0.299,0.238,0.155,0.319,0.322,0.284,0.339,0.31,0.219,0.114,0.121,0.084,0.186,0.803
"Los candidatos a presidente y vicepresidente de la izquierda",0.027,0.026,0.028,0.029,0.033,0.021,0.02,0.026,0.027,0.03,0.023,0.013,0.023,0.034,0.019,0.017,0.027,0.021,0.054,0.009,0.044,0.003
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.054,0.044,0.062,0.076,0.054,0.039,0.035,0.052,0.053,0.055,0.044,0.036,0.083,0.088,0.046,0.045,0.03,0.026,0.046,0.007,0.077,0.032
"En blanco",0.026,0.025,0.027,0.032,0.022,0.028,0.022,0.033,0.026,0.017,0.022,0.015,0.019,0.032,0.03,0.01,0.022,0.015,0.012,0.005,0.008,0.006
