"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.338,0.312,0.362,0.251,0.312,0.379,0.492,0.334,0.306,0.394,0.198,0.546,0.329,0.359,0.277,0.299,0.359,0.357,0.379,0.787,0.686,0.087
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.282,0.343,0.228,0.393,0.288,0.208,0.182,0.258,0.31,0.267,0.159,0.35,0.336,0.304,0.336,0.292,0.234,0.094,0.148,0.17,0.162,0.847
"En blanco",0.225,0.213,0.235,0.237,0.234,0.24,0.16,0.208,0.235,0.23,0.406,0.046,0.199,0.212,0.2,0.235,0.246,0.364,0.359,0.027,0.044,0.04
"No sabe",0.155,0.132,0.175,0.119,0.166,0.173,0.166,0.2,0.149,0.109,0.237,0.058,0.136,0.125,0.187,0.174,0.161,0.185,0.114,0.016,0.108,0.026
