"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.16,0.295,0.375,0.241
"P07","De Cambiemos",0.43,0.399,0.18,0.31
"P07","De los Liberales libertarios",0.184,0.135,0.274,0.178
"P07","De la Izquierda",0.029,0.017,0.071,0.021
"P07","Otros",0.113,0.066,0.031,0.05
"P07","No sabe",0.084,0.088,0.069,0.2
"P08","A Alberto Fernández",0.147,0.134,0.132,0.11
"P08","A Sergio Massa",0.245,0.213,0.213,0.164
"P08","A algún candidato del peronismo",0.321,0.376,0.113,0.278
"P08","A algún candidato del kirchnerismo",0.287,0.277,0.542,0.448
"P09","A Alberto Fernández",0.108,0.11,0.041,0.039
"P09","A Sergio Massa",0.122,0.131,0.141,0.07
"P09","A algún candidato del peronismo",0.298,0.307,0.077,0.146
"P09","A Cristina Fernández de Kirchner",0.472,0.452,0.741,0.745
"P10","A Horacio Rodriguez Larreta",0.206,0.179,0.255,0.352
"P10","A Mauricio Macri",0.301,0.368,0.22,0.229
"P10","A Patricia Bullrich",0.44,0.363,0.434,0.386
"P10","A Facundo Manes",0.033,0.029,0.069,0
"P10","A Gerardo Morales",0.02,0.061,0.022,0.033
"P11","A Juntos por el Cambio",0.371,0.349,0.218,0.214
"P11","Al Frente de Todos",0.13,0.11,0.217,0.107
"P11","A Hacemos por Córdoba",0.203,0.31,0.254,0.288
"P11","A los liberales libertarios de Milei",0.108,0.094,0.15,0.166
"P11","A Encuentro Vecinal Córdoba",0.081,0.033,0.005,0.004
"P11","Al Frente de Izquierda",0.048,0.031,0.081,0.04
"P11","No sabe",0.059,0.073,0.075,0.181
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.626,0.594,0.776,0.477
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.34,0.283,0.176,0.367
"P12","No sabe",0.034,0.123,0.048,0.156
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.421,0.326,0.309,0.256
"P13","A Martín Llaryora por Hacemos por Córdoba",0.271,0.407,0.233,0.419
"P13","Al candidato del Frente de Todos",0.062,0.059,0.179,0.06
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.054,0.096,0.131,0.097
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.11,0.018,0.014,0
"P13","Al candidato del Frente de Izquierda",0.011,0.02,0.071,0.019
"P13","Votaría en blanco",0.031,0.019,0.02,0.05
"P13","No sabe",0.04,0.055,0.043,0.099
"P15","A Luis Juez por Juntos por el Cambio",0.389,0.357,0.234,0.232
"P15","A Martín Llaryora por Hacemos por Córdoba",0.308,0.408,0.3,0.424
"P15","Al candidato del Frente de Todos",0.038,0.052,0.164,0.097
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.089,0.088,0.15,0.104
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.123,0.008,0.012,0
"P15","Al candidato del Frente de Izquierda",0.009,0.021,0.069,0.015
"P15","Votaría en blanco",0.01,0.02,0.019,0.024
"P15","No sabe",0.034,0.046,0.052,0.104
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.477,0.381,0.291,0.286
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.207,0.354,0.206,0.392
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.04,0.06,0.189,0.062
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.08,0.095,0.132,0.103
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.097,0.033,0.014,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.007,0.007,0.08,0.019
"P17","Votaría en blanco",0.029,0.016,0.041,0.032
"P17","No sabe",0.063,0.054,0.047,0.106
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.424,0.365,0.256,0.244
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.229,0.348,0.219,0.407
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.048,0.068,0.185,0.062
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.086,0.101,0.147,0.106
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.096,0.024,0.014,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.01,0.013,0.079,0.019
"P18","Votaría en blanco",0.016,0.024,0.031,0.046
"P18","No sabe",0.091,0.057,0.069,0.116
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.407,0.385,0.264,0.288
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.246,0.357,0.226,0.353
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.041,0.058,0.181,0.076
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.106,0.099,0.148,0.1
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.093,0.02,0.011,0
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.007,0.009,0.076,0.019
"P19","Votaría en blanco",0.015,0.035,0.036,0.025
"P19","No sabe",0.085,0.037,0.058,0.139
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.426,0.34,0.273,0.266
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.235,0.373,0.22,0.407
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.046,0.059,0.161,0.062
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.08,0.097,0.167,0.097
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.095,0.017,0.011,0.003
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.008,0.01,0.071,0.019
"P20","Votaría en blanco",0.012,0.041,0.037,0.033
"P20","No sabe",0.098,0.063,0.06,0.113
"P21","Lo votaría",0.409,0.292,0.257,0.213
"P21","Puede que lo vote",0.281,0.249,0.113,0.257
"P21","Nunca lo votaría",0.3,0.459,0.63,0.499
"P21","No sabe",0.01,0,0,0.031
"P22","Lo votaría",0.244,0.382,0.227,0.334
"P22","Puede que lo vote",0.228,0.193,0.25,0.178
"P22","Nunca lo votaría",0.518,0.425,0.523,0.457
"P22","No sabe",0.01,0,0,0.031
"P23","Lo votaría",0.345,0.346,0.164,0.213
"P23","Puede que lo vote",0.221,0.171,0.169,0.167
"P23","Nunca lo votaría",0.424,0.483,0.667,0.582
"P23","No sabe",0.01,0,0,0.038
"P24","Lo votaría",0.078,0.089,0.194,0.105
"P24","Puede que lo vote",0.181,0.127,0.145,0.173
"P24","Nunca lo votaría",0.73,0.784,0.66,0.68
"P24","No sabe",0.011,0,0.001,0.042
"P25","Positiva",0.569,0.428,0.277,0.32
"P25","Neutra",0.289,0.388,0.229,0.24
"P25","Negativa",0.13,0.17,0.491,0.239
"P25","No sabe",0.012,0.014,0.003,0.201
"P26","Positiva",0.514,0.412,0.231,0.337
"P26","Neutra",0.181,0.24,0.114,0.176
"P26","Negativa",0.299,0.344,0.639,0.395
"P26","No sabe",0.006,0.004,0.016,0.092
"P27","Positiva",0.514,0.438,0.343,0.425
"P27","Neutra",0.201,0.33,0.11,0.258
"P27","Negativa",0.282,0.227,0.545,0.199
"P27","No sabe",0.003,0.005,0.002,0.118
"P29","Positiva",0.251,0.135,0.135,0.138
"P29","Neutra",0.07,0.284,0.1,0.095
"P29","Negativa",0.676,0.572,0.765,0.501
"P29","No sabe",0.003,0.009,0,0.266
"P30","Positiva",0.181,0.211,0.363,0.234
"P30","Neutra",0.063,0.114,0.034,0.055
"P30","Negativa",0.753,0.671,0.6,0.647
"P30","No sabe",0.003,0.004,0.003,0.064
"P31","Positiva",0.416,0.417,0.268,0.291
"P31","Neutra",0.185,0.171,0.096,0.115
"P31","Negativa",0.397,0.404,0.636,0.51
"P31","No sabe",0.002,0.008,0,0.084
"P32","Positiva",0.399,0.334,0.167,0.197
"P32","Neutra",0.274,0.33,0.156,0.274
"P32","Negativa",0.315,0.315,0.674,0.335
"P32","No sabe",0.012,0.021,0.003,0.194
"P33","Positiva",0.201,0.216,0.18,0.146
"P33","Neutra",0.125,0.23,0.156,0.208
"P33","Negativa",0.672,0.543,0.635,0.458
"P33","No sabe",0.002,0.011,0.029,0.188
"P34","Positiva",0.564,0.473,0.324,0.353
"P34","Neutra",0.141,0.181,0.071,0.158
"P34","Negativa",0.288,0.346,0.598,0.35
"P34","No sabe",0.007,0,0.007,0.139
"P35","Positiva",0.437,0.437,0.281,0.385
"P35","Neutra",0.266,0.269,0.142,0.259
"P35","Negativa",0.292,0.294,0.573,0.232
"P35","No sabe",0.005,0,0.004,0.124
"P36","Positiva",0.351,0.248,0.292,0.249
"P36","Neutra",0.313,0.336,0.11,0.258
