"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.106,0.237,0.569,0.346
"P07","De Cambiemos",0.557,0.271,0.103,0.066
"P07","De los Liberales libertarios",0.192,0.216,0.172,0.19
"P07","De la Izquierda",0.013,0.046,0.054,0.032
"P07","Otros",0.065,0.092,0.042,0.031
"P07","No sabe",0.067,0.138,0.06,0.335
"P08","A Alberto Fernández",0.142,0.215,0.087,0.123
"P08","A Sergio Massa",0.417,0.159,0.181,0.158
"P08","A algún candidato del peronismo",0.284,0.414,0.145,0.719
"P08","A algún candidato del kirchnerismo",0.157,0.212,0.587,0
"P09","A Alberto Fernández",0.153,0.121,0.038,0
"P09","A Sergio Massa",0.29,0.142,0.08,0
"P09","A algún candidato del peronismo",0.263,0.245,0.157,0.366
"P09","A Cristina Fernández de Kirchner",0.294,0.492,0.725,0.634
"P10","A Horacio Rodriguez Larreta",0.187,0.269,0.416,0
"P10","A Mauricio Macri",0.343,0.291,0.073,0.766
"P10","A Patricia Bullrich",0.422,0.361,0.26,0.234
"P10","A Facundo Manes",0.023,0.04,0.107,0
"P10","A Gerardo Morales",0.025,0.039,0.144,0
"P11","A Juntos por el Cambio",0.502,0.276,0.057,0.179
"P11","Al Frente de Todos",0.087,0.104,0.289,0.054
"P11","A Hacemos por Córdoba",0.175,0.305,0.334,0.294
"P11","A los liberales libertarios de Milei",0.12,0.133,0.107,0.133
"P11","A Encuentro Vecinal Córdoba",0.021,0.047,0.044,0.014
"P11","Al Frente de Izquierda",0.028,0.07,0.073,0.065
"P11","No sabe",0.067,0.065,0.096,0.261
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.685,0.572,0.073,0.138
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.271,0.329,0.345,0.694
"P12","No sabe",0.044,0.099,0.582,0.168
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.645,0.225,0.021,0.124
"P13","A Martín Llaryora por Hacemos por Córdoba",0.183,0.398,0.436,0.483
"P13","Al candidato del Frente de Todos",0.033,0.049,0.244,0
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.06,0.146,0.099,0.011
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.026,0.063,0.032,0.028
"P13","Al candidato del Frente de Izquierda",0.001,0.032,0.08,0.022
"P13","Votaría en blanco",0.015,0.023,0.034,0.1
"P13","No sabe",0.037,0.064,0.054,0.232
"P15","A Luis Juez por Juntos por el Cambio",0.508,0.262,0.088,0.208
"P15","A Martín Llaryora por Hacemos por Córdoba",0.274,0.414,0.408,0.445
"P15","Al candidato del Frente de Todos",0.024,0.048,0.218,0.056
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.093,0.13,0.103,0.011
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.036,0.053,0.025,0.037
"P15","Al candidato del Frente de Izquierda",0.011,0.023,0.08,0.009
"P15","Votaría en blanco",0.01,0.013,0.028,0.057
"P15","No sabe",0.044,0.057,0.05,0.177
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.614,0.305,0.067,0.218
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.184,0.335,0.352,0.409
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.022,0.048,0.25,0.023
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.081,0.136,0.103,0.025
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.028,0.058,0.041,0.023
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.008,0.026,0.074,0.009
"P17","Votaría en blanco",0.019,0.015,0.05,0.074
"P17","No sabe",0.044,0.077,0.063,0.219
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.634,0.216,0.02,0.138
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.168,0.359,0.387,0.41
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.024,0.058,0.251,0.022
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.079,0.164,0.098,0.051
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.016,0.056,0.054,0.023
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.004,0.029,0.078,0.009
"P18","Votaría en blanco",0.011,0.028,0.041,0.106
"P18","No sabe",0.064,0.09,0.071,0.241
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.603,0.272,0.042,0.161
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.167,0.356,0.419,0.356
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.027,0.043,0.241,0.051
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.102,0.152,0.092,0.065
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.027,0.045,0.04,0
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.003,0.022,0.077,0.009
"P19","Votaría en blanco",0.023,0.032,0.026,0.075
"P19","No sabe",0.048,0.078,0.063,0.283
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.626,0.215,0.029,0.138
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.168,0.345,0.443,0.463
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.024,0.048,0.225,0.022
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.079,0.168,0.098,0.065
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.017,0.052,0.045,0.009
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.004,0.026,0.068,0
"P20","Votaría en blanco",0.019,0.039,0.033,0.089
"P20","No sabe",0.063,0.107,0.059,0.214
"P21","Lo votaría",0.562,0.184,0.055,0.028
"P21","Puede que lo vote",0.306,0.282,0.03,0.224
"P21","Nunca lo votaría",0.127,0.534,0.913,0.653
"P21","No sabe",0.005,0,0.002,0.095
"P22","Lo votaría",0.237,0.37,0.312,0.355
"P22","Puede que lo vote",0.206,0.217,0.238,0.202
"P22","Nunca lo votaría",0.552,0.413,0.448,0.348
"P22","No sabe",0.005,0,0.002,0.095
"P23","Lo votaría",0.413,0.268,0.1,0.208
"P23","Puede que lo vote",0.295,0.172,0.042,0.083
"P23","Nunca lo votaría",0.287,0.56,0.856,0.591
"P23","No sabe",0.005,0,0.002,0.118
"P24","Lo votaría",0.086,0.074,0.219,0.04
"P24","Puede que lo vote",0.157,0.093,0.213,0.195
"P24","Nunca lo votaría",0.751,0.833,0.565,0.634
"P24","No sabe",0.006,0,0.003,0.131
"P26","Positiva",0.65,0.331,0.05,0.227
"P26","Neutra",0.156,0.331,0.036,0.188
"P26","Negativa",0.189,0.321,0.897,0.307
"P26","No sabe",0.005,0.017,0.017,0.278
"P27","Positiva",0.389,0.437,0.489,0.42
"P27","Neutra",0.25,0.277,0.151,0.176
"P27","Negativa",0.355,0.266,0.358,0.044
"P27","No sabe",0.006,0.02,0.002,0.36
"P28","Positiva",0.37,0.256,0.141,0.105
"P28","Neutra",0.372,0.461,0.246,0.159
"P28","Negativa",0.17,0.193,0.503,0.025
"P28","No sabe",0.088,0.09,0.11,0.711
"P29","Positiva",0.089,0.156,0.314,0.126
"P29","Neutra",0.101,0.222,0.166,0.2
"P29","Negativa",0.783,0.597,0.483,0.472
"P29","No sabe",0.027,0.025,0.037,0.202
"P30","Positiva",0.101,0.18,0.552,0.309
"P30","Neutra",0.042,0.127,0.064,0.03
"P30","Negativa",0.852,0.689,0.376,0.506
"P30","No sabe",0.005,0.004,0.008,0.155
"P31","Positiva",0.581,0.33,0.091,0.044
"P31","Neutra",0.157,0.236,0.03,0.166
"P31","Negativa",0.26,0.423,0.872,0.569
"P31","No sabe",0.002,0.011,0.007,0.221
"P32","Positiva",0.496,0.241,0.058,0.047
"P32","Neutra",0.271,0.396,0.08,0.352
"P32","Negativa",0.211,0.325,0.853,0.257
"P32","No sabe",0.022,0.038,0.009,0.344
"P33","Positiva",0.132,0.189,0.311,0.135
"P33","Neutra",0.117,0.2,0.247,0.26
"P33","Negativa",0.726,0.567,0.437,0.343
"P33","No sabe",0.025,0.044,0.005,0.262
"P34","Positiva",0.687,0.407,0.145,0.126
"P34","Neutra",0.112,0.222,0.075,0.2
"P34","Negativa",0.194,0.347,0.776,0.404
"P34","No sabe",0.007,0.024,0.004,0.27
"P35","Positiva",0.396,0.478,0.273,0.472
"P35","Neutra",0.247,0.276,0.162,0.248
"P35","Negativa",0.339,0.238,0.561,0.106
"P35","No sabe",0.018,0.008,0.004,0.174
"P36","Positiva",0.363,0.297,0.162,0.237
"P36","Neutra",0.345,0.29,0.115,0.152
"P36","Negativa",0.258,0.371,0.72,0.385
"P36","No sabe",0.034,0.042,0.003,0.226
"P37","Positiva",0.436,0.217,0.081,0.036
"P37","Neutra",0.315,0.439,0.203,0.168
"P37","Negativa",0.212,0.257,0.671,0.279
"P37","No sabe",0.037,0.087,0.045,0.517
"P38","Positiva",0.299,0.129,0.042,0
"P38","Neutra",0.376,0.422,0.193,0.186
"P38","Negativa",0.226,0.306,0.628,0.221
"P38","No sabe",0.099,0.143,0.137,0.593
"P39","Positiva",0.298,0.171,0.086,0.152
"P39","Neutra",0.405,0.47,0.279,0.17
"P39","Negativa",0.224,0.228,0.541,0.243
"P39","No sabe",0.073,0.131,0.094,0.435
"P42","A Rodrigo De Loredo por Juntos por el Cambio",0.671,0.364,0.076,0.015
"P42","A Daniel Passerini por Hacemos por Cordoba",0.154,0.354,0.435,0.135
"P42","Al candidato del frente de todos",0.053,0.064,0.23,0.014
"P42","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.03,0.066,0.059,0.256
"P42","A  Juan Pablo Quinteros por Encuentro Vecinal",0.047,0.045,0.048,0
"P42","Al candidato del frente de izquierda",0.004,0.037,0.066,0.057
"P42","Votaría en blanco",0.004,0.012,0.033,0.037
"P42","No sabe",0.037,0.058,0.053,0.486
"P44","A Luis Juez por Juntos por el Cambio",0.541,0.298,0.08,0.077
"P44","A Daniel Passerini por Hacemos por Cordoba",0.192,0.372,0.433,0.128
"P44","Al candidato del frente de todos",0.031,0.029,0.213,0.015
"P44","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.067,0.094,0.058,0.268
"P44","A  Juan Pablo Quinteros por Encuentro Vecinal",0.073,0.064,0.052,0
"P44","Al candidato del frente de izquierda",0.023,0.044,0.068,0
"P44","Votaría en blanco",0.013,0.018,0.037,0.116
"P44","No sabe",0.06,0.081,0.059,0.396
"P46","Lo votaría",0.651,0.291,0.058,0.021
"P46","Puede que lo vote",0.21,0.323,0.08,0.08
"P46","Nunca lo votaría",0.129,0.375,0.844,0.621
"P46","No sabe",0.01,0.011,0.018,0.278
"P47","Lo votaría",0.201,0.399,0.353,0.106
"P47","Puede que lo vote",0.157,0.189,0.204,0.084
"P47","Nunca lo votaría",0.629,0.407,0.419,0.535
"P47","No sabe",0.013,0.005,0.024,0.275
"P48","Lo votaría",0.415,0.31,0.091,0.089
"P48","Puede que lo vote",0.295,0.163,0.07,0.036
"P48","Nunca lo votaría",0.28,0.521,0.816,0.593
"P48","No sabe",0.01,0.006,0.023,0.282
"P49","Lo votaría",0.149,0.133,0.065,0
"P49","Puede que lo vote",0.236,0.296,0.206,0.18
"P49","Nunca lo votaría",0.6,0.552,0.705,0.509
"P49","No sabe",0.015,0.019,0.024,0.311
"P50","Lo votaría",0.054,0.074,0.201,0.147
"P50","Puede que lo vote",0.141,0.219,0.277,0.043
"P50","Nunca lo votaría",0.794,0.703,0.494,0.498
"P50","No sabe",0.011,0.004,0.028,0.312
"P51","Luis Juez gobernador – Rodrigo De Loredo intendente por Juntos por el Cambio",0.663,0.4,0.049,0.138
"P51","Martín Llaryora gobernador – Daniel Passerini intendente por Hacemos por Córdoba",0.158,0.388,0.461,0.201
"P51","A los candidatos a gobernador e intendente del Frente de Todos",0.038,0.026,0.268,0.03
"P51","A los candidatos a gobernador e intendente de los liberales libertarios con el apoyo de Ja-vier Milei",0.043,0.08,0.064,0
"P51","A Aurelio García Elorrio gobernador – Juan Pablo Quinteros intendente por Encuentro Veci-nal Córdoba",0.042,0.062,0.019,0.082
"P51","A los candidatos a gobernador e intendente del Frente de Izquierda",0.005,0.014,0.067,0.085
"P51","Votaría en blanco",0.008,0.012,0.032,0
"P51","No sabe",0.043,0.018,0.04,0.464
"P52","Rodrigo De Loredo gobernador – Luis Juez intendente por Juntos por el Cambio",0.615,0.303,0.02,0.034
"P52","Martín Llaryora gobernador – Daniel Passerini intendente por Hacemos por Córdoba",0.144,0.395,0.464,0.178
"P52","A los candidatos a gobernador e intendente del Frente de Todos",0.047,0.024,0.264,0.03
"P52","A los candidatos a gobernador e intendente de los liberales libertarios con el apoyo de Ja-vier Milei",0.051,0.1,0.068,0
"P52","A Aurelio García Elorrio gobernador – Juan Pablo Quinteros intendente por Encuentro Veci-nal Córdoba",0.045,0.089,0.044,0.026
"P52","A los candidatos a gobernador e intendente del Frente de Izquierda",0.009,0.012,0.057,0
"P52","Votaría en blanco",0.014,0.014,0.035,0
"P52","No sabe",0.075,0.063,0.048,0.732
