"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-09-22,0.254,0.45,0.055,0.063,0.026,NA,0.152,0.234,0.395,0.106,0.075,0.016,NA,0.174,0.272,0.499,0.009,0.053,0.035,NA,0.132,0.209,0.397,0.101,0.083,0.009,NA,0.201,0.317,0.39,0.026,0.046,0.048,NA,0.173,0.226,0.518,0.08,0.028,0.026,NA,0.122,0.233,0.568,0.01,0.108,0.009,NA,0.072,0.278,0.411,0.08,0.045,0.038,NA,0.148,0.244,0.38,0.049,0.098,0.021,NA,0.208,0.234,0.614,0.027,0.036,0.017,NA,0.072,0.533,0.197,0.082,0.026,0.028,NA,0.134,0.054,0.771,0,0.075,0,NA,0.1,0,0.255,0.202,0.15,0.223,NA,0.17
2021-09-23,0.291,0.483,0.024,0.055,0.032,NA,0.115,0.265,0.517,0.02,0.079,0.017,NA,0.102,0.314,0.452,0.028,0.032,0.046,NA,0.128,0.257,0.452,0.027,0.113,0,NA,0.151,0.367,0.386,0.018,0.047,0.065,NA,0.117,0.25,0.572,0.028,0.01,0.037,NA,0.103,0.243,0.608,0.025,0.038,0.01,NA,0.076,0.39,0.412,0.021,0.03,0.053,NA,0.094,0.247,0.461,0.013,0.094,0.027,NA,0.158,0.221,0.612,0.045,0.029,0.011,NA,0.082,0.616,0.19,0.019,0.03,0.044,NA,0.101,0.054,0.829,0.009,0.067,0,NA,0.041,0,0.417,0.074,0,0.221,NA,0.288
2021-09-24,0.293,0.509,0.024,0.048,0.028,NA,0.098,0.266,0.52,0.029,0.065,0.021,NA,0.099,0.317,0.499,0.02,0.032,0.035,NA,0.097,0.331,0.416,0.04,0.059,0.029,NA,0.125,0.323,0.459,0.011,0.053,0.05,NA,0.104,0.244,0.606,0.028,0.038,0.016,NA,0.068,0.237,0.626,0.022,0.031,0,NA,0.084,0.382,0.457,0.024,0.022,0.039,NA,0.076,0.275,0.479,0.017,0.064,0.028,NA,0.137,0.201,0.621,0.034,0.059,0.015,NA,0.07,0.598,0.224,0.016,0.029,0.045,NA,0.088,0.083,0.821,0.013,0.05,0,NA,0.033,0,0.535,0,0,0.196,NA,0.269
2021-09-25,0.307,0.461,0.051,0.056,0.027,NA,0.098,0.298,0.441,0.055,0.073,0.033,NA,0.1,0.315,0.479,0.047,0.041,0.022,NA,0.096,0.374,0.282,0.088,0.085,0.031,NA,0.14,0.313,0.459,0.054,0.058,0.048,NA,0.068,0.232,0.543,0.028,0.037,0.01,NA,0.15,0.292,0.623,0.017,0.033,0,NA,0.035,0.459,0.364,0.054,0.018,0.014,NA,0.091,0.244,0.447,0.049,0.093,0.048,NA,0.119,0.194,0.613,0.048,0.055,0.013,NA,0.077,0.63,0.16,0.034,0.041,0.043,NA,0.092,0.094,0.791,0.028,0.05,0,NA,0.037,0.035,0.442,0.187,0.028,0.155,NA,0.153
2021-09-26,0.307,0.45,0.051,0.057,0.023,NA,0.112,0.324,0.387,0.051,0.067,0.035,NA,0.136,0.292,0.508,0.051,0.048,0.012,NA,0.089,0.399,0.22,0.088,0.091,0.039,NA,0.163,0.288,0.455,0.07,0.059,0.036,NA,0.092,0.225,0.561,0.009,0.039,0.002,NA,0.164,0.306,0.652,0.008,0.025,0,NA,0.009,0.426,0.401,0.047,0.012,0,NA,0.114,0.26,0.411,0.06,0.086,0.053,NA,0.13,0.202,0.58,0.044,0.082,0.012,NA,0.08,0.598,0.155,0.037,0.044,0.034,NA,0.132,0.102,0.789,0.029,0.037,0,NA,0.043,0.061,0.35,0.218,0.018,0.147,NA,0.206
2021-09-27,0.306,0.443,0.038,0.056,0.02,NA,0.137,0.323,0.413,0.031,0.067,0.03,NA,0.136,0.289,0.474,0.045,0.044,0.01,NA,0.138,0.391,0.25,0.052,0.089,0,NA,0.218,0.284,0.423,0.06,0.072,0.043,NA,0.118,0.275,0.516,0.015,0.023,0.003,NA,0.168,0.281,0.637,0.006,0.021,0.02,NA,0.035,0.427,0.382,0.029,0.016,0.011,NA,0.135,0.216,0.451,0.05,0.082,0.032,NA,0.169,0.284,0.51,0.033,0.068,0.013,NA,0.092,0.541,0.205,0.04,0.038,0.021,NA,0.155,0.119,0.766,0.017,0.038,0,NA,0.06,0.147,0.304,0.164,0.024,0.166,NA,0.195
2021-09-28,0.316,0.475,0.016,0.042,0.011,NA,0.14,0.318,0.468,0.004,0.07,0.021,NA,0.119,0.314,0.482,0.029,0.013,0,NA,0.162,0.45,0.318,0,0.062,0,NA,0.17,0.325,0.411,0.01,0.052,0.015,NA,0.187,0.276,0.576,0.007,0.021,0.004,NA,0.116,0.174,0.681,0.059,0.022,0.024,NA,0.04,0.421,0.386,0.027,0.005,0.013,NA,0.148,0.245,0.512,0,0.056,0,NA,0.187,0.281,0.537,0.025,0.069,0.024,NA,0.064,0.544,0.249,0.012,0.007,0.012,NA,0.176,0.12,0.774,0.022,0.041,0,NA,0.043,0.263,0.433,0,0,0.078,NA,0.226
2021-09-29,0.354,0.433,0.047,0.035,0.02,NA,0.111,0.33,0.502,0.004,0.058,0.022,NA,0.084,0.376,0.369,0.087,0.013,0.018,NA,0.137,0.523,0.223,0.124,0.028,0,NA,0.102,0.316,0.473,0.006,0.053,0.019,NA,0.133,0.308,0.482,0.008,0.042,0.035,NA,0.125,0.233,0.61,0.058,0,0.032,NA,0.067,0.471,0.358,0.022,0.024,0.032,NA,0.093,0.263,0.482,0.086,0.029,0,NA,0.14,0.316,0.471,0.024,0.061,0.031,NA,0.097,0.646,0.192,0.007,0.022,0.03,NA,0.103,0.124,0.757,0.023,0.033,0,NA,0.063,0.11,0.192,0.557,0,0.103,NA,0.038
2021-09-30,0.327,0.388,0.097,0.082,0.023,NA,0.083,0.267,0.46,0.063,0.141,0.017,NA,0.052,0.382,0.323,0.128,0.029,0.029,NA,0.109,0.421,0.098,0.23,0.202,0.016,NA,0.033,0.355,0.421,0.04,0.056,0.038,NA,0.09,0.249,0.438,0.062,0.057,0.024,NA,0.17,0.234,0.665,0.071,0,0,NA,0.03,0.316,0.357,0.088,0.086,0.038,NA,0.115,0.342,0.373,0.136,0.088,0.005,NA,0.056,0.322,0.452,0.055,0.069,0.028,NA,0.074,0.707,0.102,0.049,0.032,0.033,NA,0.077,0.052,0.733,0.089,0.104,0,NA,0.022,0.023,0.27,0.485,0.095,0.108,NA,0.019
2021-10-01,0.327,0.385,0.066,0.082,0.029,NA,0.111,0.294,0.432,0.047,0.137,0.021,NA,0.069,0.357,0.343,0.083,0.032,0.036,NA,0.149,0.41,0.143,0.148,0.172,0.013,NA,0.114,0.348,0.389,0.027,0.049,0.056,NA,0.131,0.231,0.468,0.065,0.084,0.031,NA,0.121,0.272,0.651,0.018,0.007,0,NA,0.052,0.358,0.329,0.051,0.055,0.042,NA,0.165,0.293,0.397,0.098,0.113,0.006,NA,0.093,0.33,0.453,0.038,0.078,0.046,NA,0.055,0.681,0.079,0.031,0.029,0.042,NA,0.138,0.078,0.724,0.049,0.12,0.002,NA,0.027,0.027,0.319,0.391,0.099,0.14,NA,0.024
