"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa  por el Frente de Todos",0.267,0.243,0.29,0.231,0.288,0.277,0.251,0.268,0.248,0.292,0.232,0.26,0.273,0.304,0.283,0.298,0.218
"Patricia Bullrich por Juntos por el Cambio",0.322,0.274,0.367,0.221,0.251,0.388,0.481,0.283,0.325,0.357,0.33,0.307,0.298,0.325,0.328,0.345,0.307
"Javier Milei por la Libertad Avanza",0.233,0.317,0.154,0.417,0.255,0.164,0.089,0.249,0.258,0.183,0.262,0.245,0.236,0.198,0.244,0.206,0.224
"Al candidato del Frente de Izquierda",0.033,0.036,0.031,0.025,0.047,0.026,0.022,0.029,0.031,0.039,0.04,0.024,0.03,0.031,0.035,0.031,0.036
"En blanco",0.047,0.048,0.046,0.033,0.053,0.061,0.032,0.051,0.044,0.048,0.049,0.045,0.057,0.045,0.034,0.047,0.048
"No sabe",0.098,0.082,0.112,0.073,0.106,0.084,0.125,0.12,0.094,0.081,0.087,0.119,0.106,0.097,0.076,0.073,0.167
