"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Javier Milei por los liberales libertarios",0.441,0.509,0.376,0.594,0.473,0.382,0.312,0.451,0.446,0.425,0.473,0.463,0.457,0.398,0.444,0.423,0.451
"Axel Kicillof por el Frente de Todos",0.313,0.281,0.345,0.239,0.338,0.35,0.287,0.276,0.305,0.358,0.263,0.269,0.358,0.375,0.333,0.349,0.258
"En blanco",0.139,0.125,0.151,0.1,0.11,0.175,0.182,0.116,0.142,0.154,0.15,0.123,0.143,0.133,0.123,0.145,0.154
"No sabe",0.107,0.085,0.128,0.067,0.079,0.093,0.219,0.157,0.107,0.063,0.114,0.145,0.042,0.094,0.1,0.083,0.137
