"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.416,0.187,0.134,0.114,0.171
"P06","Casi siempre",0.35,0.519,0.271,0.173,0.133
"P06","Casi nunca",0.166,0.223,0.456,0.309,0.274
"P06","Nunca, pero esta es una excepción",0.068,0.071,0.139,0.404,0.422
"P07","Del Frente de Todos y el peronismo",0.371,0.296,0.234,0.088,0.153
"P07","De Juntos por el Cambio",0.326,0.343,0.301,0.181,0.135
"P07","De los Liberales libertarios",0.185,0.214,0.189,0.187,0.167
"P07","De la Izquierda",0.031,0.033,0.045,0.086,0.073
"P07","No sabe",0.087,0.114,0.231,0.458,0.472
"P08","A Sergio Massa",0.259,0.301,0.301,0.408,0.548
"P08","A Daniel Scioli",0.098,0.102,0.156,0.149,0.072
"P08","A algún candidato del peronismo",0.145,0.166,0.208,0.097,0.06
"P08","A algún candidato del kirchnerismo",0.498,0.431,0.335,0.346,0.32
"P09","A Horacio Rodríguez Larreta",0.152,0.152,0.19,0.293,0.19
"P09","A Patricia Bullrich",0.743,0.719,0.602,0.552,0.73
"P09","A Facundo Manes",0.051,0.079,0.137,0.068,0.067
"P09","A Gerardo Morales",0.054,0.05,0.071,0.087,0.013
"P10","Sergio Massa por el Frente de Todos",0.189,0.18,0.161,0.064,0.091
"P10","Patricia Bullrich por Juntos por el Cambio",0.19,0.174,0.162,0.103,0.075
"P10","Horacio Rodríguez Larreta por Juntos por el Cambio",0.04,0.059,0.066,0.034,0.037
"P10","Juan Schiaretti por Juntos por el Cambio",0.072,0.103,0.109,0.121,0.081
"P10","Jose Luis Espert por Juntos por el Cambio",0.091,0.08,0.042,0.052,0.059
"P10","Javier Milei por la Libertad Avanza",0.245,0.23,0.224,0.27,0.214
"P10","Al candidato del Frente de Izquierda",0.036,0.03,0.034,0.031,0.001
"P10","En blanco",0.029,0.024,0.035,0.113,0.059
"P10","No sabe",0.108,0.12,0.167,0.212,0.383
"P13","Wado de Pedro por el Frente de Todos",0.236,0.211,0.141,0.067,0.067
"P13","Patricia Bullrich por Juntos por el Cambio",0.181,0.199,0.167,0.094,0.079
"P13","Horacio Rodríguez Larreta por Juntos por el Cambio",0.056,0.061,0.073,0.058,0.028
"P13","Juan Schiaretti por Juntos por el Cambio",0.076,0.089,0.099,0.125,0.115
"P13","Jose Luis Espert por Juntos por el Cambio",0.108,0.099,0.064,0.064,0.047
"P13","Javier Milei por la Libertad Avanza",0.219,0.218,0.243,0.266,0.263
"P13","Al candidato del Frente de Izquierda",0.028,0.023,0.028,0.026,0.011
"P13","En blanco",0.027,0.023,0.039,0.091,0.036
"P13","No sabe",0.069,0.077,0.146,0.209,0.354
"P16","Sergio Massa por el Frente de Todos",0.107,0.105,0.114,0.108,0.088
"P16","Wado de Pedro por el Frente de Todos",0.211,0.197,0.106,0.036,0.066
"P16","Daniel Scioli por el Frente de Todos",0.036,0.045,0.064,0.042,0.063
"P16","Patricia Bullrich por Juntos por el Cambio",0.281,0.267,0.231,0.176,0.142
"P16","Horacio Rodríguez Larreta por Juntos por el Cambio",0.077,0.074,0.089,0.096,0.052
"P16","Javier Milei por la Libertad Avanza",0.195,0.217,0.206,0.263,0.239
"P16","Al candidato del Frente de Izquierda",0.019,0.016,0.032,0.024,0.003
"P16","En blanco",0.023,0.017,0.04,0.073,0.018
"P16","No sabe",0.051,0.062,0.118,0.182,0.329
"P19","Sergio Massa por el Frente de Todos",0.11,0.104,0.111,0.109,0.129
"P19","Wado de Pedro por el Frente de Todos",0.234,0.212,0.123,0.058,0.107
"P19","Patricia Bullrich por Juntos por el Cambio",0.285,0.273,0.26,0.165,0.097
"P19","Horacio Rodríguez Larreta por Juntos por el Cambio",0.079,0.084,0.092,0.08,0.046
"P19","Javier Milei por la Libertad Avanza",0.189,0.222,0.21,0.313,0.256
"P19","Al candidato del Frente de Izquierda",0.032,0.03,0.046,0.021,0.015
"P19","En blanco",0.022,0.018,0.041,0.077,0.011
"P19","No sabe",0.049,0.057,0.117,0.177,0.339
"P22","Sergio Massa a presidente y Wado de Pedro a vicepresidente por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernandez",0.303,0.272,0.232,0.145,0.252
"P22","Patricia Bullrich a presidente y Ricardo Lopez Murphy a vicepresidente  por Juntos por el Cambio con el apoyo de Mauricio Macri y Alfredo Cornejo",0.304,0.289,0.257,0.157,0.089
"P22","Horacio Rodríguez Larreta a presidente y Juan Schiaretti a vicepresidente  por Juntos por el Cambio, con el apoyo de Gerardo Morales y Martin Lousteau",0.069,0.084,0.119,0.11,0.09
"P22","Jose Luis Espert a presidente y a su candidato a vicepresidente por Juntos por el Cambio",0.019,0.027,0.025,0.049,0.056
"P22","Javier Milei a presidente y Victoria Villarruel como vicepresidenta  por la Libertad Avanza",0.192,0.218,0.208,0.29,0.249
"P22","Al candidato a presidente y al candidato a vicepresidente del Frente de Izquierda",0.028,0.027,0.034,0.025,0.018
"P22","En blanco",0.027,0.016,0.022,0.071,0.024
"P22","No sabe",0.058,0.067,0.103,0.153,0.222
"P25","Sergio Massa por el Frente de Todos",0.229,0.193,0.162,0.131,0.178
"P25","Daniel Scioli por el Frente de Todos",0.087,0.095,0.094,0.046,0.056
"P25","Patricia Bullrich por Juntos por el Cambio",0.288,0.281,0.254,0.16,0.153
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.077,0.081,0.093,0.105,0.064
"P25","Javier Milei por la Libertad Avanza",0.185,0.21,0.204,0.319,0.179
"P25","Al candidato del Frente de Izquierda",0.034,0.035,0.032,0.015,0.048
"P25","En blanco",0.03,0.026,0.027,0.071,0.087
"P25","No sabe",0.07,0.079,0.134,0.153,0.235
"P26","Wado de Pedro por el Frente de Todos",0.282,0.24,0.163,0.059,0.169
"P26","Daniel Scioli por el Frente de Todos",0.052,0.082,0.094,0.053,0.053
"P26","Patricia Bullrich por Juntos por el Cambio",0.31,0.286,0.265,0.191,0.137
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.067,0.072,0.085,0.083,0.044
"P26","Javier Milei por la Libertad Avanza",0.193,0.225,0.219,0.353,0.252
"P26","Al candidato del Frente de Izquierda",0.023,0.021,0.02,0.017,0.03
"P26","En blanco",0.023,0.023,0.024,0.066,0.05
"P26","No sabe",0.05,0.051,0.13,0.178,0.265
"P27","Sergio Massa por el Frente de Todos",0.286,0.246,0.184,0.099,0.216
"P27","Patricia Bullrich por Juntos por el Cambio",0.303,0.281,0.269,0.178,0.115
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.079,0.1,0.104,0.083,0.082
"P27","Javier Milei por la Libertad Avanza",0.183,0.218,0.217,0.362,0.239
"P27","Al candidato del Frente de Izquierda",0.039,0.053,0.047,0.06,0.028
"P27","En blanco",0.039,0.018,0.04,0.041,0.076
"P27","No sabe",0.071,0.084,0.139,0.177,0.244
"P28","Wado de Pedro por el Frente de Todos",0.312,0.284,0.194,0.096,0.184
