"var","categoria","Si","No"
"P05","Mucho",0.483,0.35
"P05","Bastante",0.365,0.409
"P05","Poco",0.103,0.153
"P05","Nada",0.032,0.065
"P05","No sabe",0.017,0.023
"P06","Siempre",0.392,0.204
"P06","Casi siempre",0.436,0.447
"P06","Casi nunca",0.13,0.258
"P06","Nunca, pero esta es una excepción",0.042,0.091
"P07","Del Frente de Todos y el peronismo",0.335,0.253
"P07","De Juntos por el Cambio",0.36,0.374
"P07","De los Liberales libertarios",0.212,0.249
"P07","De la Izquierda",0.023,0.032
"P07","No sabe",0.07,0.092
"P08","A Sergio Massa",0.311,0.249
"P08","A Daniel Scioli",0.053,0.16
"P08","A algún candidato del peronismo",0.162,0.108
"P08","A algún candidato del kirchnerismo",0.474,0.483
"P09","A Horacio Rodríguez Larreta",0.122,0.113
"P09","A Patricia Bullrich",0.749,0.767
"P09","A Facundo Manes",0.061,0.077
"P09","A Gerardo Morales",0.068,0.043
"P10","Sergio Massa por el Frente de Todos",0.188,0.141
"P10","Patricia Bullrich por Juntos por el Cambio",0.193,0.22
"P10","Horacio Rodríguez Larreta por Juntos por el Cambio",0.046,0.039
"P10","Juan Schiaretti por Juntos por el Cambio",0.09,0.111
"P10","Jose Luis Espert por Juntos por el Cambio",0.088,0.094
"P10","Javier Milei por la Libertad Avanza",0.263,0.247
"P10","Al candidato del Frente de Izquierda",0.026,0.037
"P10","En blanco",0.022,0.025
"P10","No sabe",0.084,0.086
"P13","Wado de Pedro por el Frente de Todos",0.233,0.21
"P13","Patricia Bullrich por Juntos por el Cambio",0.19,0.187
"P13","Horacio Rodríguez Larreta por Juntos por el Cambio",0.057,0.057
"P13","Juan Schiaretti por Juntos por el Cambio",0.096,0.093
"P13","Jose Luis Espert por Juntos por el Cambio",0.105,0.097
"P13","Javier Milei por la Libertad Avanza",0.23,0.265
"P13","Al candidato del Frente de Izquierda",0.015,0.022
"P13","En blanco",0.022,0.021
"P13","No sabe",0.052,0.048
"P16","Sergio Massa por el Frente de Todos",0.106,0.089
"P16","Wado de Pedro por el Frente de Todos",0.206,0.177
"P16","Daniel Scioli por el Frente de Todos",0.045,0.05
"P16","Patricia Bullrich por Juntos por el Cambio",0.3,0.317
"P16","Horacio Rodríguez Larreta por Juntos por el Cambio",0.073,0.088
"P16","Javier Milei por la Libertad Avanza",0.215,0.2
"P16","Al candidato del Frente de Izquierda",0.011,0.018
"P16","En blanco",0.016,0.019
"P16","No sabe",0.028,0.042
"P19","Sergio Massa por el Frente de Todos",0.104,0.092
"P19","Wado de Pedro por el Frente de Todos",0.234,0.184
"P19","Patricia Bullrich por Juntos por el Cambio",0.283,0.315
"P19","Horacio Rodríguez Larreta por Juntos por el Cambio",0.073,0.087
"P19","Javier Milei por la Libertad Avanza",0.231,0.209
"P19","Al candidato del Frente de Izquierda",0.027,0.034
"P19","En blanco",0.018,0.023
"P19","No sabe",0.03,0.056
"P22","Sergio Massa a presidente y Wado de Pedro a vicepresidente por el Frente de Todos con el apoyo de Cristina Kirchner y Alberto Fernandez",0.291,0.261
"P22","Patricia Bullrich a presidente y Ricardo Lopez Murphy a vicepresidente  por Juntos por el Cambio con el apoyo de Mauricio Macri y Alfredo Cornejo",0.314,0.316
"P22","Horacio Rodríguez Larreta a presidente y Juan Schiaretti a vicepresidente  por Juntos por el Cambio, con el apoyo de Gerardo Morales y Martin Lousteau",0.081,0.085
"P22","Jose Luis Espert a presidente y a su candidato a vicepresidente por Juntos por el Cambio",0.026,0.03
"P22","Javier Milei a presidente y Victoria Villarruel como vicepresidenta  por la Libertad Avanza",0.206,0.215
"P22","Al candidato a presidente y al candidato a vicepresidente del Frente de Izquierda",0.017,0.025
"P22","En blanco",0.02,0.019
"P22","No sabe",0.045,0.049
"P25","Sergio Massa por el Frente de Todos",0.212,0.191
"P25","Daniel Scioli por el Frente de Todos",0.099,0.092
"P25","Patricia Bullrich por Juntos por el Cambio",0.306,0.323
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.071,0.078
"P25","Javier Milei por la Libertad Avanza",0.2,0.209
"P25","Al candidato del Frente de Izquierda",0.025,0.029
"P25","En blanco",0.028,0.027
"P25","No sabe",0.059,0.051
"P26","Wado de Pedro por el Frente de Todos",0.265,0.226
"P26","Daniel Scioli por el Frente de Todos",0.077,0.061
"P26","Patricia Bullrich por Juntos por el Cambio",0.308,0.338
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.066,0.07
"P26","Javier Milei por la Libertad Avanza",0.209,0.221
"P26","Al candidato del Frente de Izquierda",0.014,0.019
"P26","En blanco",0.021,0.018
"P26","No sabe",0.04,0.047
"P27","Sergio Massa por el Frente de Todos",0.255,0.238
"P27","Patricia Bullrich por Juntos por el Cambio",0.322,0.313
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.079,0.101
"P27","Javier Milei por la Libertad Avanza",0.2,0.21
"P27","Al candidato del Frente de Izquierda",0.053,0.039
"P27","En blanco",0.024,0.031
"P27","No sabe",0.067,0.068
"P28","Wado de Pedro por el Frente de Todos",0.294,0.252
"P28","Patricia Bullrich por Juntos por el Cambio",0.33,0.332
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.068,0.077
"P28","Javier Milei por la Libertad Avanza",0.209,0.23
"P28","Al candidato del Frente de Izquierda",0.019,0.028
"P28","En blanco",0.03,0.027
"P28","No sabe",0.05,0.054
"P29","Axel Kicillof por el Frente de Todos",0.309,0.257
"P29","Patricia Bullrich por Juntos por el Cambio",0.314,0.346
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.071,0.077
"P29","Javier Milei por la Libertad Avanza",0.228,0.214
"P29","Al candidato del Frente de Izquierda",0.017,0.022
"P29","En blanco",0.022,0.023
"P29","No sabe",0.039,0.061
"P30","Sergio Massa  por el Frente de Todos",0.276,0.248
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.189,0.19
"P30","Javier Milei por la Libertad Avanza",0.302,0.318
"P30","Al candidato del Frente de Izquierda",0.04,0.031
"P30","En blanco",0.054,0.057
"P30","No sabe",0.139,0.156
"P31","Sergio Massa  por el Frente de Todos",0.29,0.257
"P31","Patricia Bullrich por Juntos por el Cambio",0.334,0.344
"P31","Javier Milei por la Libertad Avanza",0.233,0.238
"P31","Al candidato del Frente de Izquierda",0.035,0.032
"P31","En blanco",0.035,0.041
"P31","No sabe",0.073,0.088
"P32","Wado de Pedro por el Frente de Todos",0.297,0.258
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.21,0.218
"P32","Javier Milei por la Libertad Avanza",0.316,0.317
"P32","Al candidato del Frente de Izquierda",0.021,0.019
"P32","En blanco",0.058,0.063
"P32","No sabe",0.098,0.125
"P33","Wado de Pedro por el Frente de Todos",0.31,0.263
"P33","Patricia Bullrich por Juntos por el Cambio",0.345,0.365
"P33","Javier Milei por la Libertad Avanza",0.236,0.239
"P33","Al candidato del Frente de Izquierda",0.021,0.023
"P33","En blanco",0.042,0.036
"P33","No sabe",0.046,0.074
"P34","Daniel Scioli por el Frente de Todos",0.247,0.219
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.199,0.223
"P34","Javier Milei por la Libertad Avanza",0.315,0.317
"P34","Al candidato del Frente de Izquierda",0.044,0.036
"P34","En blanco",0.074,0.064
"P34","No sabe",0.121,0.141
