"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa  por el Frente de Todos",0.264,0.237,0.288,0.207,0.285,0.278,0.259,0.273,0.237,0.289,0.226,0.255,0.313,0.296,0.277,0.294,0.219
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.187,0.161,0.21,0.146,0.154,0.199,0.28,0.166,0.188,0.205,0.184,0.194,0.166,0.189,0.201,0.189,0.177
"Javier Milei por la Libertad Avanza",0.294,0.381,0.216,0.48,0.312,0.237,0.144,0.288,0.317,0.271,0.331,0.292,0.278,0.263,0.296,0.28,0.277
"Al candidato del Frente de Izquierda",0.036,0.036,0.037,0.028,0.047,0.037,0.024,0.029,0.04,0.04,0.038,0.026,0.07,0.036,0.036,0.035,0.046
"En blanco",0.062,0.059,0.064,0.052,0.057,0.081,0.055,0.045,0.065,0.073,0.068,0.056,0.048,0.06,0.046,0.063,0.067
"No sabe",0.157,0.126,0.185,0.087,0.145,0.168,0.238,0.199,0.153,0.122,0.153,0.177,0.125,0.156,0.144,0.139,0.214
