"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Axel Kicillof por el Frente de Todos",0.274,0.245,0.301,0.227,0.28,0.304,0.27,0.257,0.258,0.309,0.23,0.223,0.298,0.335,0.288,0.315,0.214
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.228,0.186,0.267,0.159,0.185,0.256,0.35,0.211,0.237,0.233,0.218,0.235,0.264,0.229,0.235,0.234,0.23
"Javier Milei por la Libertad Avanza",0.309,0.391,0.233,0.49,0.328,0.241,0.175,0.316,0.321,0.288,0.351,0.34,0.293,0.258,0.311,0.3,0.287
"Al candidato del Frente de Izquierda",0.024,0.024,0.023,0.012,0.04,0.019,0.007,0.023,0.022,0.027,0.03,0.025,0.022,0.017,0.024,0.02,0.024
"En blanco",0.057,0.066,0.048,0.03,0.066,0.071,0.047,0.061,0.056,0.054,0.051,0.05,0.042,0.068,0.049,0.052,0.065
"No sabe",0.108,0.088,0.128,0.082,0.101,0.109,0.151,0.132,0.106,0.089,0.12,0.127,0.081,0.093,0.093,0.079,0.18
