"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Javier Milei por los liberales libertarios",0.424,0.499,0.353,0.584,0.44,0.374,0.311,0.419,0.436,0.414,0.459,0.44,0.453,0.38,0.431,0.414,0.402
"Daniel Scioli por el Frente de Todos",0.297,0.276,0.317,0.218,0.322,0.329,0.279,0.289,0.281,0.324,0.262,0.27,0.324,0.338,0.3,0.325,0.271
"En blanco",0.154,0.134,0.173,0.115,0.131,0.187,0.192,0.116,0.156,0.185,0.16,0.14,0.147,0.155,0.155,0.158,0.154
"No sabe",0.125,0.091,0.157,0.083,0.107,0.11,0.218,0.176,0.127,0.077,0.119,0.15,0.076,0.127,0.114,0.103,0.173
