"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy positivo",0.193,0.19,0.196,0.265,0.193,0.201,0.132,0.176,0.183,0.224,0.335,0.082,0.056,0.352,0.194,0.047,0.061,0.053,0.201,0.179
"Positivo",0.215,0.206,0.225,0.173,0.236,0.217,0.202,0.255,0.214,0.175,0.315,0.143,0.109,0.331,0.321,0.088,0.073,0.109,0.228,0.194
"Neutral",0.323,0.315,0.332,0.326,0.31,0.33,0.337,0.259,0.34,0.37,0.211,0.387,0.497,0.203,0.345,0.379,0.513,0.44,0.308,0.349
"Algo negativo",0.078,0.084,0.071,0.041,0.102,0.081,0.054,0.064,0.104,0.058,0.038,0.118,0.218,0.032,0.057,0.155,0.155,0.06,0.074,0.085
"Negativo",0.115,0.136,0.093,0.173,0.077,0.106,0.158,0.127,0.096,0.127,0.049,0.187,0.056,0.045,0.028,0.204,0.154,0.252,0.116,0.113
"No sabe",0.076,0.069,0.083,0.022,0.082,0.065,0.117,0.119,0.063,0.046,0.052,0.083,0.064,0.037,0.055,0.127,0.044,0.086,0.073,0.08
