"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa y Javier Milei",0.481,0.536,0.427,0.615,0.499,0.428,0.39,0.468,0.488,0.485,0.708,0.281,0.398,0.692,0.647,0.121,0.363,0.457,0.495,0.455
"Patricia Bullrich y Javier Milei",0.426,0.39,0.462,0.294,0.435,0.447,0.506,0.428,0.442,0.403,0.177,0.655,0.5,0.193,0.226,0.807,0.525,0.516,0.404,0.465
"Sergio Massa y Patricia Bullrich",0.093,0.074,0.111,0.091,0.066,0.125,0.104,0.104,0.07,0.112,0.115,0.064,0.102,0.115,0.127,0.072,0.112,0.027,0.101,0.08
