"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy positivo",0.385,0.401,0.368,0.405,0.409,0.408,0.294,0.429,0.375,0.353,0.548,0.237,0.245,0.615,0.419,0.112,0.253,0.307,0.409,0.346
"Positivo",0.231,0.215,0.247,0.228,0.225,0.199,0.287,0.231,0.225,0.237,0.261,0.195,0.315,0.208,0.347,0.195,0.267,0.206,0.223,0.244
"Neutral",0.173,0.168,0.178,0.172,0.191,0.156,0.164,0.163,0.177,0.178,0.102,0.256,0.104,0.082,0.166,0.249,0.238,0.269,0.165,0.186
"Algo negativo",0.081,0.082,0.081,0.103,0.043,0.103,0.109,0.065,0.086,0.092,0.041,0.109,0.097,0.049,0.037,0.135,0.117,0.056,0.077,0.089
"Negativo",0.096,0.101,0.091,0.092,0.09,0.085,0.125,0.044,0.12,0.119,0.03,0.165,0.129,0.03,0.012,0.238,0.11,0.142,0.097,0.093
"No sabe",0.034,0.033,0.035,0,0.042,0.049,0.021,0.068,0.017,0.021,0.018,0.038,0.11,0.016,0.019,0.071,0.015,0.02,0.029,0.042
