"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy positiva",0.395,0.384,0.405,0.416,0.423,0.422,0.287,0.414,0.393,0.375,0.589,0.21,0.264,0.614,0.438,0.132,0.245,0.263,0.444,0.311
"Positiva",0.209,0.194,0.225,0.201,0.211,0.182,0.25,0.173,0.219,0.236,0.217,0.199,0.259,0.174,0.376,0.178,0.24,0.211,0.215,0.2
"Neutral",0.186,0.199,0.173,0.255,0.184,0.154,0.188,0.191,0.178,0.193,0.114,0.256,0.204,0.108,0.094,0.244,0.254,0.275,0.15,0.249
"Algo negativa",0.059,0.067,0.051,0.023,0.047,0.093,0.06,0.038,0.063,0.076,0.02,0.099,0.05,0.046,0.022,0.096,0.112,0.047,0.055,0.066
"Negativa",0.105,0.116,0.094,0.105,0.09,0.091,0.154,0.096,0.113,0.104,0.034,0.18,0.116,0.046,0.027,0.234,0.133,0.159,0.098,0.116
"No sabe",0.046,0.04,0.052,0,0.045,0.058,0.061,0.088,0.034,0.016,0.026,0.056,0.107,0.012,0.043,0.116,0.016,0.045,0.038,0.058
