"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Tiene Decidido que va a ir a votar",0.877,0.897,0.858,0.855,0.876,0.903,0.865,0.841,0.865,0.934,0.87,0.926,0.83,0.928,0.846,0.92,0.863,0.919,0.885,0.863
"Tiene dudas sobre si va a ir a  votar",0.092,0.075,0.109,0.104,0.093,0.078,0.099,0.119,0.102,0.049,0.103,0.057,0.078,0.056,0.114,0.062,0.118,0.061,0.086,0.104
"Tiene Decidido que no va a ir a votar",0.031,0.028,0.033,0.041,0.031,0.019,0.036,0.04,0.033,0.017,0.027,0.017,0.092,0.016,0.04,0.018,0.019,0.02,0.029,0.033
