"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Mucho",0.419,0.472,0.37,0.404,0.42,0.428,0.421,0.374,0.394,0.512,0.483,0.444,0.284,0.496,0.541,0.415,0.389,0.412,0.43,0.398
"Bastante",0.336,0.331,0.341,0.288,0.335,0.353,0.371,0.318,0.347,0.341,0.33,0.372,0.284,0.327,0.308,0.392,0.413,0.333,0.318,0.37
"Poco",0.167,0.137,0.194,0.201,0.168,0.148,0.15,0.193,0.183,0.108,0.129,0.139,0.384,0.126,0.096,0.161,0.16,0.169,0.172,0.157
"Nada",0.062,0.053,0.07,0.073,0.065,0.059,0.046,0.089,0.062,0.03,0.043,0.039,0.041,0.04,0.048,0.027,0.021,0.074,0.065,0.057
"No sabe",0.016,0.007,0.025,0.034,0.012,0.012,0.012,0.026,0.014,0.009,0.015,0.006,0.007,0.011,0.007,0.005,0.017,0.012,0.015,0.018
