"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.453,0.446,0.46,0.519,0.417,0.471,0.433,0.411,0.49,0.445,0.618,0.38,0.463,0.99,0.287,0.278,0.073,0.355,0.45,0.458
"Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.341,0.347,0.336,0.278,0.37,0.311,0.391,0.396,0.282,0.37,0.165,0.467,0.441,0.005,0.033,0.678,0.72,0.341,0.329,0.363
"Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.063,0.069,0.057,0.082,0.068,0.058,0.038,0.039,0.096,0.04,0.04,0.072,0.04,0,0.016,0.003,0.067,0.241,0.057,0.073
"Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.075,0.082,0.068,0.07,0.074,0.087,0.066,0.074,0.066,0.088,0.109,0.031,0.037,0,0.477,0.013,0.015,0.001,0.089,0.05
"En blanco",0.019,0.013,0.025,0.003,0.029,0.005,0.034,0.029,0.019,0.008,0.012,0.008,0.005,0,0.041,0.014,0.021,0.002,0.025,0.009
"No sabe",0.049,0.043,0.054,0.048,0.042,0.068,0.038,0.051,0.047,0.049,0.056,0.042,0.014,0.005,0.146,0.014,0.104,0.06,0.05,0.047
