"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy buena",0.062,0.064,0.059,0.073,0.059,0.07,0.043,0.075,0.067,0.04,0.1,0.027,0.161,0.115,0.09,0.013,0.029,0.004,0.068,0.05
"Buena",0.136,0.126,0.146,0.12,0.128,0.149,0.15,0.113,0.137,0.159,0.272,0.048,0.044,0.284,0.213,0.007,0.031,0.04,0.151,0.111
"Regular",0.189,0.197,0.181,0.163,0.185,0.22,0.179,0.247,0.162,0.163,0.319,0.086,0.053,0.312,0.384,0.031,0.076,0.053,0.193,0.183
"Mala",0.183,0.172,0.195,0.135,0.184,0.179,0.232,0.182,0.18,0.189,0.148,0.212,0.173,0.161,0.155,0.238,0.227,0.138,0.172,0.202
"Muy mala",0.43,0.441,0.419,0.509,0.444,0.382,0.396,0.383,0.454,0.449,0.161,0.627,0.569,0.128,0.158,0.711,0.637,0.765,0.416,0.454
