"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy positivo",0.219,0.214,0.223,0.261,0.21,0.252,0.161,0.224,0.199,0.239,0.385,0.086,0.056,0.423,0.24,0.024,0.076,0.053,0.227,0.204
"Positivo",0.242,0.228,0.255,0.237,0.259,0.227,0.231,0.251,0.247,0.224,0.335,0.159,0.184,0.335,0.401,0.109,0.065,0.133,0.268,0.197
"Neutral",0.242,0.241,0.242,0.236,0.225,0.267,0.243,0.236,0.258,0.228,0.151,0.303,0.39,0.123,0.184,0.332,0.468,0.321,0.225,0.27
"Algo negativo",0.1,0.104,0.098,0.056,0.138,0.07,0.103,0.081,0.123,0.092,0.037,0.159,0.243,0.047,0.061,0.174,0.182,0.138,0.09,0.12
"Negativo",0.132,0.151,0.113,0.188,0.106,0.122,0.156,0.113,0.118,0.171,0.04,0.225,0.082,0.046,0.036,0.24,0.183,0.289,0.124,0.146
"No sabe",0.065,0.062,0.069,0.022,0.062,0.062,0.106,0.095,0.055,0.046,0.052,0.068,0.045,0.026,0.078,0.121,0.026,0.066,0.066,0.063
