"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.26,0.473,0.016,0.776,0.287,0.021,0.026,0.007,0.308,0.503,0.026,0.003,0.725,0.64,0.543,0.469,0.003,0.5,0.384,0.016
"Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.493,0.505,0.478,0.217,0.246,0.954,0.759,0.605,0.504,0.336,0.007,0.899,0.02,0.335,0.166,0.398,0.982,0,0.308,0.855
"Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.068,0.008,0.137,0,0.075,0.005,0.178,0.003,0.087,0.12,0.176,0.006,0.219,0,0.13,0.133,0,0.5,0.098,0.01
"Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.002,0.002,0.002,0,0.003,0.005,0,0,0,0.008,0.007,0,0.006,0.006,0,0,0,0,0.002,0.003
"En blanco",0.13,0,0.28,0,0.303,0,0.006,0.385,0,0.008,0.784,0,0,0,0.005,0,0,0,0.196,0
"No sabe",0.047,0.012,0.087,0.007,0.086,0.015,0.031,0,0.101,0.025,0,0.092,0.03,0.019,0.156,0,0.015,0,0.012,0.116
