"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.39,0.384,0.397,0.347,0.419,0.411,0.341,0.398,0.373,0.409,0.723,0.153,0.234,0.79,0.641,0.033,0.12,0.078,0.409,0.359
"Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.309,0.281,0.337,0.247,0.229,0.362,0.457,0.315,0.294,0.325,0.091,0.543,0.315,0.099,0.09,0.856,0.623,0.117,0.3,0.325
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.199,0.254,0.144,0.304,0.235,0.129,0.128,0.173,0.224,0.188,0.114,0.238,0.232,0.083,0.146,0.072,0.117,0.741,0.186,0.221
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.014,0.016,0.012,0.015,0.017,0.01,0.013,0.011,0.013,0.019,0.007,0.011,0.085,0.007,0.025,0.004,0.055,0.003,0.013,0.016
"Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.025,0.021,0.029,0.031,0.033,0.024,0.005,0.035,0.023,0.019,0.011,0.017,0.036,0.003,0.033,0.007,0.008,0.022,0.029,0.018
"En blanco",0.031,0.024,0.038,0.027,0.03,0.042,0.021,0.036,0.036,0.016,0.029,0.021,0.058,0.01,0.035,0.008,0.035,0.026,0.03,0.032
"No sabe",0.032,0.02,0.043,0.029,0.037,0.022,0.035,0.032,0.037,0.024,0.025,0.017,0.04,0.008,0.03,0.02,0.042,0.013,0.033,0.029
