"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Muy positivo",0.334,0.349,0.318,0.264,0.377,0.339,0.292,0.382,0.349,0.265,0.456,0.243,0.266,0.529,0.357,0.12,0.224,0.242,0.361,0.288
"Positivo",0.216,0.22,0.212,0.228,0.246,0.189,0.191,0.217,0.217,0.214,0.244,0.198,0.112,0.207,0.283,0.174,0.147,0.242,0.2,0.243
"Neutral",0.272,0.242,0.303,0.34,0.243,0.277,0.273,0.233,0.23,0.366,0.202,0.319,0.3,0.177,0.248,0.346,0.411,0.321,0.269,0.278
"Algo negativo",0.051,0.058,0.043,0.074,0.031,0.053,0.069,0.039,0.062,0.049,0.027,0.073,0.046,0.03,0.03,0.099,0.117,0.032,0.043,0.063
"Negativo",0.078,0.094,0.062,0.094,0.063,0.073,0.105,0.048,0.099,0.082,0.03,0.128,0.125,0.027,0.023,0.172,0.072,0.144,0.076,0.082
"No sabe",0.049,0.037,0.062,0,0.04,0.069,0.07,0.081,0.043,0.024,0.041,0.039,0.151,0.03,0.059,0.089,0.029,0.019,0.051,0.046
