"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.749,0.336,0.231,0.179
"P05","Bastante",0.112,0.466,0.222,0.142
"P05","Poco",0.065,0.124,0.36,0.138
"P05","Nada",0.057,0.071,0.149,0.414
"P05","No sabe",0.017,0.003,0.038,0.127
"P08","Unión por la Patria",0.524,0.398,0.271,0.14
"P08","Juntos por el Cambio",0.331,0.301,0.329,0.178
"P08","De los Liberales libertarios",0.069,0.113,0.093,0.16
"P08","De la Izquierda",0.017,0.024,0.053,0.05
"P08","Hacemos por nuestro país",0.016,0.051,0.021,0.049
"P08","Otro.",0.017,0.018,0.074,0.092
"P08","En blanco",0.01,0.023,0.035,0.068
"P08","No sabe",0.016,0.072,0.124,0.263
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.263,0.217,0.234,0.123
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.072,0.139,0.085,0.123
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.026,0.046,0.041,0.009
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.061,0.06,0.042,0.025
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.281,0.25,0.154,0.089
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.121,0.097,0.125,0.107
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.164,0.146,0.157,0.209
"P09","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.005,0.019,0.033,0.044
"P09","Otros",0.003,0.001,0.032,0.052
"P09","No sabe",0.004,0.025,0.097,0.219
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.291,0.282,0.219,0.149
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.109,0.069,0.048,0.07
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.131,0.168,0.163,0.041
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.208,0.213,0.199,0.078
"P12","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.086,0.104,0.141,0.066
