"var","categoria","Si","No"
"P05","Mucho",0.566,0.283
"P05","Bastante",0.293,0.253
"P05","Poco",0.09,0.242
"P05","Nada",0.044,0.181
"P05","No sabe",0.007,0.041
"P06","Siempre",0.413,0.135
"P06","Casi siempre",0.33,0.235
"P06","Casi nunca",0.161,0.361
"P06","Nunca, pero esta es una excepción",0.096,0.269
"P08","Unión por la Patria",0.534,0.246
"P08","Juntos por el Cambio",0.271,0.327
"P08","De los Liberales libertarios",0.107,0.107
"P08","De la Izquierda",0.038,0.04
"P08","Hacemos por nuestro país",0.013,0.018
"P08","Otro.",0.005,0.06
"P08","En blanco",0.014,0.037
"P08","No sabe",0.018,0.165
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.252,0.183
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.099,0.068
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.028,0.05
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.093,0.015
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.201,0.208
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.105,0.137
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.202,0.149
"P09","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.003,0.028
"P09","Otros",0.005,0.043
"P09","No sabe",0.012,0.119
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.326,0.181
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.077,0.056
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.189,0.078
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.172,0.234
"P12","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.075,0.125
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.136,0.136
"P12","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.005,0.018
"P12","Otros",0.005,0.041
"P12","No sabe",0.015,0.131
"P15","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.327,0.219
"P15","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.095,0.053
"P15","Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.158,0.058
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.14,0.178
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.076,0.19
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.178,0.138
"P15","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.005,0.02
"P15","Otros",0.008,0.011
"P15","No sabe",0.013,0.133
"P18","Lo votaría",0.452,0.257
"P18","Puede que lo vote",0.127,0.084
"P18","Nunca lo votaría",0.395,0.539
"P18","No sabe",0.026,0.12
"P19","Lo votaría",0.329,0.125
"P19","Puede que lo vote",0.175,0.137
"P19","Nunca lo votaría",0.47,0.615
"P19","No sabe",0.026,0.123
"P20","Lo votaría",0.373,0.158
"P20","Puede que lo vote",0.175,0.176
"P20","Nunca lo votaría",0.423,0.573
"P20","No sabe",0.029,0.093
"P21","Lo votaría",0.429,0.157
"P21","Puede que lo vote",0.126,0.081
"P21","Nunca lo votaría",0.396,0.641
"P21","No sabe",0.049,0.121
"P22","Lo votaría",0.473,0.16
"P22","Puede que lo vote",0.128,0.115
"P22","Nunca lo votaría",0.375,0.599
"P22","No sabe",0.024,0.126
"P23","Lo votaría",0.383,0.249
"P23","Puede que lo vote",0.119,0.191
"P23","Nunca lo votaría",0.479,0.427
"P23","No sabe",0.019,0.133
"P24","Lo votaría",0.322,0.225
"P24","Puede que lo vote",0.086,0.232
"P24","Nunca lo votaría",0.575,0.386
"P24","No sabe",0.017,0.157
"P25","Lo votaría",0.299,0.17
"P25","Puede que lo vote",0.078,0.18
"P25","Nunca lo votaría",0.607,0.511
"P25","No sabe",0.016,0.139
