"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Zamora","Cernadas","Laborde Rodriguez","Akerfeld"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.252,0.266,0.239,0.216,0.282,0.251,0.245,0.251,0.252,0.253,0.3,0.14,0.248,0.359,0.097,0.207,0.262
"Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.076,0.102,0.051,0.112,0.081,0.031,0.035,0.081,0.082,0.057,0.106,0.084,0.041,0.072,0.037,0.203,0.182
"Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.111,0.085,0.135,0.071,0.144,0.124,0.079,0.091,0.138,0.088,0.104,0.131,0.11,0.182,0.019,0.036,0.075
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.158,0.167,0.15,0.113,0.113,0.269,0.253,0.151,0.126,0.238,0.118,0.182,0.191,0.08,0.407,0.057,0
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.128,0.095,0.159,0.09,0.135,0.153,0.165,0.144,0.113,0.132,0.129,0.15,0.118,0.096,0.25,0.03,0.197
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.154,0.214,0.095,0.223,0.139,0.112,0.091,0.197,0.132,0.123,0.137,0.14,0.176,0.151,0.138,0.158,0.172
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.015,0.018,0.012,0.022,0.009,0.015,0.015,0.004,0.017,0.029,0.005,0.029,0.019,0.009,0.012,0,0.101
"Otros",0.018,0.014,0.023,0.022,0.014,0.011,0.037,0.004,0.014,0.051,0.007,0.035,0.023,0.012,0.006,0,0
"No sabe",0.088,0.039,0.136,0.131,0.083,0.034,0.08,0.077,0.126,0.029,0.094,0.109,0.074,0.039,0.034,0.309,0.011
