"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.023,0.141,0.671,0.094
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.946,0.589,0.14,0.188
"P06","En blanco",0.016,0.137,0.159,0.138
"P06","Aun no tengo decidido mi voto",0.015,0.133,0.03,0.58
"P08","Totalmente seguro",0.844,0.321,0.771,0.141
"P08","Bastante seguro",0.087,0.234,0.125,0.113
"P08","Algo seguro",0.039,0.243,0.064,0.228
"P08","Para nada seguro",0.03,0.202,0.04,0.518
"P09","Tiene Decidido que va a ir a votar",0.968,0.776,0.882,0.618
"P09","Tiene dudas sobre si va a ir a  votar",0.02,0.165,0.071,0.268
"P09","Tiene Decidido que no va a ir a votar",0.012,0.059,0.047,0.114
"P10","Lo votaría",0.06,0.104,0.617,0.036
"P10","Puede que lo vote",0.027,0.241,0.053,0.071
"P10","Nunca lo votaría",0.905,0.647,0.32,0.464
"P10","No sabe",0.008,0.008,0.01,0.429
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.294,0.426,0.152,0
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.706,0.574,0.848,1
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0,0.005,0.274,0.048
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",1,0.76,0.024,0.108
"P14","En blanco",0,0.235,0.702,0.844
